,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
150,dementia,2011,The New York Times,A House Divided by Exasperation,A House Divided By Exasperation,"In “A Separation,” Iran’s candidate for a foreign-language Oscar, a middle-class Tehran couple’s disagreement over where and how to live leads to growing chaos.","“A Separation,” a tightly structured, emotionally astute new film from Iran, begins with a couple, at odds and in distress, arguing in front of a judge. Simin (Leila Hatami) wants to leave the country with her daughter, Termeh (Sarina Farhadi), and Simin’s husband, Nader (Peyman Moadi), insists on staying at home in Tehran to care for his frail and elderly father, who suffers from dementia and needs constant attention. Quite possibly there is more at issue than practical domestic arrangements — there are hints of suppressed anger in Nader’s demeanor, of long-simmering exasperation in Simin’s — but an Iranian courtroom may not be the best place to discuss intimate marital matters.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Farhadi, Asghar', 'rank': 4, 'major': 'N'}]"
155,dementia,2011,The New York Times,"Forrest Blue, and Giving Offensive Linemen Their Due",,"Forrest Blue, one of the N.F.L.’s best centers of the early 1970s, died last week.","A few thoughts about Forrest Blue, one of the N.F.L.’s best centers of the early 1970s. Blue was residing at an assisted-living facility in Carmichael, Calif., when he died last week at age 65 or 66 (There is some discrepancy as to whether he was born in 1944 or in 1945.) According to his daughter, Blue began exhibiting symptoms of dementia about 15 years ago. His brain will be sent to Boston University for further study. Andy Barall writes about pro football history for The Fifth Down.","[{'name': 'subject', 'value': 'Football', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'San Francisco 49ers', 'rank': 2, 'major': 'N'}]"
215,dementia,2011,The New York Times,Financial Fraud Case Pits Arbitration vs. Class Actions,,"In a case against Securities America, class-action lawyers argue that arbitration claims could threaten the company’s ability to pay for a proposed settlement.","Ewald Groetsch was lonely after his wife died in 2003. Mr. Groetsch, a retired grocery wholesaler who had dementia, struck up a relationship with a broker from Securities America and eventually agreed to put the bulk of his portfolio into a risky security usually reserved for experienced investors.","[{'name': 'subject', 'value': 'Arbitration, Conciliation and Mediation', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Ameriprise Financial Incorporated', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Securities America', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Securities and Exchange Commission', 'rank': 5, 'major': 'N'}]"
246,dementia,2011,The New York Times,"Alzheimer’s, With Care and Devotion","Alzheimer’s, With Care and Devotion",Readers respond to an article about ways to make the lives of Alzheimer’s patients in nursing homes less anxiety-filled and stressful.,To the Editor:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 5, 'major': 'N'}]"
0,dementia,2012,The New York Times,United States Lags in Alzheimer’s Support,,A Senate report highlights several trends related to care for people with Alzheimer’s disease in five countries.,"This month, the United States Senate Special Committee on Aging released a report examining how five nations — the United States, Australia, France, Japan and Britain — are responding to growing numbers of older adults with Alzheimer’s disease and dementia. ","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 6, 'major': 'N'}]"
1,dementia,2012,The New York Times,The Ex-Wives Club,,One wife caring for another — another example of how the new old age is spawning unusual and creative alliances.,"Weather permitting, Kappy Lundy and Barbara Thompson are heading out to Vancouver, Wash., on Saturday night to have a holiday dinner with the parents of their daughter’s husband.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Friendship', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Barbara', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Oregon', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Vancouver (British Columbia)', 'rank': 7, 'major': 'N'}]"
2,dementia,2012,The New York Times,In the Middle: Why Elderly Couples Fight,,"Degenerative relationships are not uncommon among the elderly in even the happiest marriages. Both mental and physical changes feed the discord, marriage therapists and geriatricians say.","George and Gracie (let’s call them that because using their real names would make them even unhappier than they already appear to be) are in their 80s and have been married for more than 65 years. Until recently they seemed to ride the waves that are inevitable in any marriage that spans nearly seven decades; through good and bad, they were partners and best friends. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Marriages', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'New England Journal of Medicine', 'rank': 4, 'major': 'N'}]"
3,dementia,2012,The New York Times,A Stock’s Rise and Fall,,"Sidney Gilman, a top Alzheimer’s researcher, oversaw the trials for a drug developed by Wyeth and Elan that had the potential to help Alzheimer’s patients. Just days before publicly presenting disappointing results from the drug’s trial in 2008, D...","Sidney Gilman, a top Alzheimer’s researcher, oversaw the trials for a drug developed by Wyeth and Elan that had the potential to help Alzheimer’s patients. Just days before publicly presenting disappointing results from the drug’s trial in 2008, Dr. Gilman provided the data to Mathew Martoma, a trader affiliated with SAC Capital, prosecutors say, allowing Mr. Martoma to sell the stock and avoid big losses.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Insider Trading', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'SAC Capital Advisors', 'rank': 3, 'major': 'N'}]"
4,dementia,2012,The New York Times,"A Son Lost, a Mother Found",,"Since Mom took off in my car almost a year ago, after we had had a fight, I had hidden the keys. Except for this week; after the death of my son, I had forgotten.","My friend Yvonne was already at the front door when I woke, so at first I didn’t realize that my mother was missing.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}]"
5,dementia,2012,The New York Times,"Answers About Alzheimer’s, Part 1",,Dr. P. Murali Doraiswamy of Duke University addresses reader questions about the cause and diagnosis of Alzheimer’s disease and other memory problems.,"Readers recently submitted more than 100 questions about Alzheimer’s and memory loss to this week’s expert, Dr. P. Murali Doraiswamy, a psychiatry professor at Duke University Medical Center and an author of “The Alzheimer’s Action Plan.” Dr. Doraiswamy has also been an adviser to government agencies, advocacy groups and businesses.","[{'name': 'subject', 'value': 'Baby Boomers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}]"
6,dementia,2012,The New York Times,Can Exercise Protect the Brain From Fatty Foods?,,"In recent years, some research has suggested that a high-fat diet may be bad for the brain, at least in lab animals. Can exercise protect against such damage?","In recent years, some research has suggested that a high-fat diet may be bad for the brain, at least in lab animals. Can exercise protect against such damage? That question may have particular relevance now, with the butter-and cream-laden holidays fast approaching. And it has prompted several new and important studies. ","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Rodents', 'rank': 8, 'major': 'N'}]"
7,dementia,2012,The New York Times,A Form of Dementia That Is Often Misdiagnosed,,"Even many health care professionals remain unfamiliar with Lewy body dementia, though it affects about 1.3 million people in this country.","Lori Roberts’s father, who used to deliver the mail in Mitchell, S.D., has undergone startling personality changes. “He used to be very easygoing,” Ms. Roberts said. “Now he’s gotten kind of physical with my mom and my brother, pushing and shoving.” The other day, when her exhausted mother visited him in the nursing home he had recently entered — by sad coincidence, it was their 53rd wedding anniversary – he loudly insisted that she take him to Mexico, immediately.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Smith, Paul', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'New York University Langone Medical Center', 'rank': 3, 'major': 'N'}]"
8,dementia,2012,The New York Times,Books to Teach Children About Alzheimer’s,,Children’s books tackle a hard and sensitive topic.,"I stopped at a children’s bookshop in Manhattan last week and asked to see books on Alzheimer’s disease. The store stocked at least half a dozen, with titles like “What’s Wrong with Grandma?” and “What’s Happening to Grandpa?”","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}]"
9,dementia,2012,The New York Times,Vigilance About the Dangers of Delirium,Vigilance About the Dangers of Delirium,"About 20 percent of hospital patients over 65 experience delirium-related complications, but with prompt recognition and proper management episodes can be shortened, suffering alleviated and costs reduced.","You don’t have to be elderly, or even very old, to develop delirium, a kind of brain attack often accompanied by hallucinations, agitation and disorientation that can exacerbate illness, increase medical costs and even hasten death.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sedatives', 'rank': 5, 'major': 'N'}]"
10,dementia,2012,The New York Times,The Way She Was,The Way She Was,Alex Witchel describes how her vibrant mother’s personality vanished despite her robust body.,"In this haunting, unflinching and at times unexpectedly hilarious memoir, Alex Witchel offers up a fiercely honest account of how her adored mother slowly began “disappearing in plain sight.” “All Gone” is a potluck dish containing a variety of ingredients: childhood stories, complete with a cast of vibrantly portrayed relatives; practical knowledge gleaned from Witchel’s desperate battle against the relentless advance of her parent’s small-stroke-induced dementia; and, yes, real recipes passed down by her mother and grandmother. (I’ve tried a few, and they’re very good. I particularly recommend the chicken with prunes.)","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Witchel, Alex', 'rank': 3, 'major': 'N'}]"
11,dementia,2012,The New York Times,What My Father’s Dementia Told Me,,My father’s dementia told me things about him that he never could or never would tell me himself.,"I was the copy editor assigned to work on Alex Witchel’s memoir about her mother’s dementia. I was fortunate because her writing is compelling and didn’t need any help from me, and also because it forced me to focus on the quality of my father’s dementia, maybe for the first time.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}]"
12,dementia,2012,The New York Times,A Longer Life Is Lived With Company,A Longer Life Is Lived With Company,Recent research suggests that loneliness is a risk factor for functional decline and early death in later life.,"YOU die alone, philosophers say. But you could die sooner if you live your life in loneliness. Close connections to friends and family may ward off poor health and premature death, recent research suggests.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Friendship', 'rank': 4, 'major': 'N'}]"
13,dementia,2012,The New York Times,Doubts on Ginkgo Biloba as a Memory Aid,Vital Signs | Regimens: Doubts on Ginkgo Biloba as a Memory Aid,A new randomized placebo-controlled study by French researchers indicates that ginkgo biloba extract does not work as a preventive for Alzheimer’s disease.,"Ginkgo biloba extract is widely marketed as a preventive for Alzheimer’s disease, but a new randomized placebo-controlled study indicates it does not work.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Ginkgo Biloba', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Lancet Neurology, The (Journal)', 'rank': 5, 'major': 'N'}]"
14,dementia,2012,The New York Times,A New Test for Dementia: Walking,,Scientists find a new indicator of cognitive decline.,"The Times reports on Tuesday morning on five new studies suggesting that changes in the way an older person walks may be among the earliest indicators of cognitive decline, including Alzheimer’s disease.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}]"
15,dementia,2012,The New York Times,Football Player Who Killed Himself Had Brain Disease,Football Player Who Killed Himself Had Brain Disease,"Ray Easterling, a retired Atlanta Falcons safety who committed suicide in April, had the degenerative disease chronic traumatic encephalopathy, according to an autopsy report.","An autopsy report released this week, just before N.F.L. training camps opened, concluded that the former Atlanta Falcons safety Ray Easterling, who committed suicide in April, had a degenerative brain disease widely connected to athletes who have absorbed frequent blows to the head.","[{'name': 'subject', 'value': 'Suicides and Suicide Attempts', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Duerson, Dave', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Traumatic Encephalopathy', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Injuries', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Easterling, Mary Ann', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Easterling, Ray', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Atlanta Falcons', 'rank': 11, 'major': 'N'}]"
16,dementia,2012,The New York Times,"Life, With Dementia","Life, With Dementia","At a California prison, prisoners doing time for murder are caring for inmates with Alzheimer’s disease and other dementia.","SAN LUIS OBISPO, Calif. — Secel Montgomery Sr. stabbed a woman in the stomach, chest and throat so fiercely that he lost count of the wounds he inflicted. In the nearly 25 years he has been serving a life sentence, he has gotten into fights, threatened a prison official and been caught with marijuana. ","[{'name': 'subject', 'value': 'Series', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': ""California Men's Colony at the California Dept of Corrections and Rehabilitation"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 6, 'major': 'N'}]"
17,dementia,2012,The New York Times,Gait Changes and Dementia,,A 72 year old woman demonstrates how a simple walking exercise can show early signs of cognitive decline.,A 72 year old woman demonstrates how a simple walking exercise can show early signs of cognitive decline.,[]
18,dementia,2012,The New York Times,Taking On Dementia With the Experiences of Normal Life,Taking On Dementia With the Experiences Of Normal Life,A residential complex in the Netherlands that tries to help dementia patients continue to lead a normal life has received attention as a model.,"WEESP, the Netherlands — The sparkling-new 23-unit Hogewey complex here is virtually indistinguishable from other residential developments in the area. The apartments open onto a courtyard with benches, ponds and fountains, with beds of flowers in season (this is the Netherlands, after all). One kidney-shaped pond planted with reeds and other vegetation occasionally attracts wild ducks.","[{'name': 'glocations', 'value': 'Netherlands', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 7, 'major': 'N'}]"
19,dementia,2012,The New York Times,Dementia Behind Bars,,The California Men’s Colony is using convicted killers to care for inmates who can no longer care for themselves.,The California Men’s Colony is using convicted killers to care for inmates who can no longer care for themselves.,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Prisons and Prisoners', 'rank': 3, 'major': 'N'}]"
20,dementia,2012,The New York Times,"Dementia, From the Inside",,A new film attempts to see life through the eyes of someone with Alzheimer’s disease.,"Scott Kirschenbaum’s new film, “You’re Looking at Me Like I Live Here and I Don’t,” was supposed to be scripted and cast — a coherent story with a beginning, a middle and an end. Then he found his unlikely star: Lee Gorewitz, 78, who lives in dementia unit at Reutlinger Community for Jewish Living in Danville, Calif. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 4, 'major': 'N'}]"
22,dementia,2012,The New York Times,Studies Tie Abnormal Protein Buildup to Dementia,Studies Tie Abnormal Protein Buildup to Dementia,Scientists think that abnormal protein deposits inside brain cells cause frontotemporal degeneration.,"“If there’s something to be done, I want to be in on the ground floor,” said Elizabeth, 67, a woman participating in studies of frontotemporal degeneration at the University of California, San Francisco.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Proteins', 'rank': 5, 'major': 'N'}]"
23,dementia,2012,The New York Times,Brother Says García Márquez Has Dementia,,"In a lecture to students in Cartagena, Colombia, the younger brother of the author told the audience that Gabriel García Márquez “is doing well physically, but he has been suffering from dementia for a long time.”",9:43 a.m. | Updated ,[]
24,dementia,2012,The New York Times,"With Dementia, Stepping Outside for Fresh Air Can Mean Going Astray","With Dementia, Stepping Outside for Fresh Air Can Mean Going Astray","When elderly New Yorkers with dementia wander away from their homes, the police issue a bulletin called a silver alert.","Irwin Goffman, an 83-year-old retired sociology professor, sat in the waiting room of an Upper West Side doctor’s office on Wednesday afternoon while his wife went in for a checkup. The couple had taken a train from Massachusetts; they moved there from Greenwich Village a year and a half ago, partly for the change of scenery after he left New York University. And partly because of what was happening to Mr. Goffman. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Missing Persons', 'rank': 5, 'major': 'N'}]"
25,dementia,2012,The New York Times,"Ralph Wenzel, Whose Dementia Helped Start a Debate, Dies at 69","Ralph Wenzel, 69, Dies; Dementia Fueled Debate","The condition of Mr. Wenzel, a former N.F.L. lineman, has been discussed in the debate about the safety of football, which has resulted in policy and rule changes.","Ralph Wenzel, a former National Football League lineman whose early-onset dementia helped draw attention to recent debates about the safety of football, died on June 18 in Annapolis, Md. He was 69.","[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Wenzel, Ralph', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 4, 'major': 'N'}]"
26,dementia,2012,The New York Times,Howe’s Sons Deny Reports That He Has Dementia,Howe’s Sons Deny Reports That He Has Dementia,"The hockey Hall of Famer Gordie Howe, at 84, occasionally has memory loss, according to members of his family.","VANCOUVER, British Columbia — Marty Howe’s mobile phone filled up with messages on Thursday morning as reports spread about the health of his father and onetime teammate, the hockey legend Gordie Howe.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Hockey, Ice', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Detroit Red Wings', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Howe, Gordie', 'rank': 4, 'major': 'N'}]"
27,dementia,2012,The New York Times,A Dangerous Remedy (2 Letters),A Dangerous Remedy,Two letters to the Editor.,To the Editor:,"[{'name': 'subject', 'value': 'Psychology and Psychologists', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 5, 'major': 'N'}]"
28,dementia,2012,The New York Times,Diabetes Linked to Memory Problems in Older Adults,,"A new study adds to growing evidence that the complications of diabetes may extend to the brain, causing declines in memory, attention and other cognitive skills.","A new study adds to growing evidence that the complications of diabetes may extend to the brain, causing declines in memory, attention and other cognitive skills.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Diabetes', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 5, 'major': 'N'}]"
29,dementia,2012,The New York Times,Pop Warner Weighing Research and Risks in Concussion Prevention Efforts,Pop Warner Weighing Research and Risks in Concussion Prevention Efforts,"After choosing to restrict hitting in practices, the country’s largest youth football program is still faced with the issue of how much further it may want — or need — to go.","The unremarkable football career of Dr. Julian Bailes, who is now the chairman of the Pop Warner medical advisory board, ended quietly during his college days in the 1970s. He never sustained a concussion that he knew of, but he can recall a friend in high school who did. Confused and concussed, his friend started describing a car he had just bought; there was no new car, and Bailes found it hilarious. “We didn’t know any better,” he said. ","[{'name': 'subject', 'value': 'Regulation and Deregulation of Industry', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Pop Warner Little Scholars', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Injuries', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Pop Warner', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Childhood', 'rank': 9, 'major': 'N'}]"
30,dementia,2012,The New York Times,Some Fats May Harm the Brain More,,A study followed fat consumption among women older than 65 and tracked their mental ability over four years.,Some studies have linked dietary fat to the development of dementia later in life. A new study suggests that the risk may depend on the type of fat consumed.,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Oils and Fats', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 3, 'major': 'N'}]"
31,dementia,2012,The New York Times,Revived by Music,,A documentary director and a social worker hatch a new idea: personalized music for every nursing home resident.,"Maybe you’re among the millions who’ve watched and forwarded this video of an unresponsive 94-year-old with dementia, slumped in his wheelchair at a nursing home in Brooklyn. But when a staff member puts earphones in place and clicks on an iPod loaded with favorite hymns, he awakens, moving to the music, humming along. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}]"
32,dementia,2012,The New York Times,The Challenges of a Dementia Patient,The Challenges of a Dementia Patient,Readers offer suggestions and personal stories about caring for someone with dementia., To the Editor:,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 4, 'major': 'N'}]"
33,dementia,2012,The New York Times,When Illness Makes a Spouse a Stranger,When Illness Makes a Spouse a Stranger,"Like many others, Ruth French finds herself grappling with her spouse’s frontotemporal dementia, a group of brain diseases that eat away at personality and language.","He threw away tax documents, got a ticket for trying to pass an ambulance and bought stock in companies that were obviously in trouble. Once a good cook, he burned every pot in the house. He became withdrawn and silent, and no longer spoke to his wife over dinner. That same failure to communicate got him fired from his job at a consulting firm. ","[{'name': 'subject', 'value': 'Series', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 7, 'major': 'N'}]"
34,dementia,2012,The New York Times,Former Player’s Suicide Won’t End His Widow’s Fight,Death Isn’t the End,The widow of Ray Easterling said that she had no plans to move and that she would continue advocating for better medical coverage for retired N.F.L. players with head injures.,"RICHMOND, Va. — For Mary Ann Easterling, the prudent and less painful options, it might seem, are to move away and move on.","[{'name': 'subject', 'value': 'Suicides and Suicide Attempts', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Injuries', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Easterling, Mary Ann', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Easterling, Ray', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 8, 'major': 'N'}]"
