,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
271,Alzheimer,2008,The New York Times,When Medicare Falls Short,When Medicare Falls Short,"Unable to accept new Medicare patients, a physician in Chicago resorts to a new kind of geriatric assessment. Is this the future of care for the elderly?","(Photo: Dr. Cheryl Woodson, a geriatrician in Chicago Heights, Ill., attends to patient Adeline Robinson, who is in her 90s. Dr. Woodson says she can no longer afford to accept new patients on Medicare. (Sally Ryan for The New York Times))    For Dr. Cheryl E. Woodson, geriatric medicine is a passion that doesn't pay the bills.   ""I love this. I just love this,'' she said one recent afternoon in her office in Chicago Heights, Ill. Dr. Woodson had just diagnosed early-stage dementia in a 73-year-old patient, recommending a hip replacement while the woman is still cognitively capable of rehabilitation, and then had consoled the woman's weeping daughter.   But Dr. Woodson can no longer afford to run her solo practice as she once did. She has stopped taking new patients over the age of 65, when Medicare kicks in, since reimbursement for their care is now ""40 cents on the dollar,'' she said, not enough to staff her office and pay the rent.   ""If I take new Medicare patients, I can't keep the door open,'' Dr. Woodson said. With Medicare paying less now then it did in 2001, she added, ""you can serve seniors or feed your children."" Not both.  Dr. Woodson's dilemma is shared by many internists and family practitioners, endangered specialists in a health care system that pays for procedures and tests but not for the time-consuming management of chronic conditions. ""We get paid to do things to people, not for people,'' Dr. Woodson is fond of saying.   This is especially true for the elderly, who are generally not good candidates for we-can-fix-it medicine. Instead, as they lose mobility, cognition and thus independence, they require lengthy office visits, close monitoring and supportive services. These days, it is difficult to find a new doctor for anyone over the age of 65, because they are so expensive to treat.   Dr. Woodson's solution to the cash crunch is to keep her existing elderly patients and to turn away new ones. At the same time, however, she has begun providing geriatric consultations, much like a cardiologist or orthopedist might. Each Wednesday afternoon, she does three such consultations, each at least an hour long, which produce what she calls a ""level-of-care prescription'' that the primary-care physician and family can implement on their own.   The goal of the assessment is to determine what's wrong with the elderly patient, whether it can be fixed and how to manage things if it can't be, which is often the case. Each appraisal details the patient's overall health status and involves a review of current medications, level of independence, mobility, behavior and memory.   From that assessment comes a recommendation of what services are needed, who can deliver them and where that is best accomplished: at home, in a retirement facility or in a nursing home. That determination is not based soley on a patient's condition, but also on how much hands-on care family members are willing and able to provide and how much hired help they can afford. Often the evaluation is followed by a family meeting, with Dr. Woodson as referee.   One recent Wednesday, I observed as Dr. Woodson performed two office assessments and convened a family meeting via conference call. It is not as satisfying as an all-geriatric practice, she told me, and some of the consultation patients wish they could stay. But a little geriatrics is better than none at all, and this approach could be the wave of the future.  The first assessment involved a 79-year-old woman with dementia so advanced she was unable to answer the doctor's questions or follow her instructions during a cognitive exam, rearranging the contents of her purse instead of drawing a clock with its hands at 11:10, as Dr. Woodson had gently requested. When asked to spell the word ""world"" both forward and backward, the patient declared, ""I really have to go now.''  The woman, who lives in a facility for those with Alzheimer's disease, was taking a cornucopia of medications likely to exacerbate her confusion and increase the odds of a serious fall. Dr. Woodson later suggested altering the regime. She also advised the woman's stepdaughters against any tests or procedures designed to prolong the patient's life rather than improve its quality. The patient's severe neck pain was likely the result of arthritis, Dr. Woodson said, and nothing could be done for it but pain medication and heat. So why subject her to a M.R.I.?   The second assessment involved a 73-year-old woman with subtle signs of dementia noticeable only to a professional or a close family member. She also was suffering from necrosis of the hip and rated the pain as 8 on a scale of 1 to 10. Dr. Woodson adjusted the length of the woman's cane, confirmed her daughter's fear that some recent erratic behavior was consistent with very early dementia, and urged hip surgery to relieve the pain while the patient could still follow the directions of a physical therapist.   The phone consultation involved an 87-year-old woman at an assisted living facility whose health was in steep decline. Now she needed services not included in her monthly rent: someone to dispense medication four times a day, help her into compression stockings each morning to reduce swelling in her legs, provide three treatments a day with a nebulizer to facilitate her breathing and accompany her to numerous doctors' appointments. At the moment, the woman's daughter, who had a job and family, was doing all of this and more.   One alternative, Dr. Woodson told the woman's son, was to hire private-duty health aides and a geriatric care manager to take some of the burden off his sister. The other was to move his mother to a nursing home, where a 24/7 staff would either do or arrange everything. The son was resistant to the first because of the expense and to the second because he preferred the beautiful setting at the assisted living facility to the hospital-like environment of a nursing home.   The call ended without a resolution. ""I'm not sure he understands there is no level of care between assisted living and a nursing home,'' Dr. Woodson said later. ""As his mother's condition worsens, they are going to need more and more services. One person can't handle this, and I think he's only giving only lip service to the amount of work his sister is doing.''  How I would have loved hearing this kind of medical advice when my mother's needs exceeded what an assisted living facility could deliver or when there was conflict between me and my brother. I was too ignorant to look for a geriatrician and in any event probably wouldn't have been able to find one, given the crisis of supply and demand. But even locating a plain-vanilla internist willing to take a new Medicare patient was an ordeal. Everyone we called said his practice was full. Finally, my brother's physician persuaded his sister, also a doctor, to see my mother. I don't know what we would have done otherwise.  Have any of you or your loved ones been turned away by physicians unwilling to take on new Medicare patients? Please share your stories -- and if you have any, solutions. The problem will only grow as those of us in our 60s outlive our current doctors or relocate and need to find new ones. ",[]
356,Alzheimer,2008,The New York Times,CORRECTIONS: FOR THE RECORD,CORRECTIONS: FOR THE RECORD,,"An article on Tuesday about the use of antipsychotic drugs in dementia patients misspelled the names of two drugs in a different class, sometimes used to treat the symptoms of Alzheimer’s and Parkinson’s diseases. They are Exelon and Namenda, not Exalon and Menamda. ",[]
1,Alzheimer,2009,The New York Times,"Treating Dementia, but Overlooking Its Physical Toll","Treating Dementia, but Overlooking Its Physical Toll","Dementia, often viewed as a disease of the mind, is also a progressive physical disease.","Dementia is often viewed as a disease of the mind, an illness that erases treasured memories but leaves the body intact.","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hospice Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 9, 'major': 'N'}]"
2,Alzheimer,2009,The New York Times,N.F.L. Dementia Debate Could Intensify,Dementia Debate Could Intensify,"Retirees have found that the National Football League’s disability plan, run jointly with the players union, is not structured to consider dementia to be an occupational risk.","For the past decade, Brent Boyd, a former N.F.L. lineman who began experiencing memory loss and dementia-related symptoms in his 40s, has received relatively low payments from the National Football League’s disability plan because the plan-appointed doctor concluded that football “could not be organically responsible for all or even a major portion” of his condition.","[{'name': 'subject', 'value': 'Pensions and Retirement Plans', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 6, 'major': 'N'}]"
3,Alzheimer,2009,The New York Times,Dementia Risk Seen in Players in N.F.L. Study,Dementia Risk Seen in Players In N.F.L. Study,A new study is the league’s first public affirmation of any connection regarding cognitive decline among players.,A study commissioned by the National Football League reports that Alzheimer’s disease or similar memory-related diseases appear to have been diagnosed in the league’s former players vastly more often than in the national population  including a rate of 19 times the normal rate for men ages 30 through 49.,"[{'name': 'subject', 'value': 'Concussions', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sports Medicine', 'rank': 6, 'major': 'N'}]"
7,Alzheimer,2009,The New York Times,Aging: Moderate Drinking May Help the Brain,Aging: Moderate Drinking May Help the Brain,"People over 60 who consume moderate amounts of alcohol have a reduced risk for Alzheimer’s disease and other dementias, according to a large review of studies.","People over 60 who consume moderate amounts of alcohol have a reduced risk for Alzheimer’s disease and other dementias, according to a large review of studies.","[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Alcoholic Beverages', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}]"
9,Alzheimer,2009,The New York Times,Mildly High Cholesterol at Midlife Linked to Alzheimer’s,Mildly High Cholesterol at Midlife Linked to Alzheimer’s,Even a slight elevation in cholesterol levels in a person’s 40s raised the risk of dementia decades later.,"Adults who had just slightly elevated blood cholesterol when they were in their early 40s were at greater risk of developing dementia decades later, compared with those whose cholesterol was at optimal levels, a new study has found.","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cholesterol', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]"
11,Alzheimer,2009,The New York Times,Alzheimer’s Expert Tells of Astor’s Decline,Alzheimer’s Expert Tells of Astor’s Decline,Dr. Norman R. Relkin testified that Brooke Astor’s diminished capacity may have left her unable to understand simple money matters.,An Alzheimer’s specialist who diagnosed moderate dementia in Brooke Astor in 2001 testified on Tuesday that her condition significantly declined during the next three years.,"[{'name': 'persons', 'value': 'Astor, Brooke', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 3, 'major': 'N'}]"
12,Alzheimer,2009,The New York Times,Learning of Risk of Alzheimer’s Seems to Do No Harm,Learning of Risk of Alzheimer’s Seems to Do No Harm,"A small study finds that even when a genetic test for a link to Alzheimer’s disease is positive, people are not distressed.","A genetic test that can find an increased risk of Alzheimer’s disease does no psychological harm to people who take it, even if they test positive for a risky gene, a new study finds. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]"
15,Alzheimer,2009,The New York Times,Defense in Astor Case Argues That She Was Simply Absent-Minded,Defense in Astor Case Argues That She Was Simply Absent-Minded,"Anthony D. Marshall’s lawyers contended that Mrs. Astor’s behavior, which others called the symptoms of Alzheimer’s disease, were indications of a need for reassurance and typical absent-mindedness.","In a day heavy on hypothetical questions, lawyers for Anthony D. Marshall on Wednesday tried to play down any certainty that his mother, Brooke Astor, was hobbled by dementia or Alzheimer’s disease during the period in which she made three disputed changes to her will. ","[{'name': 'persons', 'value': 'Astor, Brooke', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 3, 'major': 'N'}]"
16,Alzheimer,2009,The New York Times,Alzheimer’s Disease,"Alzheimer’s Disease, 1935",Alois Alzheimer was the first to note the characteristics of what came to be known as Alzheimer’s disease in a young woman.,"In 1906, when Alois Alzheimer, a German psychiatrist, autopsied the brain of a 55-year-old woman, he saw under his microscope the characteristic amyloid plaques and neurofibrillary tangles of dementia. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]"
20,Alzheimer,2009,The New York Times,A Nighttime Program for Alzheimer's Care,A Nighttime Program for Alzheimer&#39;s Care,A unique care program helps the agitation at night that often accompanies Alzheimer's and other forms of dementia.,"Cara Buckley and James Estrin describe a unique care program at the Hebrew Home in Riverdale, N.Y., to address ""sundowning,"" the tendency of patients with Alzheimer's disease and other forms of dementia to be struck by sleeplessness, agitation and wandering at night:",[]
21,Alzheimer,2009,The New York Times,Aging: Eating Fish May Ward Off Dementia,Large Study Points to the Brain Benefits of Eating Fish,"A diet rich in fish may help ward off dementia, a study in developing countries has found.",Many studies have suggested that a diet rich in fish is good for the heart. Now there is new evidence that such a diet may ward off dementia as well. One of the largest efforts to document a connection  and the first such study undertaken in the developing world  has found that older adults in Asia and Latin America were less likely to develop dementia if they regularly consumed fish.,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Fish and Other Marine Life', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]"
24,Alzheimer,2009,The New York Times,A Nighttime Program for Alzheimer’s Care,,A unique care program helps the agitation at night that often accompanies Alzheimer’s and other forms of dementia.,"Cara Buckley and James Estrin describe a unique care program at the Hebrew Home in Riverdale, N.Y., to address “sundowning,” the tendency of patients with Alzheimer’s disease and other forms of dementia to be struck by sleeplessness, agitation and wandering at night:",[]
28,Alzheimer,2009,The New York Times,Testing for Alzheimer’s Risk,Knowing About Forgetting,"With a family history of Alzheimer's disease, even minor memory lapses can be terrifying.","(Photo: Carmel Zucker for The New York TimesThe author at work in her home office in 2007. With a family history of Alzheimer's disease, even occasional lapses in memory cause her to worry.)   This morning I couldn't remember the street number of my house. My own house! Don't panic, I thought, don't struggle to remember it. Just go on with other things, and it'll float to the surface. But it didn't, so I opened the front door and read the street numbers aloud, trying to fix them in my brain.  Lots of people have these lapses, I know. But one week ago, I was sitting with my mother, who has Alzheimer's disease, in a memory care center in Honolulu. We were in the ""living room"" filled with 20 Benjamin Buttons, 20 people aging backward, regressing to infancy. Not in body, as in the movie, but in mind.   One woman who'd been a political journalist sat hugging a teddy bear. ""What is your full name?"" a nurses' assistant asked the group. Half of them shook their heads, baffled. My mother remembers her name but sometimes thinks I'm her older sister. She seems happy, though, as she eats dinner with the group in silence before they're herded to the parlor to watch a DVD of ""The Parent Trap."" She's not suffering, but I am, feeling heartsick every time I drive away.   Not only my mother but both her parents had dementia and were institutionalized. So when I have a lapse like today's, I ask myself, ""Is it starting?""   There's a blood test one can take that shows if you carry a gene that's a risk factor for Alzheimer's disease. Should I take it? My gut reaction is no, since there's no cure or way to prevent the disease.  Nonetheless, I do research on the genetics of Alzheimer's. According to a report by the Alzheimer's Disease Education and Referral Center, no gene has been identified as the cause of late-onset Alzheimer's, which occurs after 60. (That's not late for this reporter; it's now!) But one genetic risk factor has been confirmed by many studies to increase the likelihood of developing the disease. That risk factor is the gene variant APOE4, found on chromosome 19. If you carry this variant, you're more prone to develop Alzheimer's disease -- 40 percent of people with the disease have APOE4, according to the report.  On the other hand, you may not develop Alzheimer's even if you test positive for APOE4, and if you don't carry the gene, you still may contract the disease.  I make a list of the pro's and con's of testing for APOE4.  PRO:  1. Information is power. Dr. Lenny Guarente, a biology professor at M.I.T. who studies genes that may determine how long we live, says people who test positive for APOE4 often ""handle the information well."" Many prefer to know and adjust to the fact than live with doubts.  2. You can make plans. During my yearly physical, I told my doctor I'm worried about memory loss because dementia runs in my family. He suggested I tell my children how I'd want to be cared for if the need should arise. Ideally, I'd like to be cared for in my home or in a place with some of my friends, where there are animals and gardens, good books read aloud, spiritual talks, music and films better than ""The Parent Trap."" But I don't know of such a place. If I learned that I carry the risk factor for Alzheimer's, I might be propelled to find or create such a situation while I'm still able.  CON:  1. The body is mysterious. Spontaneous healing can occur, and disease can strike people in peak health. In Alzheimer's disease, it's believed that several genes combine with environmental factors to bring on the disease, so why focus on one gene that may or may not be the trigger?   2. We're dealing not with the present but the future. Who knows what medical advances will occur in the next 20 years? Who knows if there'll even be life on the planet?  I could go back and forth, but the salient question is, would I conduct my life differently if I knew I was at risk? Probably not. Still, it would be a terrific comfort to find out I do not have the gene. But is that comfort worth gambling on the far more likely result — learning that I do carry it?  I had an uncle, Art, who in his 80s used to write his address on the back of his hand, explaining with a laugh that if he forgot his address, he'd be able to get home. At the time I thought he was joking, but now I know he was not.   And he never developed Alzheimer's.   Sara Davidson is the author of ""Leap: What Will We Do With the Rest of Our Lives?""      ",[]
32,Alzheimer,2009,The New York Times,A Surprising Link Between Diabetes and Alzheimer's,A Surprising Link Between Diabetes and Dementia,Dr. Margaret Gatz recently documented an unsettling connection between midlife diabetes and Alzheimer’s disease. How might they be related? And what can patients do?,"Dr. Margaret Gatz, a professor of psychology, gerontology and preventative medicine at the University of Southern California, conducts research on interventions that may reduce the risk of Alzheimer’s disease. In a recent study, published in the January 2009 issue of the journal Diabetes, Dr. Gatz and her team tracked rates of dementia and diabetes in Swedish twins and discovered that developing type 2 diabetes before the age of 65 was associated with a 125 percent increased risk of subsequently developing Alzheimer’s disease. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]"
33,Alzheimer,2009,The New York Times,She Knows a Thing or Two About Aging,She Knows a Thing or Two About Aging,"Emma Shulman has been a gerontologist, social worker and Alzheimer’s researcher for many years. She is also 96."," Could there be a more experienced expert on aging than Emma Shulman? A gerontologist at N.Y.U. Langone Medical Center, she was, from 1981 to 2005, a senior social worker and research associate at what is now its Center for Excellence on Brain Aging and Dementia, and she is currently a consultant. She did some of the first research on how to care for Alzheimer’s patients and co-wrote a training manual about it. She lectures widely on memory retention. Oh, and did we mention that she is 96?","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 4, 'major': 'N'}]"
37,Alzheimer,2009,The New York Times,From Dusk to Dawn,,The Hebrew Home at Riverdale offers a program that operates when Alzheimer's and dementia patients are at their most active - the middle of the night.,The Hebrew Home at Riverdale offers a program that operates when Alzheimer's and dementia patients are at their most active - the middle of the night.,"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 4, 'major': 'N'}]"
38,Alzheimer,2009,The New York Times,All-Night Care for Dementia’s Restless Minds,Night Care,A home for the aged in the Bronx offers a dusk-to-dawn drop-off program to help combat the night terrors that can strike people with dementia.,"THE patients were on the loose again, moving their shrunken frames through the nursing home’s shadowy halls, chattering and giggling like children sneaking out of camp. ","[{'name': 'glocations', 'value': 'Bronx (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sleep', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}]"
39,Alzheimer,2009,The New York Times,A Dementia Syndrome,A Dementia Syndrome,To the Editor:.,To the Editor:,"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Capgras Syndrome', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 3, 'major': 'N'}]"
48,Alzheimer,2009,The New York Times,Coffee Linked to Lower Dementia Risk,Coffee Linked to Lower Dementia Risk,A 21-year study finds that moderate coffee drinkers are much less likely to develop Alzheimer’s disease and other forms of dementia.,"Drinking coffee may do more than just keep you awake. A new study suggests an intriguing potential link to mental health later in life, as well. ","[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Coffee', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 5, 'major': 'N'}]"
49,Alzheimer,2009,The New York Times,Forgetting Past and Future,Forgetting Past and Future,Readers share their tales of coping with Alzheimer's disease in their families.,"Many readers who commented on Elizabeth Kadetsky's post, ""Living in the Moment,"" described their experiences of watching and caring for loved ones suffering from Alzheimer's Disease and dementia. Excerpts from some are below.",[]
55,Alzheimer,2009,The New York Times,Is an Alert System Needed for People With Dementia?,,"A national Amber Alert-type system, called Silver Alert, would give special attention to missing-persons cases involving patients with Alzheimer’s and other forms of dementia.","At least 300 people with Alzheimer’s disease and other forms of dementia wander off within, or to, New York City every year, according to the New York City chapter of the Alzheimer’s Association. ",[]
58,Alzheimer,2009,The New York Times,Behind the Scenes: Capturing Mental Twilight,Behind the Scenes: Capturing Mental Twilight,An assignment with Alzheimer's and dementia patients challenged James Estrin's photographic imagination. And his views of himself.,How do you photograph what's inside someone's head?,[]
60,Alzheimer,2009,The New York Times,Astor Trial Raises Question of Competence,Astor Trial Raises Question of Competence,From The New Old Age blog: The question at the heart of a fraud trial involving Brooke Astor's estate is whether Alzheimer's disease made her incompetent to make financial decisions.,"Before her death, Brooke Astor was losing ground cognitively, a procession of friends testified last week in a Manhattan courtroom. She no longer recognized people she had been close with for decades. She wandered. She was unable to draw a clock face accurately, according to the geriatrician who diagnosed her Alzheimer's disease. But was she competent to make significant changes to her will at age 101? That legal question lies at the heart of the fraud and conspiracy trial of her son, Anthony D. Marshall, 84, and the lawyer Francis X. Morrissey Jr., 66, who are accused of diverting tens of millions of dollars from her estate. Experts say questions of competence are not always simple to answer, even after a dementia diagnosis. ",[]
63,Alzheimer,2009,The New York Times,Is a Mediterranean Diet Good for the Brain?,Mediterranean Diet May Prevent Mental Decline,A Mediterranean-style diet appears to be good for the brain as well as the heart.,"Eating a Mediterranean diet appears to lower risk for mental decline, and may help prevent Alzheimer's in people with existing memory problems, new research suggests.  The finding, published today in The Archives of Neurology, tracked the eating habits of 1,393 people with no cognitive problems and 482 patients with mild cognitive impairment, a preliminary state of mental decline that can sometimes signal the onset of Alzheimer's disease or other forms of dementia. The patients were then grouped based on whether they were low, moderate or consistent followers of a Mediterranean diet. People were considered to be strong adherents to a Mediterranean-style diet if they regularly ate large amounts of fish, fruits, vegetables, legumes and monounsaturated fats like olive oil, while at the same time consuming moderate amounts of alcohol and only small quantities of meat and dairy products.  After nearly five years of follow up, about 275 people in the healthy group developed mild cognitive impairment. People who closely adhered to a Mediterranean diet had a 28 percent lower risk of developing mild cognitive impairment, compared to those whose eating habits were the least like a Mediterranean diet. Moderate followers of a Mediterranean diet showed a trend toward a 17 percent lower risk than the lowest-scoring group, although that finding wasn't statistically significant.  A Mediterranean diet also appeared to slow decline in those already diagnosed with mild cognitive impairment. Among the 482 men and women with mild cognitive impairment at the beginning of the study, 106 developed Alzheimer's disease about four years later. But among those who strictly adhered to the Mediterranean diet, risk of Alzheimer's was 48 percent lower, while risk was 45 percent lower among those who ate a moderate version of the diet.  It's not clear from the study how long the participants had been following a Mediterranean eating plan. However, the researchers said that older people tend to be fairly set in their ways and stick to eating patterns that have been established years earlier, so it's likely the habits were established at least in middle age. The average age of study participants was 77.  Because the study was observational and not a controlled clinical trial, the association of better brain aging with the consumption of a Mediterranean diet isn't definitive and could be explained by other factors. However, researchers note that a Mediterranean diet has already been shown to be good for the heart, and there is no risk in improving eating habits in the hope of improving brain health as well.  ""We know it's a healthy diet for other reasons,'' said lead author Dr. Nikolaos Scarmeas, assistant professor of neurology at Columbia University Medical Center. ""It makes sense for people to eat in a healthy way as soon as they can and for the longest they possibly can.'' ",[]
