abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,slideshow_credits,subsection_name,query_consulta
"Concussions are an issue in all of football, but for the New York Jets, an institutional silence persists on the matter.",https://www.nytimes.com/2007/12/22/sports/football/22concussions.html,"Concussions are an issue in all of football, but for the New York Jets, an institutional silence persists on the matter.","Laveranues Coles is equal parts receiver and raconteur, the New York Jets player who talks when no one else will. But upon hearing one subject  concussions, specifically the two he has sustained in the past year  he immediately lost his smile, and looked around the locker room to see who might be listening.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/sports/22concussion-450.jpg', 'height': 450, 'width': 341, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/sports/22concussion-190.jpg', 'height': 250, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/22/sports/22concussion-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/22/sports/22concussion-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Concussions', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'New York Jets', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Chrebet, Wayne', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Mangini, Eric', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Coles, Laveranues', 'rank': 8, 'major': 'N'}]",2007-12-22T05:00:00+0000,article,Sports,Sports,News,nyt://article/f0d331e1-4cda-5589-85e9-80bee751eae7,1777,nyt://article/f0d331e1-4cda-5589-85e9-80bee751eae7,"For Jets, Silence on Concussions Signals Unease",,,"For Jets, Silence On Concussions Signals Unease",,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,Pro Football,dementia
"While financial planning is important, there are also psychological and physical implications to retirement preparation.",https://www.nytimes.com/2007/04/10/business/retirement/10age.html,"While financial planning is important, there are also psychological and physical implications to retirement preparation.","AT 55, Frank Mendizabal has no immediate plan to leave his executive job at the Weyerhaeuser Company. And his finances are in good shape for when he does. ",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/10/business/retirement/10age.190x126.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/04/10/business/retirement/10age.190x126.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/10/business/retirement/10age.190.jpg', 'height': 225, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/04/10/business/retirement/10age.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/04/10/business/retirement/10age.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Retirement', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Personal Finances', 'rank': 4, 'major': 'N'}]",2007-04-10T04:00:00+0000,article,SpecialSections,Business Day,News,nyt://article/a8fe05d2-cc68-544e-b4b0-6ec3971a1372,1674,nyt://article/a8fe05d2-cc68-544e-b4b0-6ec3971a1372,Training to Be Old,Never Too Early,,Training to Be Old,,,,By CLAUDIA H. DEUTSCH,"[{'firstname': 'Claudia', 'middlename': 'H.', 'lastname': 'DEUTSCH', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,H,1,,Retirement,dementia
"The assertion that Michael Vick, the Atlanta Falcons quarterback, gambled on dogfighting appears to be a more serious threat to his professional football career and freedom than the federal felony charges that he helped organize and run a dogfighting ring.",https://www.nytimes.com/2007/08/15/sports/15iht-NFL.1.7122652.html,,"The assertion that Michael Vick, the Atlanta Falcons quarterback, gambled on dogfighting appears to be a more serious threat to his professional football career and freedom than the federal felony charges that he helped organize and run a dogfighting ring.",International Herald Tribune,[],[],2007-08-15T05:00:00+0000,article,IHT News,Sports,News,nyt://article/64542283-1e2c-5410-982f-3d4303cf1817,833,nyt://article/64542283-1e2c-5410-982f-3d4303cf1817,NFL: Betting on dog fights may be Vick's undoing,,,NFL: Betting on dog fights may be Vick's undoing,,,,By Michael S. Schmidt,"[{'firstname': 'Michael', 'middlename': 'S.', 'lastname': 'Schmidt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Some agents for Humana have enrolled Medicare recipients in products that “they did not understand and did not want,” an official said.",https://www.nytimes.com/2007/05/15/washington/15medicare.html,"Some agents for Humana have enrolled Medicare recipients in products that “they did not understand and did not want,” an official said.","WASHINGTON, May 14 — In the first major investigation of Medicare marketing, the Oklahoma insurance commissioner has documented widespread misconduct by agents working for Humana and has ordered the company to take corrective action to protect consumers against high-pressure sales tactics.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/15/us/15medicare.600.jpg', 'height': 280, 'width': 600, 'legacy': {'xlarge': 'images/2007/05/15/us/15medicare.600.jpg', 'xlargewidth': 600, 'xlargeheight': 280}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/15/us/15medicare.600.jpg', 'height': 280, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/05/15/us/15medicare.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/05/15/us/15medicare.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Advertising and Marketing', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Humana Incorporated', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Insurance', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicare', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Health Insurance and Managed Care', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Oklahoma', 'rank': 7, 'major': 'N'}]",2007-05-15T04:00:00+0000,article,National,Washington,News,nyt://article/3978504d-c703-596a-9ef1-5ea11f59cf5c,774,nyt://article/3978504d-c703-596a-9ef1-5ea11f59cf5c,Oklahoma Chides Insurer in Medicare Marketing Case,,,Oklahoma Chides Insurer In Medicare Marketing Case,,,,By Robert Pear,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Pear', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,14,,,dementia
"Instead of spending money on computer games or puzzles to improve your brain’s health, invest in a gym membership.",https://www.nytimes.com/2007/11/08/opinion/08aamodt.html,"Instead of spending money on computer games or puzzles to improve your brain’s health, invest in a gym membership.",FEELING a little less mentally quick than you did a few years ago? Maybe you are among the many people who do “brain exercises” like sudoku to slow the cognitive decline associated with aging. We’ve got a better suggestion.,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.190h.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/11/08/opinion/08opart.190h.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.large.jpg', 'height': 776, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.190v.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/08/opinion/08opart.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/11/08/opinion/08opart.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Exercise', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}]",2007-11-08T05:00:00+0000,article,OpEd,Opinion,Op-Ed,nyt://article/9f861074-4744-5ec2-a692-2e007eb13f6c,760,nyt://article/9f861074-4744-5ec2-a692-2e007eb13f6c,Exercise on the Brain,Op-Ed Contributor,,Exercise on the Brain,,,,By SANDRA AAMODT and SAM WANG,"[{'firstname': 'Sandra', 'middlename': None, 'lastname': 'AAMODT', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Sam', 'middlename': None, 'lastname': 'WANG', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,A,33,,,dementia
"Charlie Sanders, Michael Irvin, Thurman Thomas, Bruce Matthews, Roger Wehrli, and Gene Hickerson were inducted into the Pro Football Hall of Fame on Saturday. ",https://www.nytimes.com/2007/08/05/sports/football/05hall.html,"Charlie Sanders, Michael Irvin, Thurman Thomas, Bruce Matthews, Roger Wehrli, and Gene Hickerson were inducted into the Pro Football Hall of Fame on Saturday. ","CANTON, Ohio, Aug. 4  For Charlie Sanders, the most difficult moment of Saturday’s Pro Football Hall of Fame induction speech came near the end. Sanders thought about his mother, Parteacher, who died when Sanders was 2 years old.",The New York Times,[],[],2007-08-05T04:00:00+0000,article,Sports,Sports,News,nyt://article/c0eac518-9b2a-5aa1-b71f-11052e2617f3,842,nyt://article/c0eac518-9b2a-5aa1-b71f-11052e2617f3,Emotional Day at Canton as Six Enter Hall of Fame,,,Emotional Day at Canton As Six Enter Hall of Fame,,,,By Clifton Brown,"[{'firstname': 'Clifton', 'middlename': None, 'lastname': 'Brown', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SP,9,,Pro Football,dementia
"Feeling a little less mentally quick than you did a few years ago? Maybe you are among the many people who do ""brain exercises"" like sudoku to slow the cognitive decline associated with aging. We've got a better suggestion.",https://www.nytimes.com/2007/11/08/opinion/08iht-edaamodt.1.8247737.html,,"Feeling a little less mentally quick than you did a few years ago? Maybe you are among the many people who do ""brain exercises"" like sudoku to slow the cognitive decline associated with aging. We've got a better suggestion.",International Herald Tribune,[],[],2007-11-08T05:00:00+0000,article,IHT News,Opinion,News,nyt://article/0d65aaa5-0815-53ad-a61c-59fbac7ba516,796,nyt://article/0d65aaa5-0815-53ad-a61c-59fbac7ba516,Exercise on the brain,,,Exercise on the brain,,,,By Sandra Aamodt and Sam Wang,"[{'firstname': 'Sandra', 'middlename': None, 'lastname': 'Aamodt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Sam', 'middlename': None, 'lastname': 'Wang', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,,,,dementia
"With “The Savages,” Tamara Jenkins creates an unsentimental portrait of competitive siblings facing a parent’s decline.",https://www.nytimes.com/2007/11/04/movies/moviesspecial/04lim.html,"With “The Savages,” Tamara Jenkins creates an unsentimental portrait of competitive siblings facing a parent’s decline.","AT the Sundance Film Festival, where the writer-director Tamara Jenkins’s second feature, “The Savages,” had its premiere in January, dysfunctional families are, to an exhausting degree, the norm. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/04/arts/04lim-600.jpg', 'height': 330, 'width': 600, 'legacy': {'xlarge': 'images/2007/11/04/arts/04lim-600.jpg', 'xlargewidth': 600, 'xlargeheight': 330}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/04/arts/04lim-600.jpg', 'height': 330, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/11/04/arts/04lim-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/11/04/arts/04lim-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Jenkins, Tamara', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hoffman, Philip Seymour', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Bosco, Philip', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Linney, Laura', 'rank': 6, 'major': 'N'}]",2007-11-04T04:00:00+0000,article,Arts&Leisure,Movies,News,nyt://article/2197a9d4-d0c5-5eb9-8b6e-d490499752a9,1821,nyt://article/2197a9d4-d0c5-5eb9-8b6e-d490499752a9,Unblinking Look at Death Without Nobility,,,Unblinking Look At Death Without Nobility,,,,By Dennis Lim,"[{'firstname': 'Dennis', 'middlename': None, 'lastname': 'Lim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,2,9,,Movies,dementia
"“When all is said and done, killing my mother came easily. Dementia, as it descends, has a way of revealing the core of the person affected by it.”",https://www.nytimes.com/2007/10/20/books/chapters/1021-1st-sebold.html,"“When all is said and done, killing my mother came easily. Dementia, as it descends, has a way of revealing the core of the person affected by it.”","When all is said and done, killing my mother came easily. Dementia, as it descends, has a way of revealing the core of the person affected by it. My mother's core was rotten like the brackish water at the bottom of a weeks-old vase of flowers. She had been beautiful when my father met her and still capable of love when I became their late-in-life child, but by the time she gazed up at me that day, none of this mattered. ",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/09/arts/sebold191.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/09/arts/sebold75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/10/09/arts/sebold75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}]",2007-10-20T08:53:00+0000,article,BookReview,Books,First Chapter,nyt://article/f18a330b-0be9-565c-a792-ef113c7c9705,3193,nyt://article/f18a330b-0be9-565c-a792-ef113c7c9705,‘The Almost Moon’,First Chapter,,,,,,By Alice Sebold,"[{'firstname': 'Alice', 'middlename': None, 'lastname': 'Sebold', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,First Chapters,dementia
The findings show that humans’ native revulsion to hurting others relies on a part of neural anatomy.,https://www.nytimes.com/2007/03/22/science/22brain.html,The findings show that humans’ native revulsion to hurting others relies on a part of neural anatomy.,"Damage to an area of the brain behind the forehead, inches behind the eyes, transforms the way people make moral judgments in life-or-death situations, scientists reported yesterday. In a new study, people with this rare injury expressed increased willingness to kill or harm another person if doing so would save others’ lives. ",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/22/science/0321-nat-webBRAINth.gif', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/03/22/science/0321-nat-webBRAINth.gif'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/22/science/0321-nat-webBRAINch.gif', 'height': 342, 'width': 412, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}]","[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}]",2007-03-22T04:00:00+0000,article,National,Science,News,nyt://article/8f755da0-e49a-54ff-a551-3eb598778f7c,1019,nyt://article/8f755da0-e49a-54ff-a551-3eb598778f7c,Brain Injury Said to Affect Moral Choices,,,Brain Injury Said to Affect Moral Choices,,,,By Benedict Carey,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,19,,,dementia
"Damage to an area of the brain behind the forehead, inches behind the eyes, transforms the way people make moral judgments in life-or-death situations, scientists reported Thursday.",https://www.nytimes.com/2007/03/22/health/22iht-brain.4991058.html,,"Damage to an area of the brain behind the forehead, inches behind the eyes, transforms the way people make moral judgments in life-or-death situations, scientists reported Thursday.",International Herald Tribune,[],[],2007-03-22T05:00:00+0000,article,IHT News,Health,News,nyt://article/a88da90a-25f1-5fd9-9f10-c02f86e804cd,970,nyt://article/a88da90a-25f1-5fd9-9f10-c02f86e804cd,Brain damage tied to moral judgments,,,Brain damage tied to moral judgments,,,,By Benedict Carey,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Last month I wrote about two young Cambodian women who had been trafficked, Kahan and Kosal. Kahan is the one who had been drugged and had been largely mute since then. Kosal is the one who tried to help her family by selling snacks in Thailand and ended up imprisoned and having to escape — but then ended up severely ill.",https://kristof.blogs.nytimes.com/2007/01/16/an-update-on-kahan-and-kosal-2/,,"Last month I wrote about two young Cambodian women who had been trafficked, Kahan and Kosal. Kahan is the one who had been drugged and had been largely mute since then. Kosal is the one who tried to help her family by selling snacks in Thailand and ended up imprisoned and having to escape — but then ended up severely ill.",The New York Times,[],[],2007-01-16T17:27:37+0000,article,OpEd,Opinion,News,nyt://article/315d9a31-72f9-5352-9664-a98d3c99c881,974,nyt://article/315d9a31-72f9-5352-9664-a98d3c99c881,An Update on Kahan and Kosal,Nicholas Kristof,,,,,,By Nicholas D. Kristof,"[{'firstname': 'Nicholas', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"On Dec. 31, 1907, a lighted ball was lowered in Times Square, and futurists then imagined a city and world 100 years later with wild ideas like common air travel and even mobile telephones.",https://cityroom.blogs.nytimes.com/2007/12/28/podcast-having-a-ball-for-100-years/,"On Dec. 31, 1907, a lighted ball was lowered in Times Square, and futurists then imagined a city and world 100 years later with wild ideas like common air travel and even mobile telephones.",Listen to the Podcast (mp3),The New York Times,[],[],2007-12-28T17:59:48+0000,article,Metro,New York,News,nyt://article/e66c6689-6453-5e30-ab26-44feca254054,950,nyt://article/e66c6689-6453-5e30-ab26-44feca254054,"Podcast: Having a Ball, for 100 Years",City Room,,,,,,By Sam Roberts,"[{'firstname': 'Sam', 'middlename': None, 'lastname': 'Roberts', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
Gary Taubes says the best diet is high in protein and low in carbohydrates.,https://www.nytimes.com/2007/10/07/books/review/Kolata-t.html,Gary Taubes says the best diet is high in protein and low in carbohydrates.,"Gary Taubes is a brave and bold science journalist who does not accept conventional wisdom. In “Good Calories, Bad Calories,” he says what he wants is a fair hearing and rigorous testing for ideas that might seem shocking.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/07/books/kola450.jpg', 'height': 450, 'width': 449, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/07/books/kola190.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/10/07/books/kola75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/10/07/books/kola75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Obesity', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Taubes, Gary', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Calories', 'rank': 6, 'major': 'N'}]",2007-10-07T04:00:00+0000,article,BookReview,Books,Review,nyt://article/dfbe2eb6-5750-5739-97c0-61fd98c30fb3,962,nyt://article/dfbe2eb6-5750-5739-97c0-61fd98c30fb3,Carbophobia,,,Carbophobia,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,7,10,,Book Review,dementia
"Believe it or not, Britney Spears’s poor performance on the  MTV Video Music Awards was the culmination of a process reaching back to Plato.",https://www.nytimes.com/2007/09/16/weekinreview/16bader.html,"Believe it or not, Britney Spears’s poor performance on the  MTV Video Music Awards was the culmination of a process reaching back to Plato.","OOPS! Britney Spears forgot the words she meant to lip-sync at the MTV Video Music Awards on Sunday. With this momentary brain malfunction, she joined the absent-minded ranks of “American Idol” runner-up Katharine McPhee, who dropped a line from her medley of “Hound Dog/All Shook Up” in last year’s finals, and Miss Teen South Carolina, Lauren Caitlin Upton, who plumb forgot what she was saying in a pageant interview that became a YouTube sensation. ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/16/weekinreview/16bader_CA0.450.jpg', 'height': 617, 'width': 450, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/16/weekinreview/16bader_CA0.190.jpg', 'height': 261, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/16/weekinreview/16bader_CA0.75.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/09/16/weekinreview/16bader_CA0.75.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'MTV Networks', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MTV Video Music Awards', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Spears, Britney', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Poetry and Poets', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'McPhee, Katharine', 'rank': 7, 'major': 'N'}]",2007-09-16T04:00:00+0000,article,WeekInReview,Week in Review,News,nyt://article/1a2419ad-b3ae-5f82-bf1e-0b0f2796c0be,963,nyt://article/1a2419ad-b3ae-5f82-bf1e-0b0f2796c0be,Britney? That’s All She Rote,,,Britney? That’s All She Rote,,,,By Jenny Lyn Bader,"[{'firstname': 'Jenny', 'middlename': 'Lyn', 'lastname': 'Bader', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,4,5,,,dementia
"CANNES — On of the most fertile subjects of contemporary European cinema is the desolation of contemporary European life. The extravagance and high spirits outside the Cannes screening room thus frequently stand in jarring contrast to the misery displayed within them, where stories of privation, disconnection and violence hold up a harsh mirror to a continent that likes to present itself to the rest of the world as prosperous, unified and at peace.",https://www.nytimes.com/2007/05/22/arts/22iht-filmfest23.1.5821112.html,,"CANNES — On of the most fertile subjects of contemporary European cinema is the desolation of contemporary European life. The extravagance and high spirits outside the Cannes screening room thus frequently stand in jarring contrast to the misery displayed within them, where stories of privation, disconnection and violence hold up a harsh mirror to a continent that likes to present itself to the rest of the world as prosperous, unified and at peace.",International Herald Tribune,[],[],2007-05-22T05:00:00+0000,article,IHT News,Arts,News,nyt://article/1146f11d-9afa-540a-8d63-1c05e82d846e,912,nyt://article/1146f11d-9afa-540a-8d63-1c05e82d846e,2 films expose European and American turmoil,,,2 films expose European and American turmoil,,,,By A.O. Scott and Manohla Dargis,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,,,,dementia
