abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"LONDON — He is known as an author of dark and tangled tales, where love sometimes endures and sometimes does not. But Ian McEwan, one of Britain's best-known novelists, has now found himself as a player in a true story that might have sprung from his own imagination.",https://www.nytimes.com/2007/01/17/arts/17iht-brother.4240717.html,,"LONDON — He is known as an author of dark and tangled tales, where love sometimes endures and sometimes does not. But Ian McEwan, one of Britain's best-known novelists, has now found himself as a player in a true story that might have sprung from his own imagination.",International Herald Tribune,[],[],2007-01-17T05:00:00+0000,article,IHT News,Arts,News,nyt://article/9976acd7-c3ab-5c6d-a74d-fd7430e611df,775,nyt://article/9976acd7-c3ab-5c6d-a74d-fd7430e611df,Ian McEwan's life takes twist with discovery of a brother - Culture - International Herald Tribune,,,Ian McEwan's life takes twist with discovery of a brother - Culture - International Herald Tribune,,,,By Alan Cowell,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Cowell', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
Genetic counselors can bridge science and health care.,https://www.nytimes.com/2007/12/09/jobs/09starts.html,Genetic counselors can bridge science and health care.,"A YOUNG woman finds that she has a defective gene that increases her chances of breast cancer. A man must decide whether to be tested for the gene that causes Huntington’s disease, a debilitating neurological disorder.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/09/business/09job.1901.jpg', 'height': 272, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/12/09/business/09job.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/12/09/business/09job.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'LABOR', 'rank': 3, 'major': 'N'}]",2007-12-09T05:00:00+0000,article,SundayBusiness,Job Market,News,nyt://article/eb32f00d-9664-5abc-9d86-dbd7ad04f39f,841,nyt://article/eb32f00d-9664-5abc-9d86-dbd7ad04f39f,A Field That Interprets the Language of Genes,Fresh Starts,,A Field That Interprets The Language of Genes,,,,By Barbara Whitaker,"[{'firstname': 'Barbara', 'middlename': None, 'lastname': 'Whitaker', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,3,18,,Alzheimer
Prime Minister Shinzo Abe insisted that Japanese voters still supported him despite a defeat in Sunday’s elections.,https://www.nytimes.com/2007/07/30/world/asia/30cnd-japan.html,Prime Minister Shinzo Abe insisted that Japanese voters still supported him despite a defeat in Sunday’s elections.,"TOKYO, July 30 — Prime Minister Shinzo Abe resisted calls today to resign after a devastating defeat in Sunday’s election for the upper house of Parliament, insisting that Japanese voters still supported his policies.",The New York Times,[],"[{'name': 'glocations', 'value': 'Japan', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ABE, SHINZO', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}]",2007-07-30T04:00:00+0000,article,ContinuousNews,World,News,nyt://article/a389ad39-d238-56b6-a3a4-1326b69242ed,834,nyt://article/a389ad39-d238-56b6-a3a4-1326b69242ed,Japan’s Leader Resists Calls to Resign,,,,,,,By Norimitsu Onishi,"[{'firstname': 'Norimitsu', 'middlename': None, 'lastname': 'Onishi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Asia Pacific,Alzheimer
"In a modest but real way, the YouTube Democratic presidential debate on Monday night managed to inject real people into arid public policy debates.",https://www.nytimes.com/2007/07/25/opinion/25weds4.html,"In a modest but real way, the YouTube Democratic presidential debate on Monday night managed to inject real people into arid public policy debates.","Charleston, S.C.",The New York Times,[],"[{'name': 'subject', 'value': 'Editorials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Debating', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'YouTube.com', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 5, 'major': 'N'}]",2007-07-25T04:00:00+0000,article,Editorial,Opinion,Editorial,nyt://article/717ec868-d11d-564d-b5bc-5fe172261010,834,nyt://article/717ec868-d11d-564d-b5bc-5fe172261010,YouDebate: If Only the Candidates Were as Interesting as the Questioners,Editorial Observer,,YouDebate: If Only the Candidates Were as Interesting as the Questioners,,,,By Adam Cohen,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Cohen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,18,,Alzheimer
Researchers in Oregon are reporting that they used cloning to produce monkey embryos and then extracted stem cells from the embryos.,https://www.nytimes.com/2007/11/15/health/15iht-15primate.8345828.html,,Researchers in Oregon are reporting that they used cloning to produce monkey embryos and then extracted stem cells from the embryos.,International Herald Tribune,[],[],2007-11-15T05:00:00+0000,article,IHT News,Health,News,nyt://article/6d6b9761-86d0-5698-a6df-a25d7a557ff7,879,nyt://article/6d6b9761-86d0-5698-a6df-a25d7a557ff7,Scientists use monkey clones for stem cells,,,Scientists use monkey clones for stem cells,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
"TOKYO — When Hisashi Negishi retired, he paid off his mortgage and bought himself a $6,000 flat-panel TV and a new car to last the rest of his life. That was two years ago. Since then, he hasn't bought much of anything.",https://www.nytimes.com/2007/09/17/business/worldbusiness/17iht-yen.1.7532499.html,,"TOKYO — When Hisashi Negishi retired, he paid off his mortgage and bought himself a $6,000 flat-panel TV and a new car to last the rest of his life. That was two years ago. Since then, he hasn't bought much of anything.",International Herald Tribune,[],[],2007-09-17T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/9ccbc93f-3a85-596e-97cd-6ea50243d006,821,nyt://article/9ccbc93f-3a85-596e-97cd-6ea50243d006,"Japanese retirees have money, but few markets",,,"Japanese retirees have money, but few markets",,,,By Edwina Gibbs,"[{'firstname': 'Edwina', 'middlename': None, 'lastname': 'Gibbs', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,International Business,Alzheimer
Mr. Spira is credited with helping standardize modern camera equipment and making it accessible to amateurs.,https://www.nytimes.com/2007/09/14/arts/14spira.html,Mr. Spira is credited with helping standardize modern camera equipment and making it accessible to amateurs.,"Fred Spira, a photo historian and collector of photographic gadgets who is credited with helping standardize modern camera equipment and making it accessible to amateurs, died Sept. 2 at his home in Whitestone, Queens. He was 83.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/14/arts/spira190.jpg', 'height': 250, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/09/14/arts/spira75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/09/14/arts/spira75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 2, 'major': 'N'}]",2007-09-14T04:00:00+0000,article,Culture,Arts,News,nyt://article/5e1ac8e7-51a0-57b9-bffd-86768b2543d8,890,nyt://article/5e1ac8e7-51a0-57b9-bffd-86768b2543d8,"Fred Spira, 83, Who Made Photo Gadgets Accessible, Dies",,,"Fred Spira, 83, Dies; Made Photo Gadgets Accessible",,,,By Dennis Hevesi,"[{'firstname': 'Dennis', 'middlename': None, 'lastname': 'Hevesi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,6,,Alzheimer
"For many New Yorkers, leaflet advertising is a giant pain. City Councilman Simcha Felder was behind a bill that makes the unsolicited distribution of fliers illegal.",https://www.nytimes.com/2007/08/24/nyregion/24nyc-column.html,"For many New Yorkers, leaflet advertising is a giant pain. City Councilman Simcha Felder was behind a bill that makes the unsolicited distribution of fliers illegal.","The last straw for Simcha Felder came months ago. Actually, it was more like the last scrap of paper. His mother had been given a $100 sanitation summons for some advertisement fliers that lay messily on the sidewalk in front of her house in Borough Park, Brooklyn.",The New York Times,[],"[{'name': 'subject', 'value': 'Law and Legislation', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Advertising and Marketing', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Felder, Simcha', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Legislatures and Parliaments', 'rank': 5, 'major': 'N'}]",2007-08-24T04:00:00+0000,article,Metro,New York,News,nyt://article/9f6d9aad-235c-5685-875d-0112365486ef,791,nyt://article/9f6d9aad-235c-5685-875d-0112365486ef,"Of Fliers, Fines and the Limits of Patience",NYC,,"Of Fliers, Fines And the Limits Of Patience",,,,By Clyde Haberman,"[{'firstname': 'Clyde', 'middlename': None, 'lastname': 'Haberman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,1,,Alzheimer
Researchers have proved adept at exposing gaps in logic that can result from expert biases and mistakes.,https://www.nytimes.com/2007/08/05/business/yourmoney/05frame.html,Researchers have proved adept at exposing gaps in logic that can result from expert biases and mistakes.,"SOME problems are particularly tough nuts to crack. From cancer to computer viruses, no matter how much time and money we spend, they seem to defy all attempts to solve them.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/05/business/05frame.1901.jpg', 'height': 223, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/05/business/05frame.7751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/05/business/05frame.7751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Computers and the Internet', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 3, 'major': 'N'}]",2007-08-05T04:00:00+0000,article,SundayBusiness,Business Day,News,nyt://article/ec2fc874-2d2b-5f85-b186-49c40fb47d59,899,nyt://article/ec2fc874-2d2b-5f85-b186-49c40fb47d59,"Testing Testers, Finding Flaws",Re:Framing,,"Testing Testers, Finding Flaws",,,,By Denise Caruso,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Caruso', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BU,3,Your Money,Alzheimer
"The thieves operated from small offices in Toronto and hangar-size rooms in India. Every night, working from lists of names and phone numbers, they called World War II veterans, retired schoolteachers and thousands of other elderly Americans and posed as government and insurance workers updating their files.",https://www.nytimes.com/2007/05/20/world/americas/20iht-fraud.4.5791728.html,,"The thieves operated from small offices in Toronto and hangar-size rooms in India. Every night, working from lists of names and phone numbers, they called World War II veterans, retired schoolteachers and thousands of other elderly Americans and posed as government and insurance workers updating their files.",International Herald Tribune,[],[],2007-05-20T05:00:00+0000,article,IHT News,World,News,nyt://article/a4b8a931-4e1a-55ba-8ad1-78e5a90e43c4,778,nyt://article/a4b8a931-4e1a-55ba-8ad1-78e5a90e43c4,Data miners swindle the lonely and elderly,,,Data miners swindle the lonely and elderly,,,,By Charles Duhigg,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Duhigg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Americas,Alzheimer
This year’s birthday celebration for the philanthropist will be low-key.,https://www.nytimes.com/2007/03/30/nyregion/30astor.html,This year’s birthday celebration for the philanthropist will be low-key.,"Five years ago, to celebrate the occasion of Brooke Astor’s 100th birthday, her longtime friend David Rockefeller offered her a lavish party at his family’s estate in Pocantico Hills, N.Y., that was attended by nearly 100 guests from the top reaches of New York’s social strata. ",The New York Times,[],"[{'name': 'persons', 'value': 'Astor, Brooke', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Birthdays', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 3, 'major': 'N'}]",2007-03-30T04:00:00+0000,article,Metro,New York,News,nyt://article/31204fa8-34ed-5a6d-8f13-a845cc2314b7,786,nyt://article/31204fa8-34ed-5a6d-8f13-a845cc2314b7,"Flowers, Not Fanfare, for Brooke Astor’s 105th",,,"Flowers, Not Fanfare, for Brooke Astor’s 105th",,,,By Serge F. Kovaleski,"[{'firstname': 'Serge', 'middlename': 'F.', 'lastname': 'Kovaleski', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,1,,Alzheimer
"Feeling a little less mentally quick than you did a few years ago? Maybe you are among the many people who do ""brain exercises"" like sudoku to slow the cognitive decline associated with aging. We've got a better suggestion.",https://www.nytimes.com/2007/11/08/opinion/08iht-edaamodt.1.8247737.html,,"Feeling a little less mentally quick than you did a few years ago? Maybe you are among the many people who do ""brain exercises"" like sudoku to slow the cognitive decline associated with aging. We've got a better suggestion.",International Herald Tribune,[],[],2007-11-08T05:00:00+0000,article,IHT News,Opinion,News,nyt://article/0d65aaa5-0815-53ad-a61c-59fbac7ba516,796,nyt://article/0d65aaa5-0815-53ad-a61c-59fbac7ba516,Exercise on the brain,,,Exercise on the brain,,,,By Sandra Aamodt and Sam Wang,"[{'firstname': 'Sandra', 'middlename': None, 'lastname': 'Aamodt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Sam', 'middlename': None, 'lastname': 'Wang', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,,,Alzheimer
Irene Morgan Kirkaldy’s defiance of white supremacy in the summer of 1944 led to a Supreme Court decision outlawing segregated seating on interstate bus lines.,https://www.nytimes.com/2007/08/13/us/13kirkaldy.html,Irene Morgan Kirkaldy’s defiance of white supremacy in the summer of 1944 led to a Supreme Court decision outlawing segregated seating on interstate bus lines.,"Irene Morgan Kirkaldy, whose defiance of white supremacy while traveling through the Upper South in the summer of 1944 led to a Supreme Court decision outlawing segregated seating on interstate bus lines, died Friday in Hayes, Va. She was 90.",The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/13/us/13kirkaldy.1901.jpg', 'height': 266, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/08/13/us/13kirkaldy.751.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/08/13/us/13kirkaldy.751.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': ""St John's University"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Civil Rights', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Baltimore (Md)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Thurgood', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Parks, Rosa', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Supreme Court', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'National Assn for the Advancement of Colored People', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Discrimination', 'rank': 10, 'major': 'N'}]",2007-08-13T04:00:00+0000,article,National,U.S.,Obituary (Obit),nyt://article/3d975edb-9332-511f-980b-6e88180b1608,741,nyt://article/3d975edb-9332-511f-980b-6e88180b1608,"Irene Morgan Kirkaldy, 90, Rights Pioneer, Dies",,,"Irene Morgan Kirkaldy, 90, Rights Pioneer",,,,By Richard Goldstein,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Goldstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,6,,Alzheimer
"When a degenerative illness strikes, a husband leaves but never goes away.",https://www.nytimes.com/2007/06/24/magazine/24lives-t.html,"When a degenerative illness strikes, a husband leaves but never goes away.","During the two years leading up to his diagnosis, my husband, a highly respected physician, struggled to communicate and complete work, left me in doubt about his truthfulness, accumulated debt I was unaware of and wrote a series of notes that I found bizarre and degrading. Yet he often seemed so loving and well. I wondered if the insanity began with me.",The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/19/magazine/brain_wide2.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2007/06/19/magazine/brain_wide2.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/19/magazine/24lives190a.jpg', 'height': 236, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/06/19/magazine/24lives75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/06/19/magazine/24lives75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}]",2007-06-24T04:00:00+0000,article,Magazine,Magazine,News,nyt://article/70a90a41-ef0e-50c7-a46e-df2e142946ad,787,nyt://article/70a90a41-ef0e-50c7-a46e-df2e142946ad,Diminishing Returns,Lives,,Diminishing Returns,,,,By Katherine Nichols,"[{'firstname': 'Katherine', 'middlename': None, 'lastname': 'Nichols', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Alzheimer
A Congressional committee began looking into business practices in the long-term care insurance industry.,https://www.nytimes.com/2007/05/25/business/25care.html,A Congressional committee began looking into business practices in the long-term care insurance industry.,A Congressional committee yesterday began looking into business practices in the long-term care insurance industry. ,The New York Times,[],"[{'name': 'subject', 'value': 'Insurance', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Penn Treaty American Corporation', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Conseco, Incorporated', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 6, 'major': 'N'}]",2007-05-25T04:00:00+0000,article,Business,Business Day,News,nyt://article/d74c2045-5d6d-5b38-beff-eb257a16eef2,811,nyt://article/d74c2045-5d6d-5b38-beff-eb257a16eef2,Congress Putting Long-Term Care Under Scrutiny,,,Congress Putting Long-Term Care Under Scrutiny,,,,By Charles Duhigg,"[{'firstname': 'Charles', 'middlename': None, 'lastname': 'Duhigg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,2,,Alzheimer
A reporter investigates her father’s World War II experience.,https://www.nytimes.com/2007/03/11/books/review/Gallagher.t.html,A reporter investigates her father’s World War II experience.,"SOMEDAY, in a decade, maybe two, a moment will come when World War II slips silently from living memory. That will be occasion for another book to pile on the teetering Everest of volumes about that war; so many books that you would think our very lives depended on our understanding of it. As they did, as they do. The millennium has turned, a new war is upon us. But we are far from done with the old war yet.",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/11/books/gall450.jpg', 'height': 450, 'width': 444, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/11/books/gall190.jpg', 'height': 193, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/03/11/books/gall75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/03/11/books/gall75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Franks, Lucinda', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Espionage', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 5, 'major': 'N'}]",2007-03-11T05:00:00+0000,article,BookReview,Books,Review,nyt://article/e410080d-3177-53bf-b4d8-5f67033ef3ec,839,nyt://article/e410080d-3177-53bf-b4d8-5f67033ef3ec,The Spy Who Loved Her,,,The Spy Who Loved Her,,,,By Dorothy Gallagher,"[{'firstname': 'Dorothy', 'middlename': None, 'lastname': 'Gallagher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Book Review,Alzheimer
"Ted Johnson, a three-time champion, blames brain impairment and addiction on injuries during his career.",https://www.nytimes.com/2007/02/02/sports/football/02concussions.html,"Ted Johnson, a three-time champion, blames brain impairment and addiction on injuries during his career.","Ted Johnson helped the New England Patriots win three of the past five Super Bowls before retiring in 2005. Now, he says, he forgets people’s names, misses appointments and, because of an addiction to amphetamines, can become so terrified of the outside world that he locks himself alone inside his Boston apartment in bed with the blinds drawn for days at a time.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/01/sports/02conc600.1a.jpg', 'height': 300, 'width': 600, 'legacy': {'xlarge': 'images/2007/02/01/sports/02conc600.1a.jpg', 'xlargewidth': 600, 'xlargeheight': 300}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/01/sports/02conc600.1a.jpg', 'height': 300, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/01/sports/02conc395.1a.jpg', 'height': 259, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2007/02/01/sports/02conc75.1.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2007/02/01/sports/02conc75.1.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Belichick, Bill', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Ted', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Waters, Andre', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'New England Patriots', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Upshaw, Gene', 'rank': 8, 'major': 'N'}]",2007-02-02T05:00:00+0000,article,Sports,Sports,News,nyt://article/548773d6-ce8c-5e98-b2e4-45d47113b065,2660,nyt://article/548773d6-ce8c-5e98-b2e4-45d47113b065,Dark Days Follow Hard-Hitting Career in N.F.L.,,,Dark Days Follow Hard-Hitting Career in N.F.L.,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,Pro Football,Alzheimer
