abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,query_consulta
Peter Marks reviews Love Letters to Hitler at Jewish Repertory Theater; show consists of readings of actual letters written to Adolf Hitler by 32 adoring German women; photo (M),https://www.nytimes.com/1997/01/11/theater/yes-even-hitler-had-his-groupies.html,Peter Marks reviews Love Letters to Hitler at Jewish Repertory Theater; show consists of readings of actual letters written to Adolf Hitler by 32 adoring German women; photo (M),"''Adolf Hitler,'' the letter writer announces, ''today I have to write to you the way my heart feels.''",1,16,The New York Times,[],"[{'name': 'organizations', 'value': 'Jewish Repertory Theatre Company', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'LOVE LETTERS TO HITLER (PLAY)', 'rank': 4, 'major': 'N'}]",1997-01-11T05:00:00+0000,article,Cultural Desk,Theater,Review,nyt://article/e0614ba4-ddb2-5933-ad45-533ae66f513e,787,nyt://article/e0614ba4-ddb2-5933-ad45-533ae66f513e,"Yes, Even Hitler Had His Groupies",THEATER REVIEW,,"Yes, Even Hitler Had His Groupies",,,,BY Peter Marks,"[{'firstname': 'Peter', 'middlename': None, 'lastname': 'Marks', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Peter Tauber interview with Tom Lehrer, who wrote and recorded some 40 songs of musical parody and political satire released between 1953 and 1965; Lehrer comments on decision to stop performing at height of his career; photo (M)",https://www.nytimes.com/1997/11/02/magazine/the-cynic-who-never-soured.html,"Peter Tauber interview with Tom Lehrer, who wrote and recorded some 40 songs of musical parody and political satire released between 1953 and 1965; Lehrer comments on decision to stop performing at height of his career; photo (M)","It is not every day that a new collection of Tom Lehrer songs arrives: nearly 12,000 passed between ''That Was the Year That Was'' in 1965 and the CD released by Rhino Records in May. If this one -- a remastering of his first two albums, along with some bonus material -- does as well as its predecessor, it will rocket to platinum by 2029, in time for Lehrer's 101st birthday.",6,50,The New York Times,[],"[{'name': 'persons', 'value': 'Lehrer, Tom', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}]",1997-11-02T05:00:00+0000,article,Magazine Desk,Magazine,Biography,nyt://article/aa0a3c10-2ac0-5a1b-9078-9c4ef0219c8d,857,nyt://article/aa0a3c10-2ac0-5a1b-9078-9c4ef0219c8d,The Cynic Who Never Soured,,,The Cynic Who Never Soured,,,,By Peter Tauber,"[{'firstname': 'Peter', 'middlename': None, 'lastname': 'Tauber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
Financial Q&A column; on locating family bank accounts (S),https://www.nytimes.com/1997/07/06/business/getting-the-goods-on-missing-goods.html,Financial Q&A column; on locating family bank accounts (S),"Q. I know that my late grandfather had several bank accounts, but he left no records. Is there a way I can find them?",3,5,The New York Times,[],"[{'name': 'subject', 'value': 'Banks and Banking', 'rank': 1, 'major': 'N'}]",1997-07-06T05:00:00+0000,article,Money and Business/Financial Desk,Business Day,News,nyt://article/08b83ee7-48ee-5949-84c5-fdd5441d6adc,971,nyt://article/08b83ee7-48ee-5949-84c5-fdd5441d6adc,Getting the Goods on Missing Goods,MINDING YOUR BUSINESS,,Getting the Goods on Missing Goods,,,,By Laura Pedersen-Pietersen,"[{'firstname': 'Laura', 'middlename': None, 'lastname': 'Pedersen-Pietersen', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
James R Oestreich reviews performance of Ken Pierce Baroque Dance Co at Bard Music Festival; photo (M),https://www.nytimes.com/1997/08/20/arts/there-s-more-to-haydn-much-more.html,James R Oestreich reviews performance of Ken Pierce Baroque Dance Co at Bard Music Festival; photo (M),"The music of Haydn that we more or less know -- the many symphonies, string quartets, piano sonatas, oratorios, Masses and operas -- might have been enough to fill even his long career. The music that we know hardly at all or only by repute, to which the second weekend of the Bard Music Festival here on the campus of Bard College was largely devoted, makes the business of having been Haydn seem altogether exhausting.",C,11,The New York Times,[],"[{'name': 'organizations', 'value': 'Ken Pierce Baroque Dance Co', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bard Music Festival', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 4, 'major': 'N'}]",1997-08-20T05:00:00+0000,article,Cultural Desk,Arts,Review,nyt://article/6e1726cf-706f-53da-8eb8-d4cf7e53baba,927,nyt://article/6e1726cf-706f-53da-8eb8-d4cf7e53baba,There's More To Haydn; Much More,MUSIC REVIEW,,There's More To Haydn; Much More,,,,By James R. Oestreich,"[{'firstname': 'James', 'middlename': 'R.', 'lastname': 'Oestreich', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
Christopher Lehmann-Haupt reviews Oliver Sacks's book The Island of the Colorblind; photo (M),https://www.nytimes.com/1997/01/09/books/where-an-eye-for-color-is-no-one-s-birthright.html,Christopher Lehmann-Haupt reviews Oliver Sacks's book The Island of the Colorblind; photo (M),THE ISLAND OF THE COLORBLIND,C,18,The New York Times,[],"[{'name': 'persons', 'value': '0LEHMANN', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sacks, Oliver', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'ISLAND OF THE COLORBLIND, THE (BOOK)', 'rank': 5, 'major': 'N'}]",1997-01-09T05:00:00+0000,article,Cultural Desk,Books,Review,nyt://article/133dff34-95e0-5cbf-af7c-90dc44dc01e4,959,nyt://article/133dff34-95e0-5cbf-af7c-90dc44dc01e4,Where an Eye for Color Is No One's Birthright,BOOKS OF THE TIMES,,Where an Eye for Color Is No One's Birthright,,,,By Christopher Lehmann-Haupt,"[{'firstname': 'Christopher', 'middlename': None, 'lastname': 'Lehmann-Haupt', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Growing number of women 60 and over are getting AIDS virus; Centers for Disease Control reports number of new cases has tripled in last decade, to 305 new cases in 1996; older women are especially vulnerable because of thinning of vaginal wall that accompanies aging, in addition to declining efficiency of immune system that comes with age; also, older women frequently fail to use condoms; blood transfusions accounted for most AIDS cases among women in that age group decade ago; now, heterosexual contact leads to 69 percent of them; total of 2,500 cases of AIDS among women 60 and over have been reported, but Marcia G Ory of National Institute on Aging says true number is far higher, since doctors do not expect to see that disease in this group and often misdiagnose it; drawing (M)",https://www.nytimes.com/1997/07/31/garden/when-older-women-get-hiv.html,"Growing number of women 60 and over are getting AIDS virus; Centers for Disease Control reports number of new cases has tripled in last decade, to 305 new cases in 1996; older women are especially vulnerable because of thinning of vaginal wall tha...","''WHEN I was tested at the health center, the young doctor went into shock,'' the tiny stylish Manhattan woman said. ''I heard him tell someone, 'Oh, no! Not her!' That's how I found out I was H.I.V.' ''",C,1,The New York Times,[],"[{'name': 'organizations', 'value': 'Centers for Disease Control', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Institute on Aging', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ory, Marcia G', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Age, Chronological', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Acquired Immune Deficiency Syndrome', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Vagina', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Condoms', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Blood', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 10, 'major': 'N'}]",1997-07-31T05:00:00+0000,article,Home Desk,Home & Garden,News,nyt://article/9f0c3194-965c-52c7-b37c-a741a2a2b986,1762,nyt://article/9f0c3194-965c-52c7-b37c-a741a2a2b986,When Older Women Get H.I.V.,SENIOR CLASS,,When Older Women Get H.I.V.,,,,By Robert W. Stock,"[{'firstname': 'Robert', 'middlename': 'W.', 'lastname': 'Stock', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Relatives identify mysterious couple who recently showed up at St James Hospital in Newark as Jose Gomez and his mother Lydia Espina of Bushwick, Brooklyn; hospital officials say Gomez is unable to speak, hear, write or use sign language, but his neighbors say he is not deaf or mute; they say day before Gomez ended up in hospital, he had said he wanted to get better home in city housing project; photo (M)",https://www.nytimes.com/1997/05/16/nyregion/mysterious-pair-identified-but-answer-raises-questions.html,"Relatives identify mysterious couple who recently showed up at St James Hospital in Newark as Jose Gomez and his mother Lydia Espina of Bushwick, Brooklyn; hospital officials say Gomez is unable to speak, hear, write or use sign language, but his ...","Many of Jose Gomez's neighbors in Bushwick, Brooklyn, know him as not deaf and not mute. Yesterday, they said he was not particularly shrewd, either.",B,2,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'St James Hospital', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Espina, Lydia', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'GOMEZ, JOSE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Public Housing', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Housing', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Handicapped', 'rank': 7, 'major': 'N'}]",1997-05-16T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/7be2e6fc-0161-5dba-bc4f-e254915749dc,849,nyt://article/7be2e6fc-0161-5dba-bc4f-e254915749dc,"Mysterious Pair Identified, but Answer Raises Questions",,,"Mysterious Pair Identified, but Answer Raises Questions",,,,By Alan Finder,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Finder', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Film school program at Purchase College in Purchase, NY, described; photos (L)",https://www.nytimes.com/1997/11/02/nyregion/film-makers-take-root-at-purchase.html,"Film school program at Purchase College in Purchase, NY, described; photos (L)","THE huge, monolithic building looks like an unlikely breeding ground for artists. Yet, in the mid-1980's it turned out a generation of young directors, producers and screenwriters who continue to capture attention today.",WC,14,The New York Times,[],"[{'name': 'organizations', 'value': 'State University of New York at Purchase', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 3, 'major': 'N'}]",1997-11-02T05:00:00+0000,article,Westchester Weekly Desk,New York,News,nyt://article/c37799fa-4b6d-592d-8f45-f1d1e92c1d5c,959,nyt://article/c37799fa-4b6d-592d-8f45-f1d1e92c1d5c,Film Makers Take Root at Purchase,,,Film Makers Take Root at Purchase,,,,By Claudia Rowe,"[{'firstname': 'Claudia', 'middlename': None, 'lastname': 'Rowe', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Constance C R White on fashion trends sees new yearning for adornment being expressed in clothing, after several years of hardness, aggression and austerity, reflecting notions of minimalism and hip-hop; designer John Galliano comments on new fashions; photos (L)",https://www.nytimes.com/1997/12/02/style/dressing-up-a-decade-s-spareness.html,"Constance C R White on fashion trends sees new yearning for adornment being expressed in clothing, after several years of hardness, aggression and austerity, reflecting notions of minimalism and hip-hop; designer John Galliano comments on new fash...","It has been nearly six years since fashion made as resolute a shift in style as it is undergoing now. The austere jackets, sharp slim trousers and pallid makeup of the last few years are yielding to the elegant ease of languorous ankle-brushing skirts, insouciant boas, luxurious brushes of fur, delicately embroidered sweaters, rose-blushed lips and glossy hair.",D,24,The New York Times,[],"[{'name': 'persons', 'value': 'Galliano, John', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'APPAREL', 'rank': 2, 'major': 'N'}]",1997-12-02T05:00:00+0000,article,Style Desk,Style,News,nyt://article/7f3ccaf8-abdd-55b5-98e7-6c33f683bfcd,1162,nyt://article/7f3ccaf8-abdd-55b5-98e7-6c33f683bfcd,Dressing Up a Decade's Spareness,,,Dressing Up a Decade's Spareness,,,,By Constance C .r. White,"[{'firstname': 'Constance', 'middlename': 'C.', 'lastname': 'r', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
James Shapiro reviews book Tales From Ovid by Ted Hughes; drawing (M),https://www.nytimes.com/1997/12/14/books/sex-and-violence-in-latin-hexameter.html,James Shapiro reviews book Tales From Ovid by Ted Hughes; drawing (M),TALES FROM OVID,7,7,The New York Times,[],"[{'name': 'persons', 'value': 'Hughes, Ted', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Poetry and Poets', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'TALES FROM OVID (BOOK)', 'rank': 5, 'major': 'N'}]",1997-12-14T05:00:00+0000,article,Book Review Desk,Books,Review,nyt://article/a3bda501-d390-5ff3-bf46-f2fc30116b3b,1296,nyt://article/a3bda501-d390-5ff3-bf46-f2fc30116b3b,Sex and Violence in Latin Hexameter,,,Sex and Violence in Latin Hexameter,,,,By James Shapiro,"[{'firstname': 'James', 'middlename': None, 'lastname': 'Shapiro', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Michael Norman interviews Robert Neil Butler, 70-year-old neuropsychiatrist, one of foremost American experts on old age; Butler helped create and was first director of National Institute on Aging, and he is credited with establishing geriatrics as formally recognized medical discipline in United States; Butler won 1976 Pulitzer Prize for his book, Why Survive? Being Old in America; Butler says fact that he was raised by his grandparents led to his early interest in aging; photo (L)",https://www.nytimes.com/1997/03/09/magazine/the-man-who-saw-old-anew.html,"Michael Norman interviews Robert Neil Butler, 70-year-old neuropsychiatrist, one of foremost American experts on old age; Butler helped create and was first director of National Institute on Aging, and he is credited with establishing geriatrics a...","His career started at a chicken farm in the rural reaches of southern New Jersey, the perfect place, as it turned out, to nurture a curiosity about life and its limits. Today Robert Neil Butler, a 70-year-old neuropsychiatrist with a gentle countenance and a penchant for building organizations, is one of the foremost American experts on old age. He helped create and was the first director of the National Institute on Aging, a Federal agency. And perhaps more than anyone else, he is responsible for establishing geriatrics as a formally recognized medical discipline in the United States.",6,54,The New York Times,[],"[{'name': 'persons', 'value': 'Butler, Robert N', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'WHY SURVIVE? BEING OLD IN AMERICA (BOOK)', 'rank': 4, 'major': 'N'}]",1997-03-09T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/f41c6ebf-34be-5524-969c-a827530cd44e,2601,nyt://article/f41c6ebf-34be-5524-969c-a827530cd44e,The Man Who Saw Old Anew,The Age Boom: The Boom Is Discovered,,The Man Who Saw Old Anew,,,,By Michael Norman,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Norman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Federal jury convicts alleged Genovese crime family leader Vincent Gigante of racketeering charges and conspiring in plots to kill other gangland figures; acquits him of ordering three gangland murders and fails to agree on charges he ordered four other murders; prosecutors, who battled for years to show he was mentally competent to stand trial, hail conviction; United States Atty Zachary W Carter sees devastating blow to Genovese family and organized crime; photo (M)",https://www.nytimes.com/1997/07/26/nyregion/jurors-find-gigante-guilty-of-racketeering-not-murder.html,Federal jury convicts alleged Genovese crime family leader Vincent Gigante of racketeering charges and conspiring in plots to kill other gangland figures; acquits him of ordering three gangland murders and fails to agree on charges he ordered four...,"Vincent Gigante, the enigmatic figure known for wearing a bathrobe and pajamas in public, was convicted yesterday of conspiring in plots to kill other gangland figures and of running lucrative rackets as the head of one of the nation's most powerful Mafia families.",1,1,The New York Times,[],"[{'name': 'persons', 'value': 'Gigante, Vincent', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Carter, Zachary W', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Genovese Crime Family', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'CONSPIRACY, CRIMINAL', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Crime', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 9, 'major': 'N'}]",1997-07-26T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/d9a1b206-2eea-5a80-8648-62c723ba83a6,1137,nyt://article/d9a1b206-2eea-5a80-8648-62c723ba83a6,"Jurors Find Gigante Guilty Of Racketeering, Not Murder",,,"Jurors Find Gigante Guilty Of Racketeering, Not Murder",,,,By Joseph P. Fried,"[{'firstname': 'Joseph', 'middlename': 'P.', 'lastname': 'Fried', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Growing number of older adults are seeking physical fitness; more and more elderly men and women are exercising regularly, belying notion that being old means being sedentary; experts say that while exercise cannot stop the aging process, it can prevent certain conditions and slow onset of others; photo (M)",https://www.nytimes.com/1997/11/02/nyregion/elderly-seek-to-keep-fit-longer-and-reap-benefits.html,"Growing number of older adults are seeking physical fitness; more and more elderly men and women are exercising regularly, belying notion that being old means being sedentary; experts say that while exercise cannot stop the aging process, it can p...","RAYMOND EHRENBERG'S hair was still damp from swimming laps in the pool. Trim in his maroon warm-up suit and seated in the fitness center at the Osborn, a retirement community here, Mr. Ehrenberg conceded that he had had to give up downhill skiing at the age of 82. Still, at 91, he swims at least three times a week, and when the weather permits he takes his sailboat out on weekends.",WC,14,The New York Times,[],"[{'name': 'subject', 'value': 'Exercise', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}]",1997-11-02T05:00:00+0000,article,Westchester Weekly Desk,New York,News,nyt://article/223f8b55-911a-592c-9620-e22d3dffb2d9,1230,nyt://article/223f8b55-911a-592c-9620-e22d3dffb2d9,Elderly Seek To Keep Fit Longer And Reap Benefits,,,Elderly Seek To Keep Fit Longer And Reap Benefits,,,,By Kate Stone Lombardi,"[{'firstname': 'Kate', 'middlename': 'Stone', 'lastname': 'Lombardi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Critic's Notebook commentary by Edward Rothstein on contention in Michael Drosnin's book, The Bible Code, that there is secret Bible code that foretells future; says although Drosnin's code is particularly fantastical, need for finding such governing codes is common in our time (M)",https://www.nytimes.com/1997/08/12/books/is-destiny-just-a-divine-word-game.html,"Critic's Notebook commentary by Edward Rothstein on contention in Michael Drosnin's book, The Bible Code, that there is secret Bible code that foretells future; says although Drosnin's code is particularly fantastical, need for finding such govern...","It has recently been proven that if the first 304,805 letters of the Hebrew translation of Dostoyevsky's ''Crime and Punishment'' are laid end to end and arranged into rows of 4,772 letters, in the midst of this array one can find written, in crossword fashion, the name of John Fitzgerald Kennedy.",C,11,The New York Times,[],"[{'name': 'persons', 'value': 'Drosnin, Michael', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Bible', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Codes (Ciphers)', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'BIBLE CODE, THE (BOOK)', 'rank': 5, 'major': 'N'}]",1997-08-12T05:00:00+0000,article,Cultural Desk,Books,Review,nyt://article/eee3a800-c27e-55dd-8b2e-580ca3a3c12a,1491,nyt://article/eee3a800-c27e-55dd-8b2e-580ca3a3c12a,Is Destiny Just a Divine Word Game?,CRITIC'S NOTEBOOK,,Is Destiny Just a Divine Word Game?,,,,By Edward Rothstein,"[{'firstname': 'Edward', 'middlename': None, 'lastname': 'Rothstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Comment by Anthony Tommasini on renewed interest in writing the great American symphony; says symphonies are popping up everywhere, as new recordings attest; focuses Christopher Rouse, Richard Danielpour and Aaron Jay Kernis, who are all represented on new compact disks by symphonies or something similar; photo (L)",https://www.nytimes.com/1997/08/10/arts/again-a-quest-for-the-great-american-symphony.html,"Comment by Anthony Tommasini on renewed interest in writing the great American symphony; says symphonies are popping up everywhere, as new recordings attest; focuses Christopher Rouse, Richard Danielpour and Aaron Jay Kernis, who are all represent...","A MAJOR ORCHESTRAL WORK by the American composer Christopher Rouse has just appeared in its first recording, and it has an unusual title: Symphony No. 2.",2,27,The New York Times,[],"[{'name': 'persons', 'value': 'Danielpour, Richard', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Rouse, Christopher', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kernis, Aaron Jay', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'RECORDINGS (AUDIO)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 5, 'major': 'N'}]",1997-08-10T05:00:00+0000,article,Arts and Leisure Desk,Arts,News,nyt://article/39f20abc-c10c-5bb1-94f6-8c8a9d82ab50,1371,nyt://article/39f20abc-c10c-5bb1-94f6-8c8a9d82ab50,"Again, a Quest for the Great American Symphony",RECORDINGS VIEW,,"Again, a Quest for the Great American Symphony",,,,By Anthony Tommasini,"[{'firstname': 'Anthony', 'middlename': None, 'lastname': 'Tommasini', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Interviews with Phyllida Law and her daughter, Emma Thompson, who star in film The Winter Guest; photos (M)",https://www.nytimes.com/1997/12/21/movies/film-like-mother-like-daughter-and-acted-out.html,"Interviews with Phyllida Law and her daughter, Emma Thompson, who star in film The Winter Guest; photos (M)","EARLY IN ''THE WINTER GUEST,'' a British film that opens on Thursday, a strong-willed and slightly eccentric woman named Elspeth pronounces herself horrified by the new, short haircut worn by her daughter, Frances. Releasing gallons of pent-up anxiety and sounding a well-rehearsed theme from the past, Elspeth rounds on Frances, lamenting the loss of her daughter's long, lush hair and demanding to know why she doesn't take better care of herself.",2,17,The New York Times,[],"[{'name': 'persons', 'value': 'Law, Phyllida', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Emma', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'WINTER GUEST, THE (MOVIE)', 'rank': 5, 'major': 'N'}]",1997-12-21T05:00:00+0000,article,Arts and Leisure Desk,Movies,Biography,nyt://article/1c7f5dd3-8a1c-5648-a8fe-8b3bbdb75096,1549,nyt://article/1c7f5dd3-8a1c-5648-a8fe-8b3bbdb75096,"Like Mother, Like Daughter, And Acted Out",FILM,,"FILM; Like Mother, Like Daughter, And Acted Out",,,,By Sarah Lyall,"[{'firstname': 'Sarah', 'middlename': None, 'lastname': 'Lyall', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
"Profile of Dr Caleb E Finch, who is at forefront in study of Alzheimer's disease and process of aging; he has suggested that Alzheimer's may be an inflammatory disorder, possibly preventable with anti-inflammatory drugs; he has also pioneered study of sex hormones in process of aging, noting that women who take estrogen replacement hormones have reduced risk of developing Alzheimer's; Dr John W Rowe, colleague of Finch's, says Finch has remarkable capacity to translate basic science and evolutionary biology into everyday life of older person by linking basic research to clinical needs; photo (M)",https://www.nytimes.com/1997/05/20/science/explorer-of-aging-process-is-lighting-candles-in-the-dark.html,"Profile of Dr Caleb E Finch, who is at forefront in study of Alzheimer's disease and process of aging; he has suggested that Alzheimer's may be an inflammatory disorder, possibly preventable with anti-inflammatory drugs; he has also pioneered stud...","From the beginning, says Caleb E. Finch, a gerontologist at the University of Southern California here, he had ''an instinct for professionally dangerous pursuits.'' As an undergraduate at Yale University in the early 1960's, he realized that aging was an area of biology about which almost nothing was known and in which few scientists were interested. So Dr. Finch jumped in and began asking questions that today are at the forefront of aging research worldwide.",C,4,The New York Times,[],"[{'name': 'persons', 'value': 'Finch, Caleb E', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Rowe, John W', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Estrogen', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}]",1997-05-20T05:00:00+0000,article,Science Desk,Science,Biography,nyt://article/8a72dfd9-9ea6-5b43-9f9c-69f1989c33d5,1520,nyt://article/8a72dfd9-9ea6-5b43-9f9c-69f1989c33d5,Explorer of Aging Process Is Lighting Candles in the Dark,SCIENTIST AT WORK: Caleb E. Finch,,Explorer of Aging Process Is Lighting Candles in the Dark,,,,By Jane E. Brody,"[{'firstname': 'Jane', 'middlename': 'E.', 'lastname': 'Brody', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,dementia
" INTERNATIONAL   A3-12    Israeli Cabinet Approves Idea of More Land to Arabs  The Israeli Cabinet approved in principle the ceding of more land to the Palestinians, though it left open how much to transfer and when. The Cabinet also insisted that before withdrawal was discussed, Prime Minister Benjamin Netanyahu must offer his plan for a final settlement with the Palestinians, specifying which land he intended to retain.   A1     Judicial Test in Canada  A judge in Canada is scheduled today to decide the fate of a man convicted of killing his 12-year-old daughter, who was afflicted with advanced cerebral palsy. The case has opened a wide rift in Canada over so-called mercy killing and the rights of the handicapped.   A3",https://www.nytimes.com/1997/12/01/nyregion/news-summary-392910.html,,INTERNATIONAL A3-12,A,2,The New York Times,[],[],1997-12-01T05:00:00+0000,article,Metropolitan Desk,New York,Summary,nyt://article/67726dce-f0c8-5ffa-b2ca-170c7a0b3788,1494,nyt://article/67726dce-f0c8-5ffa-b2ca-170c7a0b3788,NEWS SUMMARY,,,NEWS SUMMARY,,,,,[],,,dementia
