abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta
A new study appears to be the first to link calorie-restricted diets with improved memory in people.,https://www.nytimes.com/2009/01/27/health/research/27diet.html,A new study appears to be the first to link calorie-restricted diets with improved memory in people.," Eating fewer calories may lead to better memory, a new study says.",D,3,The New York Times,[],"[{'name': 'subject', 'value': 'Calories', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Diet and Nutrition', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}]",2009-01-27T01:35:36+0000,article,Science,Health,Research,News,nyt://article/94736405-9a1b-5fe1-805d-96ea0430e137,577,nyt://article/94736405-9a1b-5fe1-805d-96ea0430e137,Another Potential Benefit of Cutting Calories: Better Memory,,,Another Potential Benefit of Cutting Calories: Better Memory,,,,By Pam Belluck,"[{'firstname': 'Pam', 'middlename': None, 'lastname': 'Belluck', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
New technologies help older people to live alone and avoid trips to hospitals or nursing homes.,https://www.nytimes.com/2009/02/13/us/13senior.html,New technologies help older people to live alone and avoid trips to hospitals or nursing homes.,"Increasingly, many older people who live alone are not truly alone. They are being watched by a flurry of new technologies designed to enable them to live independently and avoid expensive trips to the emergency room or nursing homes. ",A,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/02/12/us/13senior_600.JPG', 'height': 331, 'width': 600, 'legacy': {'xlarge': 'images/2009/02/12/us/13senior_600.JPG', 'xlargewidth': 600, 'xlargeheight': 331}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/02/12/us/13senior_600.JPG', 'height': 331, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/02/12/us/13senior_395.JPG', 'height': 256, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/02/12/us/13senior_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/02/12/us/13senior_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wireless Communications', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 5, 'major': 'N'}]",2009-02-13T02:50:09+0000,article,National,U.S.,,News,nyt://article/d6025d67-842b-5bfb-a84f-d26d26743267,1368,nyt://article/d6025d67-842b-5bfb-a84f-d26d26743267,"Sensors Help Keep the Elderly Safe, and at Home",,,"Sensors Help Keep the Elderly Safe, and at Home",,,,By John Leland,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Leland', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Dr. Todd C. Sacktor answers readers' questions about research into the selective erasure of memory.,https://consults.blogs.nytimes.com/2009/04/13/blogs/13consults-memory-e117.html,Dr. Todd C. Sacktor answers readers' questions about research into the selective erasure of memory.,"What would your life be like if you could erase certain memories? Maybe you could ""forget"" about some traumatic event, a deep-seated fear or a relationship gone wrong.   It seems like science fiction, but researchers may be on the verge of making memory erasure a reality.  (Photo: Fred R. Conrad/The New York Times Dr. Todd C. Sacktor)   Dr. Todd C. Sacktor and his team of scientists from SUNY Downstate Medical Center have been able to show how a single dose of an experimental drug can block the ability of an animal's brain to hold onto specific types of memories.   To read more about Dr. Sacktor's work, read Benedict Carey's article, ""Brain Researchers Open Door to Editing Memory.""   Dr. Sacktor's research raises some interesting questions. How will erasing specific memories affect humans? Will this work lead to a treatment to allow us to retain memory longer?   This week, Dr. Sacktor will answer your questions about memory erasure. Please post your questions and comments below, and check back daily for his responses.    In Response to the Ethical Questions  This strikes me as one of those things that could be extremely dangerous if used improperly. Even ignoring the potential illegal uses, allowing people to erase negative memories is a bad idea.   I'm in general disinclined to promote any kind of ignorance - even if that ignorance would make a person happier. We learn from the past, right? Well, we're supposed to. And sometimes it is learning from painful memories that we become better people.  The only time I can imagine this being okay is in cases of serious, horrendous trauma - rape victims who now cannot live normal lives, child abuse victims, etc. Only in situations where a person has been completely destroyed from an experience, where there is nothing positive to learn. But even then, we are denying reality, denying life. And for better or worse, our memories define who we are.  - James W., Washington D.C.    Dr. Sacktor: The purpose of our experiment with ZIP was to try to understand the molecular basis of memory storage, which previously was a complete scientific mystery. The experiments were designed to test the hypothesis that memories are stored by the action of a specific molecule- PKMzeta. You should know that the notion that a specific molecule stores memory goes completely against the grain of how most neuroscientists have thought about long-term memory for decades. Most neuroscientists thought that memories were stored by anatomical changes in the brain, such as new synapses, not by specific molecules. That is why our results showing a very rapid disruption of long-term memories, first published in Science in 2006, were so striking. The results have been confirmed in many labs around the world, with different drugs that inhibit PKMzeta, and for many different forms of long-term memory. Interestingly, ZIP does not affect short-term memory, or once the drug is gone, the formation of new long-term memories in the same brain region.  Elucidating the molecular mechanism of long-term memory may one day be key, I hope, to developing treatments of memory disorders. But don't forget how long this development from basic science discovery to clinical usefulness takes- decades for even the most important findings, such as germ theory and the structure of DNA.  One important recent publication by my colleagues at SUNY Downstate, Drs. Sue Mirra, John Crary, and Charles Shao, is that PKMzeta is bound up in the neurofibrillary tangles that are found in the brains of patients with Alzheimer's Disease. This is likely to alter the function of PKMzeta and may contribute to the memory loss characteristic of that disorder.  But I think that the concerns, even the deep unease, that many of the questions voice reflect two striking features of the experiments with ZIP that go to the essence of PKMzeta's role in memory- features that are also rather surprising to most neuroscientists. These are, first, the rapidity with which long-term memories, three month-old in the rats and presumably decades-old in humans, might be erased. This happens almost immediately with the injection of the drug. Second, is the specificity. As I mentioned, short-term memory, the underlying structure of the brain, and the capacity to form new long-term memories are unaffected.  These two surprising features are because PKMzeta is an enzyme. If you recall from high-school biology, there are two general forms of proteins, structural and enzymatic. Most neuroscientists had assumed that hundreds of structural proteins would be involved in the new synapses thought to store long-term memory. And there would be nothing unique to the structural proteins in the memory-storing synapses, as opposed to those synapses formed in development prior to experience.  But enzymes catalyze very specific chemical reactions and can be rapidly inhibited. That long-term memories are maintained by the constant action of one such enzyme, and thus that memories can be specifically and rapidly erased, was quite a shock.   The Drug's Uses  What are the primary uses you envision for this drug?  - Rebecka L., New Jersey   Dr. Sacktor: There are a few rare or severe cases of psychiatric or neurological disease in which ZIP might be helpful. I am a neurologist, not a psychiatrist, but I understand that there are clinical situations in which, as a last resort, a procedure known as bilateral cingulotomy can be performed. In this procedure, a small region of the brain is destroyed. I could see that, prior to the destruction of the neural tissue, ZIP might be injected to try to ""reset"" the synapses in that region. The drug diffuses around 1-2 mm from an injection site in the brain, so the region affected would be restricted.  For more general application, we have to develop an activity-dependent form of ZIP, i.e., a drug that becomes active only when the neurons are firing intensely, as when a memory is recalled. This might allow a specific, recalled long-term memory to be erased, rather than all long-term memories. I should add that there is a entire subfield of memory research studying the role of what is called ""reconsolidation blockade"" that aims at essentially the same thing. This work is very exciting and has been lead by my colleagues Karim Nader, Joseph LeDoux, Susan Sara, Cristina Alberini, Yadin Dudai, and others. You may have heard about the studies with propranolol on trying to reduce the emotional component of post-traumatic stress memories. How this reconsolidation work fits in with PKMzeta is actively being explored.  Developing memory enhancers that convert short- into long-term memories by increasing PKMzeta in the brain is also a possibility. This has even been done experimentally in the fruit fly by my colleagues, Jerry Yin and Eric Drier, when at the Cold Spring Harbor Laboratories, and now at the University of Wisconsin, Madison.   Is Memory Loss Permanent?  Has the research been ongoing long enough to answer the question of permanency? Is the memory erased forever? And, further, how does the nature of the drug and its effect (physically and chemically) on the brain lead to greater understanding of how memory works. Will dementia figure in the coming research? - William H. Porter   Dr. Sacktor: Three month-old memories in the rat have been erased. Although I don't really buy the analogy, this is equivalent to a 10 year-old memory for a human (rats live around 2 years). I do not see any compelling reason why a three month-old memory would have a biologically different basis than a decades-old memory, but you never know.  We, as well as other researchers, have done extensive experiments to try to see if, once disrupted by ZIP, a memory ever comes back. We waited weeks, we gave reminders, but the memory never seemed to return. Remarkably, giving the drug right before or even during the training had no effect on long-term memory formation tested a few days later. The drug has a pure ""retrograde"" effect. That's why it's so different from clinical cases of amnesia due to brain injuries or dementias like Alzheimer's, which affect both formation of new memories and recall of old. Our experimental result also suggests that the PKMzeta is not made immediately during learning, but after a few hours, and that the drug itself only lasts a few hours.  Please check my other responses for answers to your other questions. Thanks. ",,,The New York Times,[],[],2009-04-13T16:09:13+0000,article,None,Blogs,,Web Log,nyt://article/fc76d9f9-3901-5d34-867a-aae7f5c6c363,1379,nyt://article/fc76d9f9-3901-5d34-867a-aae7f5c6c363,Erasing Your Memories,Consults,,Erasing Your Memories,,,,By THE NEW YORK TIMES,[],The New York Times,dementia
"Harry Carson, the Hall of Fame middle linebacker for the Giants, said he had “about 10 concussions” when he played for the team in the 1970s and ’80s.",https://fifthdown.blogs.nytimes.com/2009/11/03/harry-carson-on-concussions/,"Harry Carson, the Hall of Fame middle linebacker for the Giants, said he had “about 10 concussions” when he played for the team in the 1970s and ’80s.","Harry Carson, the Hall of Fame middle linebacker for the Giants, said he had “about 10 concussions” when he played for the team in the 1970s and ’80s.",,,The New York Times,[],[],2009-11-04T02:00:53+0000,article,,Sports,,,nyt://article/0f42453f-be9b-5d85-8b18-57f192b05e86,695,nyt://article/0f42453f-be9b-5d85-8b18-57f192b05e86,Harry Carson on Concussions,The Fifth Down,,,,,,By Joe Brescia,"[{'firstname': 'Joe', 'middlename': None, 'lastname': 'Brescia', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"The infectious agent that leads to chronic wasting disease is spread in the feces of infected animals long before they become ill, new research indicates.",https://www.nytimes.com/2009/09/10/science/10brain.html,"The infectious agent that leads to chronic wasting disease is spread in the feces of infected animals long before they become ill, new research indicates.","Researchers are reporting that they have solved a longstanding mystery about the rapid spread of a fatal brain infection in deer, elk and moose in the Midwest and West.",A,24,The New York Times,[],"[{'name': 'subject', 'value': 'Animals', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Chronic Wasting Disease', 'rank': 2, 'major': 'N'}]",2009-09-09T23:27:23+0000,article,National,Science,,News,nyt://article/c615785f-4db2-5a36-9004-433733203457,677,nyt://article/c615785f-4db2-5a36-9004-433733203457,Study Spells Out Spread of Brain Illness in Animals,,,Study Spells Out Spread Of Brain Illness in Animals,,,,By Sandra Blakeslee,"[{'firstname': 'Sandra', 'middlename': None, 'lastname': 'Blakeslee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Emma Shulman has been a gerontologist, social worker and Alzheimer’s researcher for many years. She is also 96.",https://www.nytimes.com/2009/07/07/nyregion/07experience.html,"Emma Shulman has been a gerontologist, social worker and Alzheimer’s researcher for many years. She is also 96."," Could there be a more experienced expert on aging than Emma Shulman? A gerontologist at N.Y.U. Langone Medical Center, she was, from 1981 to 2005, a senior social worker and research associate at what is now its Center for Excellence on Brain Aging and Dementia, and she is currently a consultant. She did some of the first research on how to care for Alzheimer’s patients and co-wrote a training manual about it. She lectures widely on memory retention. Oh, and did we mention that she is 96?",A,18,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/07/nyregion/07experience_600.jpg', 'height': 381, 'width': 600, 'legacy': {'xlarge': 'images/2009/07/07/nyregion/07experience_600.jpg', 'xlargewidth': 600, 'xlargeheight': 381}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/07/nyregion/07experience_600.jpg', 'height': 381, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/07/nyregion/07experience_395.jpg', 'height': 251, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/07/07/nyregion/07experience_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/07/07/nyregion/07experience_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 4, 'major': 'N'}]",2009-07-07T00:23:48+0000,article,Metro,New York,,News,nyt://article/c66bc471-e50c-5d4b-98ec-50f76f3cf609,598,nyt://article/c66bc471-e50c-5d4b-98ec-50f76f3cf609,She Knows a Thing or Two About Aging,Experience Necessary,,She Knows a Thing or Two About Aging,,,,By Ralph Blumenthal,"[{'firstname': 'Ralph', 'middlename': None, 'lastname': 'Blumenthal', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Probably another woman, perhaps you. An economist discusses why elder care usually involves women taking care of women.",https://economix.blogs.nytimes.com/2009/12/14/whos-taking-care-of-your-mother/,"Probably another woman, perhaps you. An economist discusses why elder care usually involves women taking care of women.","Nancy Folbre is an economics professor at the University of Massachusetts, Amherst.",,,The New York Times,[],[],2009-12-14T16:50:24+0000,article,Business,Business Day,Economy,News,nyt://article/658eea84-5b2a-5c23-b8de-8a7fcb7b027e,644,nyt://article/658eea84-5b2a-5c23-b8de-8a7fcb7b027e,Who’s Taking Care of Your Mother?,Economix,,,,,,By Nancy Folbre,"[{'firstname': 'Nancy', 'middlename': None, 'lastname': 'Folbre', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
J.D. Salinger won a court order temporarily barring United States publication of a version of “The Catcher in the Rye” in which the characters aged nearly 60 years.,https://www.nytimes.com/2009/06/18/nyregion/18salinger.html,J.D. Salinger won a court order temporarily barring United States publication of a version of “The Catcher in the Rye” in which the characters aged nearly 60 years.,"A federal judge ruled on Wednesday that Holden Caulfield, the precocious protagonist of J. D. Salinger’s most famous work, “The Catcher in the Rye,” will exist at least a little longer solely in a state of permanent adolescence, unburdened by the cares and recriminations of old age.",A,28,The New York Times,[],"[{'name': 'subject', 'value': 'Writing and Writers', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Batts, Deborah A', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'COPYRIGHTS', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Salinger, J D', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Colting, Fredrik', 'rank': 6, 'major': 'N'}]",2009-06-18T00:11:30+0000,article,Metro,New York,,News,nyt://article/2321c2c4-01a2-510c-b7d8-1be35c95618e,632,nyt://article/2321c2c4-01a2-510c-b7d8-1be35c95618e,Holden Caulfield Hangs on to His Youth,,,Holden Caulfield Hangs On to His Youth,,,,By Colin Moynihan,"[{'firstname': 'Colin', 'middlename': None, 'lastname': 'Moynihan', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"More than 30 wills were executed by Brooke Astor over half a century, and the testimony of her lawyer, Henry Christensen, is critical to both prosecution and defense.",https://www.nytimes.com/2009/05/27/nyregion/27astor.html,"More than 30 wills were executed by Brooke Astor over half a century, and the testimony of her lawyer, Henry Christensen, is critical to both prosecution and defense.","The putty-colored, tri-level cart stood next to the witness box, its 3-foot-long shelves filled with black binders the size of telephone books. The collection of paperwork represented the sometimes whimsical, sometimes meticulous nature of Brooke Astor. The binders contained more than 30 different wills and amendments to the wills that she executed over half a century.",A,24,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/27/nyregion/27astor.190.jpg', 'height': 183, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/05/27/nyregion/27astor.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/05/27/nyregion/27astor.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Morrissey, Francis X Jr', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Wills and Estates', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Astor, Brooke', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation', 'rank': 6, 'major': 'N'}]",2009-05-27T01:40:51+0000,article,Metro,New York,,News,nyt://article/d473196a-a324-5774-a2e5-08ec3d51faba,585,nyt://article/d473196a-a324-5774-a2e5-08ec3d51faba,"Focus on Astor’s Many Wills, and a Lawyer in the Middle",,,"Focus on Astor’s Many Wills, and a Lawyer in the Middle",,,,By John Eligon,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Eligon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Michael Caine uses his dramatic powers as an aging magician in “Is Anybody There?”,https://www.nytimes.com/2009/04/17/movies/17ther.html,Michael Caine uses his dramatic powers as an aging magician in “Is Anybody There?”,Sooner or later it comes to this: Alfie develops senile dementia and lands in an old-age home.,C,11,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/04/17/arts/17there-650.jpg', 'height': 436, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/04/17/arts/17there-190.jpg', 'height': 284, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/04/17/arts/17there-75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/04/17/arts/17there-75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Caine, Michael', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}]",2009-04-16T23:48:43+0000,article,Weekend,Movies,,Review,nyt://article/793a0cba-5aff-5813-9b28-aabed7a4a4dc,568,nyt://article/793a0cba-5aff-5813-9b28-aabed7a4a4dc,Magician’s Twisting Road Comes to Bittersweet End,Movie Review | 'Is Anybody There?',,Magician’s Twisting Road Comes to Bittersweet End,,,,By Stephen Holden,"[{'firstname': 'Stephen', 'middlename': None, 'lastname': 'Holden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
"Today is James Joyce’s birthday, and 2009 marks at least two significant Joycean anniversaries: “Finnegans Wake” was published in 1939 — its author was peeved when World War II stole some of his thunder — and Richard Ellmann’s great biography came out in 1959.",https://artsbeat.blogs.nytimes.com/2009/02/02/one-of-the-greatest-failures-in-literature/,"Today is James Joyce’s birthday, and 2009 marks at least two significant Joycean anniversaries: “Finnegans Wake” was published in 1939 — its author was peeved when World War II stole some of his thunder — and Richard Ellmann’s great biography came...","Today is James Joyce’s birthday, and 2009 marks at least two significant Joycean anniversaries: “Finnegans Wake” was published in 1939 — its author was peeved when World War II stole some of his thunder — and Richard Ellmann’s great biography came out in 1959.",,,The New York Times,[],[],2009-02-02T19:44:55+0000,article,Culture,Arts,,News,nyt://article/82b37386-0b76-5f1c-a72c-024081dc87d7,606,nyt://article/82b37386-0b76-5f1c-a72c-024081dc87d7,‘One of the Greatest Failures in Literature’,ArtsBeat,,,,,,By David Kelly,"[{'firstname': 'David', 'middlename': None, 'lastname': 'Kelly', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
Prosecutors blamed Brooke Astor’s son for a big shortfall in her 2003 return. But his defense lawyers blamed her accountant.,https://www.nytimes.com/2009/07/02/nyregion/02astor.html,Prosecutors blamed Brooke Astor’s son for a big shortfall in her 2003 return. But his defense lawyers blamed her accountant.,"Brooke Astor’s federal gift tax return was underreported by about $1.7 million in 2003, according to testimony on Wednesday in State Supreme Court in Manhattan, and prosecutors are blaming the shortfall on her son, Anthony D. Marshall, saying he hoped that the tax savings would raise the value of his inheritance.",,,The New York Times,[],"[{'name': 'persons', 'value': 'Astor, Brooke', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Manhattan (NYC)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Marshall, Anthony D', 'rank': 3, 'major': 'N'}]",2009-07-02T02:29:58+0000,article,Metro,New York,,News,nyt://article/fd93f5f3-3a98-5b8e-99ef-13bad7e1b40f,608,nyt://article/fd93f5f3-3a98-5b8e-99ef-13bad7e1b40f,Fault for Inaccurate Astor Gift Tax Is Debated,,,Fault for Inaccurate Astor Gift Tax Is Debated,,,,By John Eligon,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Eligon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
The concussion that Pittsburgh Steelers quarterback Ben Roethlisberger sustained in Sunday’s game highlighted the team’s notable history with brain injuries.,https://www.nytimes.com/2009/01/02/sports/football/02steelers.html,The concussion that Pittsburgh Steelers quarterback Ben Roethlisberger sustained in Sunday’s game highlighted the team’s notable history with brain injuries.,"When Pittsburgh Steelers quarterback Ben Roethlisberger sustained at least the third concussion of his career on Sunday and was carried off on a stretcher, endangering his availability for his team’s first playoff game on Jan. 11, he was whisked not just to a local hospital but straight into Pittsburgh’s notable history with brain injuries.",B,7,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/02/sports/steelers.163.jpg', 'height': 100, 'width': 163, 'legacy': {'widewidth': 163, 'wideheight': 100, 'wide': 'images/2009/01/02/sports/steelers.163.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/02/sports/02steelers_600.JPG', 'height': 331, 'width': 600, 'legacy': {'xlarge': 'images/2009/01/02/sports/02steelers_600.JPG', 'xlargewidth': 600, 'xlargeheight': 331}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/02/sports/02steelers_600.JPG', 'height': 331, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/02/sports/02steelers_395.JPG', 'height': 276, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2009/01/02/sports/02steelers_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2009/01/02/sports/02steelers_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Pittsburgh Steelers', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 4, 'major': 'N'}]",2009-01-02T03:09:54+0000,article,Sports,Sports,Pro Football,News,nyt://article/6e384862-2a23-5a5f-aa15-97573d292255,1398,nyt://article/6e384862-2a23-5a5f-aa15-97573d292255,Roethlisberger’s Injury Highlights Nerve Center for Head Trauma,,,Nerve Center for Trauma,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia
