abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,slideshow_credits
"Mr. Schaeberle, who worked at Nabisco for 40 years, led the company through two mergers.",https://www.nytimes.com/2011/10/11/business/robert-schaeberle-nabisco-chief-dies-at-88.html,"Mr. Schaeberle, who worked at Nabisco for 40 years, led the company through two mergers.","Robert M. Schaeberle, who led Nabisco through two mergers but retired as chairman and chief executive in 1986 as the company moved toward one of the biggest and most contentious leveraged buyouts in Wall Street history, died on Sept. 29 at an assisted living facility in Exeter, N.H. He was 88.",B,19,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/10/11/business/SCHAEBERLE-obit/SCHAEBERLE-obit-blog480.jpg', 'height': 397, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/10/11/business/SCHAEBERLE-obit/SCHAEBERLE-obit-jumbo.jpg', 'height': 847, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/10/11/business/SCHAEBERLE-obit/SCHAEBERLE-obit-popup.jpg', 'height': 537, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/10/11/business/SCHAEBERLE-obit/SCHAEBERLE-obit-articleInline.jpg', 'height': 157, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/10/11/business/SCHAEBERLE-obit/SCHAEBERLE-obit-sfSpan.jpg', 'height': 327, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/10/11/business/SCHAEBERLE-obit/SCHAEBERLE-obit-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/10/11/business/SCHAEBERLE-obit/SCHAEBERLE-obit-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Private Equity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}]",2011-10-11T01:24:20+0000,article,Business,Business Day,,Obituary (Obit),nyt://article/1ee1b1c9-59c2-5568-811d-729771172d55,571,nyt://article/1ee1b1c9-59c2-5568-811d-729771172d55,"Robert M. Schaeberle, Nabisco Chief, Dies at 88",,,"R. Schaeberle, Nabisco Chief, Dies at 88",,,,By Dennis Hevesi,"[{'firstname': 'Dennis', 'middlename': None, 'lastname': 'Hevesi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"People who provide care to their own families and others deserve better protections from the government, an economist writes.",https://economix.blogs.nytimes.com/2011/10/31/the-depreciation-of-care-at-home/,"People who provide care to their own families and others deserve better protections from the government, an economist writes.","Nancy Folbre is an economics professor at the University of Massachusetts, Amherst.",,,The New York Times,[],"[{'name': 'subject', 'value': 'Elder Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Solis, Hilda L', 'rank': 5, 'major': 'N'}]",2011-10-31T10:00:50+0000,article,,Business Day,Economy,News,nyt://article/e85ad320-3066-5a19-8339-66208c1a8c08,582,nyt://article/e85ad320-3066-5a19-8339-66208c1a8c08,The Depreciation of Care at Home,Economix,,,,,,By Nancy Folbre,"[{'firstname': 'Nancy', 'middlename': None, 'lastname': 'Folbre', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
The couple met in October 2005 after the bride noticed the bridegroom when he arrived an hour late to their acting class in Los Angeles.,https://www.nytimes.com/2011/09/18/fashion/weddings/sally-pressman-david-rogers-weddings.html,The couple met in October 2005 after the bride noticed the bridegroom when he arrived an hour late to their acting class in Los Angeles.,"Sally Pressman Bernstein and David Clayton Rogers, both actors, were married Saturday afternoon at Bacara Resort and Spa in Santa Barbara, Calif. Yair Lotan, a friend of the couple who became a Universal Life minister for the occasion, led a ceremony incorporating Jewish traditions. ",ST,18,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/18/fashion/weddings/18PRESSMANjpg/18PRESSMANjpg-blog480.jpg', 'height': 396, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/18/fashion/weddings/18PRESSMANjpg/18PRESSMANjpg-jumbo.jpg', 'height': 846, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/18/fashion/weddings/18PRESSMANjpg/18PRESSMANjpg-popup.jpg', 'height': 537, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'square320', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/18/fashion/weddings/18PRESSMANjpg/18PRESSMANjpg-square320.jpg', 'height': 320, 'width': 320, 'legacy': {}, 'subType': 'square320', 'crop_name': 'square320'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/18/fashion/weddings/18PRESSMANjpg/18PRESSMANjpg-articleInline.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/18/fashion/weddings/18PRESSMANjpg/18PRESSMANjpg-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/09/18/fashion/weddings/18PRESSMANjpg/18PRESSMANjpg-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",2011-09-18T04:02:57+0000,article,Society,Fashion & Style,Weddings,News,nyt://article/aaa23deb-a98f-504c-8a60-79dd300e2764,586,nyt://article/aaa23deb-a98f-504c-8a60-79dd300e2764,"Sally Pressman, David Rogers",,,"Sally Pressman, David Rogers",,,,By Rosalie R. Radomsky,"[{'firstname': 'Rosalie', 'middlename': 'R.', 'lastname': 'Radomsky', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Mr. Boag, as Pecos Bill, with Betty Taylor (who died a day after he did), pushed the Golden Horseshoe Revue into the Guinness record book as the most-performed stage production in history.",https://www.nytimes.com/2011/06/07/arts/wally-boag-cowboy-comedian-at-disneyland-dies-at-90.html,"Mr. Boag, as Pecos Bill, with Betty Taylor (who died a day after he did), pushed the Golden Horseshoe Revue into the Guinness record book as the most-performed stage production in history."," Wally Boag , who for nearly 30 years and 40,000 performances delighted youngsters (and their parents) as Pecos Bill, the wide-eyed Old West traveling salesman in the Golden Horseshoe Revue at Disneyland, died on Friday in Santa Monica, Calif. He was 90.",B,12,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/07/arts/BOAG-obit/BOAG-obit-jumbo.jpg', 'height': 1024, 'width': 808, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/07/arts/BOAG-obit/BOAG-obit-popup.jpg', 'height': 500, 'width': 395, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/07/arts/BOAG-obit/BOAG-obit-articleInline.jpg', 'height': 241, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/06/07/arts/BOAG-obit/BOAG-obit-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/06/07/arts/BOAG-obit/BOAG-obit-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Actors and Actresses', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Disneyland', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Walt Disney Company', 'rank': 4, 'major': 'N'}]",2011-06-07T04:34:02+0000,article,Culture,Arts,,Obituary (Obit),nyt://article/652f1f29-6182-57d4-84d7-bbf3b8c28075,525,nyt://article/652f1f29-6182-57d4-84d7-bbf3b8c28075,"Wally Boag, Cowboy Comedian at Disneyland, Dies at 90",,,"Wally Boag, Disneyland Cowboy Comedian, 90",,,,By Dennis Hevesi,"[{'firstname': 'Dennis', 'middlename': None, 'lastname': 'Hevesi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Mr. Denoff won four Emmys, including two for “The Dick Van Dyke Show.”",https://www.nytimes.com/2011/07/12/arts/television/sam-denoff-tv-writer-is-dead-at-83.html,"Mr. Denoff won four Emmys, including two for “The Dick Van Dyke Show.”","Sam Denoff, an Emmy-winning writer for “The Dick Van Dyke Show” who helped bring to the screen some of its most memorable episodes, including “That’s My Boy???,” “Bupkis” and “Coast-to-Coast Big Mouth,” died on Friday at his home in Los Angeles. He was 83.",A,21,The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/DENOFF-obit/DENOFF-obit-blog480.jpg', 'height': 421, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/DENOFF-obit/DENOFF-obit-jumbo.jpg', 'height': 899, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/DENOFF-obit/DENOFF-obit-popup.jpg', 'height': 570, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/DENOFF-obit/DENOFF-obit-articleInline.jpg', 'height': 167, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/DENOFF-obit/DENOFF-obit-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/07/12/arts/DENOFF-obit/DENOFF-obit-thumbStandard-v2.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Writing and Writers', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 3, 'major': 'N'}]",2011-07-12T01:57:11+0000,article,Culture,Arts,Television,Obituary (Obit),nyt://article/8b3ab9e5-5ee2-5223-ad53-24a26360e843,592,nyt://article/8b3ab9e5-5ee2-5223-ad53-24a26360e843,"Sam Denoff, TV Writer, Is Dead at 83",,,"Sam Denoff, TV Writer, Is Dead at 83",,,,By Margalit Fox,"[{'firstname': 'Margalit', 'middlename': None, 'lastname': 'Fox', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"This week we pair the poem “Mysterious Neighbors” with a blog post, “Guns in Frail Hands.”",https://learning.blogs.nytimes.com/2011/02/17/poetry-pairing-feb-17-2011/,"This week we pair the poem “Mysterious Neighbors” with a blog post, “Guns in Frail Hands.”","In our weekly “Poetry Pairing” series, we collaborate with the Poetry Foundation to feature a work from its American Life in Poetry project alongside content from The Times that somehow echoes, extends or challenges the poem’s themes. Each poem is introduced briefly by Ted Kooser, a former United States poet laureate.",,,The New York Times,[],[],2011-02-17T15:49:35+0000,article,,Education,,,nyt://article/8c1ddd35-7857-5b08-abd8-eca9230907c2,541,nyt://article/8c1ddd35-7857-5b08-abd8-eca9230907c2,"Poetry Pairing | Feb. 17, 2011",The Learning Network,,,,,,By Katherine Schulten,"[{'firstname': 'Katherine', 'middlename': None, 'lastname': 'Schulten', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Dr. Arthur Horwich, a winner of this year’s Lasker Award, has discovered a “changing room” for proteins that allows them to do their jobs.",https://www.nytimes.com/2011/09/13/science/13profile.html,"Dr. Arthur Horwich, a winner of this year’s Lasker Award, has discovered a “changing room” for proteins that allows them to do their jobs.","NEW HAVEN — Medicine is a divided world. On one side are the doctors, who come face to face with illness each day and try to heal their patients with whatever tools they can get their hands on. On the other are the researchers, who explore the body’s microscopic complexity, never sure whether their discoveries will ever end up in the hands of the doctors.",D,4,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/13/science/13PROF/13PROF-articleLarge.jpg', 'height': 340, 'width': 600, 'legacy': {'xlarge': 'images/2011/09/13/science/13PROF/13PROF-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 340}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/13/science/13PROF/13PROF-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/13/science/13PROF/13PROF-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/13/science/13PROF/13PROF-articleLarge.jpg', 'height': 340, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/13/science/13PROF/13PROF-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/09/13/science/13PROF/13PROF-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/09/13/science/13PROF/13PROF-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Yale University', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Lasker, Albert and Mary, Foundation', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Contests and Prizes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 6, 'major': 'N'}]",2011-09-12T16:13:53+0000,article,Science,Science,,News,nyt://article/8ee04f3b-b818-5e1d-8f97-f821e5ae1284,1390,nyt://article/8ee04f3b-b818-5e1d-8f97-f821e5ae1284,Horwich Wins Lasker Award by Straddling Science and Medicine,,,Indecision Pays Off for a Doctor Who Loves the Lab,,,,By Carl Zimmer,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Zimmer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
Susan Jacoby challenges the optimistic marketing that has made old age seem pleasant and carefree.,https://www.nytimes.com/2011/02/27/books/review/Fishman-t.html,Susan Jacoby challenges the optimistic marketing that has made old age seem pleasant and carefree.,"Susan Jacoby has long made it her project to uncover ill-formed, cynical “junk thought” and administer a cold dose of reason and logic against it. But Jacoby is no Mr. Spock. Her rationalism is delivered in an angry barrage peppered with enthusiastically snide asides. In previous books, including “The Age of American Unreason” and “Freethinkers,” her targets have been right-leaning religionists, social Darwinists, and the paucity of reason in a generation that stares too much at glowing screens and too little at learned books. In her latest jeremiad, “Never Say Die,” she fights to slay the conspiracies of ignorance and greed that she believes conceal a single, and indeed irrefutable, truth: extreme old age can be nasty, brutish and long.",BR,18,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/27/books/review/Fishman/Fishman-jumbo.jpg', 'height': 1024, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/27/books/review/Fishman/Fishman-popup.jpg', 'height': 650, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/27/books/review/Fishman/Fishman-articleInline.jpg', 'height': 190, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/27/books/review/Fishman/Fishman-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/02/27/books/review/Fishman/Fishman-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Jacoby, Susan', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 4, 'major': 'N'}]",2011-02-25T17:43:19+0000,article,BookReview,Books,Book Review,Review,nyt://article/13142569-9a0b-51c8-8077-33ce9511aff7,1309,nyt://article/13142569-9a0b-51c8-8077-33ce9511aff7,It Gets Worse,,,It Gets Worse,,,,By Ted C. Fishman,"[{'firstname': 'Ted', 'middlename': 'C.', 'lastname': 'Fishman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"Peter K. Miller says he’s in his creative element as chief executive of OptiNose, a company that has developed a nasal system for delivering drugs within the body.",https://www.nytimes.com/2011/11/20/jobs/peter-miller-of-optinose-a-pioneer-at-heart.html,"Peter K. Miller says he’s in his creative element as chief executive of OptiNose, a company that has developed a nasal system for delivering drugs within the body.","I  GREW up in East Falls, a neighborhood of northwest Philadelphia. My father spent his career as a radiologist, working and teaching at the Hospital of the University of Pennsylvania. My mother, who was a nurse, stayed at home to raise my three siblings and me.",BU,8,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/20/business/20-BOSS/20-BOSS-jumbo.jpg', 'height': 1024, 'width': 790, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/20/business/20-BOSS/20-BOSS-articleInline.jpg', 'height': 246, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}]","[{'name': 'subject', 'value': 'Careers and Professions', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Executives and Management (Theory)', 'rank': 3, 'major': 'N'}]",2011-11-19T19:00:50+0000,article,NAT,Job Market,,News,nyt://article/da7fdcd6-5f4c-5f7e-999d-f412c65ba46a,618,nyt://article/da7fdcd6-5f4c-5f7e-999d-f412c65ba46a,A Pioneer at Heart,The Boss,,A Pioneer at Heart,,,,By Peter K. Miller,"[{'firstname': 'Peter', 'middlename': 'K.', 'lastname': 'Miller', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
"An outdoorsman tired of running and slipping on icy Minnesota roads created the NordicTrack, a cross-country skiing simulator.",https://www.nytimes.com/2011/11/11/business/ed-pauls-developer-of-nordictrack-exercise-device-dies-at-80.html,"An outdoorsman tired of running and slipping on icy Minnesota roads created the NordicTrack, a cross-country skiing simulator.","Ed Pauls, whose frustration at running on ice-slick Minnesota roads led him to develop the cross-country skiing simulator known as the NordicTrack, died on Oct. 9 at his home in Montrose, Colo. He was 80.",A,22,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/11/sports/11pauls/11pauls-jumbo-v2.jpg', 'height': 1024, 'width': 753, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/11/sports/11pauls/11pauls-popup-v2.jpg', 'height': 500, 'width': 368, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/11/sports/11pauls/11pauls-articleInline-v2.jpg', 'height': 261, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/11/sports/11pauls/11pauls-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/11/11/sports/11pauls/11pauls-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Exercise', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cross-Country Skiing', 'rank': 3, 'major': 'N'}]",2011-11-10T19:31:28+0000,article,Business,Business Day,,Obituary (Obit),nyt://article/a59969b5-0d9d-526a-9749-dcc099ddae92,595,nyt://article/a59969b5-0d9d-526a-9749-dcc099ddae92,"Ed Pauls, Developer of Indoor Skiing Machine, Dies at 80",,,"Ed Pauls, 80; Developed An Indoor Skiing Machine",,,,By Bruce Weber,"[{'firstname': 'Bruce', 'middlename': None, 'lastname': 'Weber', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
A filmmaker looks beyond the myth to find the man.,https://www.nytimes.com/2011/02/06/magazine/06FOB-Q4-t.html,A filmmaker looks beyond the myth to find the man.," Your new documentary, “Reagan,” which makes its premiere on HBO on Feb. 7 in honor of the president’s 100th birthday, includes some wonderful footage of Reagan as a small-town lifeguard, a handsome figure in his swimming trunks who happened to be severely nearsighted. Did you intend that as some kind of metaphor?  That’s exactly right. He had certain blind spots in his priorities but an absolutely genuine desire to be a person who could save people’s lives. No question. ",MM,13,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/06/magazine/06FOB-Q4-t_CA0/06FOB-Q4-t_CA0-jumbo.jpg', 'height': 967, 'width': 459, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/06/magazine/06FOB-Q4-t_CA0/06FOB-Q4-t_CA0-popup.jpg', 'height': 500, 'width': 237, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/06/magazine/06FOB-Q4-t_CA0/06FOB-Q4-t_CA0-articleInline.jpg', 'height': 394, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/02/06/magazine/06FOB-Q4-t_CA0/06FOB-Q4-t_CA0-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/02/06/magazine/06FOB-Q4-t_CA0/06FOB-Q4-t_CA0-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Jarecki, Eugene', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 3, 'major': 'N'}]",2011-02-04T16:00:25+0000,article,Magazine,Magazine,,Interview,nyt://article/66aee471-2296-571c-b7ad-afc0a482b1f2,668,nyt://article/66aee471-2296-571c-b7ad-afc0a482b1f2,The Reagan Evolution,Questions for Eugene Jarecki,,The Reagan Evolution,,,,BY Deborah Solomon,"[{'firstname': 'Deborah', 'middlename': None, 'lastname': 'Solomon', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Alzheimer,
