abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,query_consulta
Article on scene at monthly meeting of Long Island Parrot Society; photos (M),https://www.nytimes.com/2003/09/28/nyregion/meetings-a-bird-in-the-hand-or-on-the-shoulder.html,Article on scene at monthly meeting of Long Island Parrot Society; photos (M),"IN the Avery home, ''nobody showers without a bird,'' said Marietta Avery of Ridge.",LI,14,The New York Times,[],"[{'name': 'organizations', 'value': 'LONG ISLAND PARROT SOCIETY', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'PARROTS (BIRDS)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Birds', 'rank': 3, 'major': 'N'}]",2003-09-28T05:00:00+0000,article,Long Island Weekly Desk,New York,News,nyt://article/ec1d82bd-bcc7-56e6-8f0e-fe4372643893,661,nyt://article/ec1d82bd-bcc7-56e6-8f0e-fe4372643893,"A Bird in the Hand, Or on the Shoulder",MEETINGS,,"MEETINGS; A Bird in the Hand, Or on the Shoulder",,,,By Barbara Delatiner,"[{'firstname': 'Barbara', 'middlename': None, 'lastname': 'Delatiner', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Steve Carlin, ingenious and irrepressible producer of televisison game shows, including $64,000 Question, and others to proved to be rigged, dies at age 84; photo (M)",https://www.nytimes.com/2003/03/02/nyregion/steve-carlin-84-64000-question-producer.html,"Steve Carlin, ingenious and irrepressible producer of televisison game shows, including $64,000 Question, and others to proved to be rigged, dies at age 84; photo (M)","Steve Carlin, an ingenious and irrepressible producer of television game shows, including ''The $64,000 Question'' and others that proved to be rigged, died on Feb. 4 at his home on the Upper East Side of Manhattan. He was 84.",1,27,The New York Times,[],"[{'name': 'persons', 'value': 'CARLIN, STEVE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}]",2003-03-02T05:00:00+0000,article,Metropolitan Desk,New York,Obituary; Biography,nyt://article/01171f11-ad88-5fa0-b48b-6a3a2a82dc6c,656,nyt://article/01171f11-ad88-5fa0-b48b-6a3a2a82dc6c,"Steve Carlin, 84, '$64,000 Question' Producer",,,"Steve Carlin, 84, '$64,000 Question' Producer",,,,By Douglas Martin,"[{'firstname': 'Douglas', 'middlename': None, 'lastname': 'Martin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"President's Council on Bioethics, addressing growth in antidepressant drug sales and research, reports that while some drugs make people feel happier they cannot create happy life; memory drugs, which are still being developed, likewise, will not make humans smarter, but show promise in improving person's ability to learn facts with less effort and practice; Dr Tom Tully, Cold Spring Harbor Laboratory researcher who has genetically engineered fruit flies with photographic memory, holds that memory enhancing drugs must be extremely safe for general use; drawing (M)",https://www.nytimes.com/2003/11/11/science/can-drugs-make-us-happier-smarter.html,"President's Council on Bioethics, addressing growth in antidepressant drug sales and research, reports that while some drugs make people feel happier they cannot create happy life; memory drugs, which are still being developed, likewise, will not ...",It depends on what is meant by ''happy'' and ''smart.'',F,12,The New York Times,[],"[{'name': 'organizations', 'value': ""PRESIDENT'S COUNCIL ON BIOETHICS"", 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Cold Spring Harbor Laboratory', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sales', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Memory', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Flies', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'ANTIDEPRESSANTS', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Fruit Flies', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Consumer Protection', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 13, 'major': 'N'}]",2003-11-11T05:00:00+0000,article,Science Desk,Science,News,nyt://article/baa5097b-5ff0-52c1-85d4-d912d33aadb0,550,nyt://article/baa5097b-5ff0-52c1-85d4-d912d33aadb0,Can Drugs Make Us Happier? Smarter?,,,Can Drugs Make Us Happier? Smarter?,,,,By Andrew Pollack,"[{'firstname': 'Andrew', 'middlename': None, 'lastname': 'Pollack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Alvin Klein reviews Hartford Stage production of dance-play Diosa, written by Edwin Sanchez, directed by Melia Bensussen and choreographed by Willie Rosario; Robert Montano and Karina Michaels star; photo (M)",https://www.nytimes.com/2003/04/27/nyregion/theater-review-if-you-dance-the-world-will-follow-your-lead.html,"Alvin Klein reviews Hartford Stage production of dance-play Diosa, written by Edwin Sanchez, directed by Melia Bensussen and choreographed by Willie Rosario; Robert Montano and Karina Michaels star; photo (M)",THERE was something in the way she danced.,CN,14,The New York Times,[],"[{'name': 'organizations', 'value': 'HARTFORD STAGE COMPANY', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ROSARIO, WILLIE', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Montano, Robert', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Sanchez, Edwin', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'MICHAELS, KARINA', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Reviews', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'DIOSA (PLAY)', 'rank': 8, 'major': 'N'}]",2003-04-27T05:00:00+0000,article,Connecticut Weekly Desk,New York,Review,nyt://article/33c14984-17eb-5f36-bd4c-352b91318fb4,608,nyt://article/33c14984-17eb-5f36-bd4c-352b91318fb4,"If You Dance, the World Will Follow Your Lead",THEATER REVIEW,,"THEATER REVIEW; If You Dance, the World Will Follow Your Lead",,,,By Alvin Klein,"[{'firstname': 'Alvin', 'middlename': None, 'lastname': 'Klein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Evidence from animal studies suggests slowing aging would also prolong youthfulness and postpone onset of age-related diseases; about dozen biotechnology companies are already pursuing aging-related drugs; Dr David Sinclair, who recently discovered chemicals commonly found in red wine can vastly increase life span of yeast says he hopes to start company to develop drugs to slow aging and make people live longer, healthier lives; some scientists say ability to slow aging is near; photos (M)",https://www.nytimes.com/2003/09/21/business/forget-botox-anti-aging-pills-may-be-next.html,"Evidence from animal studies suggests slowing aging would also prolong youthfulness and postpone onset of age-related diseases; about dozen biotechnology companies are already pursuing aging-related drugs; Dr David Sinclair, who recently discovere...",DAVID SINCLAIR made headlines last month by discovering that a chemical commonly found in red wine could vastly increase the life span -- of yeast.,3,1,The New York Times,[],"[{'name': 'persons', 'value': 'Sinclair, David', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Yeast', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Animals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Wines', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}]",2003-09-21T05:00:00+0000,article,Money and Business/Financial Desk,Business Day,News,nyt://article/6f62e829-aef4-5457-be27-bf8d28903131,2341,nyt://article/6f62e829-aef4-5457-be27-bf8d28903131,Forget Botox. Anti-Aging Pills May Be Next.,,,Forget Botox. Anti-Aging Pills May Be Next.,,,,By Andrew Pollack,"[{'firstname': 'Andrew', 'middlename': None, 'lastname': 'Pollack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Showtime cable network, which picked up The Reagans mini-series after its sister network CBS dropped it, is preparing panel discussion to follow broadcast of television movie; Showtime chairman Matt Blank says discussion forum will provide opportunity to hear from film's critics and supporters (M)",https://www.nytimes.com/2003/11/06/business/showtime-addresses-concerns-on-reagans.html,"Showtime cable network, which picked up The Reagans mini-series after its sister network CBS dropped it, is preparing panel discussion to follow broadcast of television movie; Showtime chairman Matt Blank says discussion forum will provide opportu...",The Showtime cable network -- which picked up the ''The Reagans'' mini-series after its sister network CBS dropped it amid intense criticism from Republican and conservative groups -- is preparing a panel discussion to follow the broadcast of the television movie.,C,6,The New York Times,[],"[{'name': 'organizations', 'value': 'CBS Corp', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Showtime', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Nancy', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'BLANK, MATT', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'REAGANS, THE (TV PROGRAM)', 'rank': 8, 'major': 'N'}]",2003-11-06T05:00:00+0000,article,Business/Financial Desk,Business Day,News,nyt://article/768e9da2-eac5-512b-93d7-79bdf97edca6,685,nyt://article/768e9da2-eac5-512b-93d7-79bdf97edca6,Showtime Addresses Concerns On 'Reagans',,,Showtime Addresses Concerns On 'Reagans',,,,By Bill Carter,"[{'firstname': 'Bill', 'middlename': None, 'lastname': 'Carter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
Former Agriculture Secretary Orville L Freeman dies at age 84; photo (M),https://www.nytimes.com/2003/02/22/us/orville-freeman-84-dies-60-s-agriculture-secretary.html,Former Agriculture Secretary Orville L Freeman dies at age 84; photo (M),"Orville L. Freeman, who as secretary of agriculture under Presidents John F. Kennedy and Lyndon B. Johnson aggressively promoted food assistance for poor people and exports of American farm goods, died on Thursday in Minneapolis. He was 84.",B,6,The New York Times,[],"[{'name': 'persons', 'value': 'FREEMAN, ORVILLE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}]",2003-02-22T05:00:00+0000,article,National Desk,U.S.,Obituary; Biography,nyt://article/af110fe1-faca-5de0-a84f-621457111060,704,nyt://article/af110fe1-faca-5de0-a84f-621457111060,"Orville Freeman, 84, Dies; 60's Agriculture Secretary",,,"Orville Freeman, 84, Dies; 60's Agriculture Secretary",,,,By David Stout,"[{'firstname': 'David', 'middlename': None, 'lastname': 'Stout', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
Vows column on wedding of Millie Umschweis and Arnold Spitz; photos (M),https://www.nytimes.com/2003/11/16/style/weddings-celebrations-vows-millie-umschweis-and-arnold-spitz.html,Vows column on wedding of Millie Umschweis and Arnold Spitz; photos (M),"IN poetry and music, love and youth may be inextricably linked. But Millie Umschweis and Arnold Spitz know better. Young love was theirs for the taking. But that was 56 years ago, when friends fixed up Ms. Umschweis, then just 17, and Mr. Spitz, 33, on a blind date.",9,19,The New York Times,[],"[{'name': 'persons', 'value': 'SPITZ, ARNOLD', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'UMSCHWEIS, MILLIE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 3, 'major': 'N'}]",2003-11-16T05:00:00+0000,article,Society Desk,Style,News,nyt://article/017c0904-6879-59a4-a264-a642c379ae5e,719,nyt://article/017c0904-6879-59a4-a264-a642c379ae5e,Millie Umschweis and Arnold Spitz,WEDDINGS/CELEBRATIONS: VOWS,,WEDDINGS/CELEBRATIONS: VOWS; Millie Umschweis and Arnold Spitz,,,,By Kathryn Shattuck,"[{'firstname': 'Kathryn', 'middlename': None, 'lastname': 'Shattuck', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Paul G Allen, on of Microsoft founders, is backing large-scale project to pinpoint estimated 20,000 genes responsible for building and operating human brain; project, called Allen Brain Atlas, hopes to make all information available through online database, which would allow collaboration from around world; mouse brain is genetically similar to human brain and mapping of mouse gene expression could answer many questions about humans; project is led by Dr Mark Boguski, Allen Institute for Brain Science director; photo (M)",https://www.nytimes.com/2003/09/16/health/public-atlas-of-the-brain-in-the-works.html,"Paul G Allen, on of Microsoft founders, is backing large-scale project to pinpoint estimated 20,000 genes responsible for building and operating human brain; project, called Allen Brain Atlas, hopes to make all information available through online...","Backed by millions of dollars in financial support from Paul G. Allen, a founder of Microsoft, a team of scientists has set out to pinpoint the roughly 20,000 genes responsible for building and operating the human brain. From there, the scientists will put together a highly detailed atlas of the mammalian brain and make it available to the public through an online database.",F,5,The New York Times,[],"[{'name': 'organizations', 'value': 'Microsoft Corp', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Allen Institute for Brain Science', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'BOGUSKI, MARK', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'ALLEN, PAUL G', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Mice', 'rank': 10, 'major': 'N'}]",2003-09-16T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/931b730b-23ae-5230-ac7a-661112a55c9d,705,nyt://article/931b730b-23ae-5230-ac7a-661112a55c9d,Public Atlas Of the Brain In the Works,,,Public Atlas Of the Brain In the Works,,,,By Anahad O'Connor,"[{'firstname': 'Anahad', 'middlename': None, 'lastname': ""O'Connor"", 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"The U.S. government should sponsor trials for testosterone therapy, a committee of the National Academy of Sciences said today.",https://www.nytimes.com/2003/11/12/health/panel-urges-small-clinical-trials-for-testosterone-therapy.html,"The U.S. government should sponsor trials for testosterone therapy, a committee of the National Academy of Sciences said today."," The United States government should sponsor small, targeted clinical trials asking whether testosterone therapy can improve conditions like frailty, weakness, failing memories, and loss of sexual function in aging men with low levels of the hormone, a committee of the National Academy of Sciences said today. ",,,The New York Times,[],"[{'name': 'organizations', 'value': 'National Academy of Sciences', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Testosterone', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}]",2003-11-12T05:00:00+0000,article,Health,Health,News,nyt://article/d2315c28-0556-5099-bc67-94213efca6ae,789,nyt://article/d2315c28-0556-5099-bc67-94213efca6ae,Panel Urges Small Clinical Trials for Testosterone Therapy,,,Panel Urges Small Clinical Trials for Testosterone Therapy,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
Former New Jersey gubernatorial spokesman Carl Golden essay on what it is like to have cancer and his views on debate over embryonic stem cell research; holds that he and other cancer survivors understand opposition but believe such research could save lives of those suffering terminal or debilitating illnesses; drawing (M),https://www.nytimes.com/2003/03/30/nyregion/soapbox-cancer-up-close-and-personal.html,Former New Jersey gubernatorial spokesman Carl Golden essay on what it is like to have cancer and his views on debate over embryonic stem cell research; holds that he and other cancer survivors understand opposition but believe such research could...,"I AM a cancer survivor. Nothing terribly unusual about that; there are cancer survivors in nearly every community in New Jersey. There are, though, cancer victims in nearly every cemetery in New Jersey as well.",NJ,14,The New York Times,[],"[{'name': 'subject', 'value': 'Stem Cells', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Fetal Tissue', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}]",2003-03-30T05:00:00+0000,article,New Jersey Weekly Desk,New York,News,nyt://article/8e607d68-b966-59a8-84b6-607584490348,791,nyt://article/8e607d68-b966-59a8-84b6-607584490348,"Cancer, Up Close and Personal",SOAPBOX,,"SOAPBOX; Cancer, Up Close and Personal",,,,By Carl Golden,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Golden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Joyce Wadler column interviews Robert Downey Jr at opening of film The Singing Detective; also speaks with Robert Corrigan, who says he has deal to sell Lycee Francais in Manhattan to Emir of Qatar (M)",https://www.nytimes.com/2003/10/14/nyregion/boldface-names-679046.html,"Joyce Wadler column interviews Robert Downey Jr at opening of film The Singing Detective; also speaks with Robert Corrigan, who says he has deal to sell Lycee Francais in Manhattan to Emir of Qatar (M)",But It Doesn't Sound as Bad in Aramaic,B,2,The New York Times,[],"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'EMIR OF QATAR', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'CORRIGAN, ROBERT', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Downey, Robert Jr', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'LYCEE FRANCAIS (NYC)', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'SINGING DETECTIVE, THE (MOVIE)', 'rank': 7, 'major': 'N'}]",2003-10-14T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/6a389ae0-e2b6-598f-a2c7-cbf926bc74ee,692,nyt://article/6a389ae0-e2b6-598f-a2c7-cbf926bc74ee,BOLDFACE NAMES,,,BOLDFACE NAMES,,,,By Joyce Wadler,"[{'firstname': 'Joyce', 'middlename': None, 'lastname': 'Wadler', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"University of Connecticut at Storrs is opening Bio Science Complex for research on animal stem cells, hoping it will position university for eventual research on fertilized human embryos for cloning; Dr Xiangzhong Yang, leading cloning expert, believes federal rules on human stem cell research will loosen; photos (M)",https://www.nytimes.com/2003/09/17/nyregion/researchers-on-stem-cells-are-making-do-and-hoping.html,"University of Connecticut at Storrs is opening Bio Science Complex for research on animal stem cells, hoping it will position university for eventual research on fertilized human embryos for cloning; Dr Xiangzhong Yang, leading cloning expert, bel...","Dolly the cloned sheep is dead, her carcass stuffed and mounted at the Royal Museum in Edinburgh.",B,5,The New York Times,[],"[{'name': 'organizations', 'value': 'University of Connecticut', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Yang, Xiangzhong', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Animals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Stem Cells', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Cloning', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}]",2003-09-17T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/0f5068a0-09e5-505a-9c20-392baca9de88,728,nyt://article/0f5068a0-09e5-505a-9c20-392baca9de88,"Researchers on Stem Cells Are Making Do, and Hoping",,,"Researchers on Stem Cells Are Making Do, and Hoping",,,,By Marc Santora,"[{'firstname': 'Marc', 'middlename': None, 'lastname': 'Santora', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Another form of medical imaging appears to be better than mammography at detecting nascent tumors in women with a high risk of contracting breast cancer, scientists said here today.     But the scientists, at a meeting of the American Society of Clinical Oncology, disagreed on whether the technique, magnetic resonance imaging, should supplant mammograms. Skeptics said that although M.R.I.'s might detect more tumors they might also produce too many false alarms.   ",https://www.nytimes.com/2003/06/03/us/mri-could-prove-superior-to-mammography.html,,"Another form of medical imaging appears to be better than mammography at detecting nascent tumors in women with a high risk of contracting breast cancer, scientists said here today.",A,28,The New York Times,[],[],2003-06-03T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/14ed43b2-5de9-52b5-a065-426061954953,783,nyt://article/14ed43b2-5de9-52b5-a065-426061954953,M.R.I. Could Prove Superior to Mammography,,,M.R.I. Could Prove Superior to Mammography,,,,By Andrew Pollack,"[{'firstname': 'Andrew', 'middlename': None, 'lastname': 'Pollack', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Ronald Reagan was a genius.     That a B actor could become the leader of a vast conservative revolution is all the more remarkable now that CBS has reminded us just how untutored Hollywood people can be when they dabble in politics. If nothing else, that is one conclusion to draw from the scotched CBS biographical mini-series ''The Reagans,'' which -- sight unseen -- incited conservatives to paint their faces ''Braveheart'' blue and organize a network boycott.  ",https://www.nytimes.com/2003/11/06/arts/the-tv-watch-hollywood-stumbles-at-doorstep-of-politics.html,,Ronald Reagan was a genius.,E,1,The New York Times,[],[],2003-11-06T05:00:00+0000,article,The Arts/Cultural Desk,Arts,News,nyt://article/76e91023-49f8-5288-a91b-8ec1c6fb566a,786,nyt://article/76e91023-49f8-5288-a91b-8ec1c6fb566a,Hollywood Stumbles At Doorstep Of Politics,THE TV WATCH,,THE TV WATCH; Hollywood Stumbles At Doorstep Of Politics,,,,By Alessandra Stanley,"[{'firstname': 'Alessandra', 'middlename': None, 'lastname': 'Stanley', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
"Dr Robert Klitzman article discusses complex issues raised by genetic testing in light of his experiences with patient who has tested postive for gene associated with Huntingon's disease, fatal brain disorder; notes even proposed laws to protect privacy of such data will not protect people from problems that emerge in personal relationships; drawing (M)",https://www.nytimes.com/2003/01/21/health/cases-questions-that-have-no-answers.html,"Dr Robert Klitzman article discusses complex issues raised by genetic testing in light of his experiences with patient who has tested postive for gene associated with Huntingon's disease, fatal brain disorder; notes even proposed laws to protect p...","''My husband and I agreed we wouldn't tell anyone my diagnosis,'' the patient told me. Recently, she had tested positive for the gene associated with Huntington's disease.",F,5,The New York Times,[],"[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""HUNTINGTON'S CHOREA SYNDROME"", 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Privacy', 'rank': 5, 'major': 'N'}]",2003-01-21T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/f5151426-0b52-5bd2-97c6-c2f5e4a810ce,740,nyt://article/f5151426-0b52-5bd2-97c6-c2f5e4a810ce,Questions That Have No Answers,CASES,,CASES; Questions That Have No Answers,,,,"By Robert Klitzman, M.d","[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Klitzman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,Alzheimer
"Dr Richard J Davidson, University of Wisconsin Laboratory for Affective Neuroscience director, leads study published in Proceedings of National Academy of Sciences that links mental state with ability of human immune system to fight off illness; study observed 52 women who were asked to relive extremely negative and positive moments in their lives and then were given flu vaccine; those reliving negative emotions, which stimulate brain's right prefrontal cortex, were found to produce lowest levels of antibodies; study contends that mood and emotion have some ability to modulate physical health; cartoon (M)",https://www.nytimes.com/2003/09/02/health/power-of-positive-thinking-may-have-a-health-benefit-study-says.html,"Dr Richard J Davidson, University of Wisconsin Laboratory for Affective Neuroscience director, leads study published in Proceedings of National Academy of Sciences that links mental state with ability of human immune system to fight off illness; s...",Most people accept the idea that stress and depression chip away at the body's natural ability to fight off disease. But many medical scientists have remained skeptical that the mind can exert such a direct influence over the immune system.,F,5,The New York Times,[],"[{'name': 'organizations', 'value': 'University of Wisconsin', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Proceedings of the National Academy of Sciences', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Davidson, Richard J', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Influenza', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Antibodies', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Emotions', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Immune System', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 12, 'major': 'N'}]",2003-09-02T05:00:00+0000,article,Health & Fitness,Health,News,nyt://article/e0fa2ebe-8af2-5526-8152-e3e451694409,768,nyt://article/e0fa2ebe-8af2-5526-8152-e3e451694409,"Power of Positive Thinking May Have a Health Benefit, Study Says",,,"Power of Positive Thinking May Have a Health Benefit, Study Says",,,,By Erica Goode,"[{'firstname': 'Erica', 'middlename': None, 'lastname': 'Goode', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,Alzheimer
