abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,type_of_material,subsection_name,query_consulta
"The drug maker is said to have agreed to settle charges of improper marketing of Seroquel, an antipsychotic.",https://www.nytimes.com/2010/04/27/business/27drug.html,"The drug maker is said to have agreed to settle charges of improper marketing of Seroquel, an antipsychotic.","AstraZeneca has completed a deal to pay $520 million to settle federal investigations into marketing practices for its blockbuster schizophrenia drug, Seroquel. The Justice Department plans a news conference on Wednesday to disclose details of the case, according to two people close to the negotiations who were not authorized to discuss it publicly. ",The New York Times,[],"[{'name': 'subject', 'value': 'Suits and Litigation', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AstraZeneca PLC', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Whistle-Blowers', 'rank': 4, 'major': 'N'}]",2010-04-26T21:29:32+0000,article,Business,Business Day,nyt://article/43c6ffe8-3468-5f9f-93fb-dbc1928d649b,816,nyt://article/43c6ffe8-3468-5f9f-93fb-dbc1928d649b,"For $520 Million, AstraZeneca Will Settle Case Over Marketing of a Drug",,,"For $520 Million, AstraZeneca Will Settle Case Over Marketing of a Drug",,,,By Duff Wilson,"[{'firstname': 'Duff', 'middlename': None, 'lastname': 'Wilson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,3,News,,dementia
"Maria Petrik of Queens, a widowed Romanian immigrant, struggles to pay her rent and provide for her mother, who has Alzheimer’s disease.",https://www.nytimes.com/2010/01/09/nyregion/09neediest.html,"Maria Petrik of Queens, a widowed Romanian immigrant, struggles to pay her rent and provide for her mother, who has Alzheimer’s disease.","Maria Petrik spreads brittle sheets of paper across a delicate Romanian lace tablecloth. Each page is covered with handwritten translations of words that she and her husband, Gyorgy, taught themselves after arriving in Queens two decades ago. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2010/01/09/nyregion/09neediest01/articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/sfSpan.jpg', 'height': 260, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/01/09/nyregion/09neediest01/thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/01/09/nyregion/09neediest01/thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'New York Times Neediest Cases Fund', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Queens (NYC)', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Catholic Charities', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2010-01-09T03:59:20+0000,article,Metro,New York,nyt://article/950e74bd-4a69-59fd-a16b-510f1d324f3d,802,nyt://article/950e74bd-4a69-59fd-a16b-510f1d324f3d,Still Mourning a Husband While Caring for a Mother,The Neediest Cases,,Still Mourning a Husband While Caring for a Mother,,,,By Russ Buettner,"[{'firstname': 'Russ', 'middlename': None, 'lastname': 'Buettner', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,17,Series,,dementia
"Crime novels by Walter Mosley, Stuart Neville, Joseph Wambaugh and William G. Tapply.",https://www.nytimes.com/2010/11/21/books/review/Crime-t.html,"Crime novels by Walter Mosley, Stuart Neville, Joseph Wambaugh and William G. Tapply.","Whatever the weaknesses of their free-form plots, Walter Mosley’s crime novels are redeemed by the earthy vitality of his characters: an exuberant pageant of fast-talking rogues and unrepentant sinners, high-stepping women, sharp young blades and children wise beyond their years. Meanwhile, on the sidelines, are his philosophical old souls, shaking their heads and laughing at the parade of fools.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/21/books/review/Crime-t_CA0/Crime-t_CA0-jumbo.jpg', 'height': 524, 'width': 367, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/21/books/review/Crime-t_CA0/Crime-t_CA0-popup.jpg', 'height': 500, 'width': 350, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/21/books/review/Crime-t_CA0/Crime-t_CA0-articleInline.jpg', 'height': 268, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/21/books/review/Crime-t_CA0/Crime-t_CA0-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/11/21/books/review/Crime-t_CA0/Crime-t_CA0-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Tapply, William G', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'MOSLEY, WALTER', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Wambaugh, Joseph', 'rank': 4, 'major': 'N'}]",2010-11-19T17:50:22+0000,article,BookReview,Books,nyt://article/32282881-d5d8-5c4b-b668-1b6cee49b8fd,922,nyt://article/32282881-d5d8-5c4b-b668-1b6cee49b8fd,An Eye for an Eye,Crime,,An Eye for an Eye,,,,By Marilyn Stasio,"[{'firstname': 'Marilyn', 'middlename': None, 'lastname': 'Stasio', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BR,26,Review,Book Review,dementia
The league has selected two neurosurgeons to redirect its committee on concussion policy and research and accepted the resignation of the committee’s most controversial member.,https://www.nytimes.com/2010/03/17/sports/17concussions.html,The league has selected two neurosurgeons to redirect its committee on concussion policy and research and accepted the resignation of the committee’s most controversial member.,The N.F.L. further distanced itself from its tumultuous past regarding concussions on Tuesday by selecting two new co-chairmen for a renamed policy committee and accepting the resignation of one of that group’s most prominent members.,The New York Times,[],"[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 3, 'major': 'N'}]",2010-03-16T18:10:57+0000,article,Sports,Sports,nyt://article/0faaf1f1-5fc6-5d37-b9b4-056d6bb0a75f,941,nyt://article/0faaf1f1-5fc6-5d37-b9b4-056d6bb0a75f,N.F.L. Picks New Chairmen for Panel on Concussions,,,N.F.L. Overhauls Concussion Committee,,,,By Alan Schwarz,"[{'firstname': 'Alan', 'middlename': None, 'lastname': 'Schwarz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,B,11,News,,dementia
Emilie Beck turned to playwriting in response to what she saw as George Bush’s indifference to history. “Number of People” is the result.,https://www.nytimes.com/2010/02/28/us/28cncpiven.html,Emilie Beck turned to playwriting in response to what she saw as George Bush’s indifference to history. “Number of People” is the result.," Six years ago, the playwright Emilie Beck was home with a colicky baby and a mounting sense of disconnection from the rest of the world when she read about an exchange between President George W. Bush and Bob Woodward, the author and journalist. ",The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/02/28/us/28cncpiven_CA0/28cncpiven_CA0-popup.jpg', 'height': 430, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/02/28/us/28cncpiven_CA0/28cncpiven_CA0-articleInline.jpg', 'height': 140, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/02/28/us/28cncpiven_CA0/28cncpiven_CA0-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/02/28/us/28cncpiven_CA0/28cncpiven_CA0-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Bush, George W', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}]",2010-02-27T19:28:59+0000,article,National,U.S.,nyt://article/e7bdb939-9266-5ca2-b38a-2241d6bdd8b8,849,nyt://article/e7bdb939-9266-5ca2-b38a-2241d6bdd8b8,Tackling Challenges of Memory and History,Chicago News Cooperative,,Tackling Challenges Of Memory And History,,,,By Jessica Reaves,"[{'firstname': 'Jessica', 'middlename': None, 'lastname': 'Reaves', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,27B,News,,dementia
One last attempt to connect with an estranged mother.,https://www.nytimes.com/2010/11/14/magazine/14lives-t.html,One last attempt to connect with an estranged mother.,"Last winter, after more than three decades of silence, I desperately wanted to see my mother before it was too late. Not to make amends, really. I wanted to see her once and not be afraid. I had been courting her in recent years, sending flowers, fruit and candy for her birthday and holidays, asking to visit. She acknowledged my gifts with terse handwritten notes. She sent back the designer jelly beans with the scrawl “I prefer dark chocolate.” In the past, she ignored me completely, or her response ended with “you stupid idiot.” We were making progress. Yet she still refused to see me.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/14/magazine/14lives/14lives-t_CA0-jumbo.jpg', 'height': 597, 'width': 900, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/14/magazine/14lives/14lives-t_CA0-articleInline.jpg', 'height': 115, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/14/magazine/14lives/14lives-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/11/14/magazine/14lives/14lives-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Families and Family Life', 'rank': 1, 'major': 'N'}]",2010-11-12T14:55:51+0000,article,Magazine,Magazine,nyt://article/429128fc-30af-524a-bdc1-6531db4e318c,829,nyt://article/429128fc-30af-524a-bdc1-6531db4e318c,The Most-Hated Son,Lives,,The Most Hated Son,,,,By Frederick Woolverton,"[{'firstname': 'Frederick', 'middlename': None, 'lastname': 'Woolverton', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,MM,66,News,,dementia
"Sparky Anderson, who died Thursday, managed the Reds and the Tigers his way, and led each to championships.",https://www.nytimes.com/2010/11/07/sports/baseball/07anderson.html,"Sparky Anderson, who died Thursday, managed the Reds and the Tigers his way, and led each to championships."," To everyone in baseball he was Sparky Anderson; hardly anybody called him George. But as a manager, he was not just a spark. He was a bonfire who sometimes burst into a three-alarm blaze.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/07/sports/07ANDERSON/07ANDERSON-jumbo.jpg', 'height': 700, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/07/sports/07ANDERSON/07ANDERSON-popup.jpg', 'height': 445, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/07/sports/07ANDERSON/07ANDERSON-articleInline.jpg', 'height': 130, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/11/07/sports/07ANDERSON/07ANDERSON-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/11/07/sports/07ANDERSON/07ANDERSON-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Cincinnati Reds', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'San Diego Padres', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Baseball', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Detroit Tigers', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'ANDERSON, SPARKY', 'rank': 5, 'major': 'N'}]",2010-11-06T19:05:01+0000,article,Sports,Sports,nyt://article/caf581ad-1225-5cdf-907a-10f6e5e89103,892,nyt://article/caf581ad-1225-5cdf-907a-10f6e5e89103,A Manager Who Stuck to His Guns and Fired Away,Sports of The Times,,A Manager Who Stuck to His Guns and Fired Away,,,,By Dave Anderson,"[{'firstname': 'Dave', 'middlename': None, 'lastname': 'Anderson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SP,5,News,Baseball,dementia
"The more hits to the head you take as a youth, the more likely you are to experience brain deficits in later life, according to experts at the Mayo Clinic concussion conference.",https://slapshot.blogs.nytimes.com/2010/10/19/at-the-mayo-clinic-the-ex-n-h-l-player-with-9-concussions/,"The more hits to the head you take as a youth, the more likely you are to experience brain deficits in later life, according to experts at the Mayo Clinic concussion conference.","ROCHESTER, Minn. — Jim Johnson, a fit 48-year-old who played 13 years in the N.H.L. before retiring in 1998, admitted he was nervous as he listened to Ann McKee, address the Mayo Clinic concussion conference here on Tuesday morning. McKee is the Boston University researcher who has done groundbreaking work with the donated brains of former athletes. ",The New York Times,[],[],2010-10-19T17:10:43+0000,article,,Sports,nyt://article/4bd862bd-6174-593c-990f-8a8737fbd146,915,nyt://article/4bd862bd-6174-593c-990f-8a8737fbd146,At the Mayo Clinic: The Ex-N.H.L. Player With 9 Concussions,Slap Shot,,,,,,By Jeff Z. Klein,"[{'firstname': 'Jeff', 'middlename': 'Z.', 'lastname': 'Klein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,Hockey,dementia
"The N.F.L., with falling franchise values, and its players, facing a lockout in 2011, are running out of time to find common ground.",https://www.nytimes.com/2010/09/05/sports/football/05vecsey.html,"The N.F.L., with falling franchise values, and its players, facing a lockout in 2011, are running out of time to find common ground.","The prospect of a lockout in 2011 is looming over the N.F.L., as ominous as some supersize dirigible hovering over an outdoor stadium, casting a dark shadow and making unpleasant whirring noises. ",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/05/sports/vecsey/vecsey-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2010/09/05/sports/vecsey/vecsey-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/05/sports/vecsey/vecsey-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/09/05/sports/vecsey/vecsey-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/09/05/sports/vecsey/vecsey-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'National Football League', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Goodell, Roger', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Lockouts', 'rank': 5, 'major': 'N'}]",2010-09-04T15:18:51+0000,article,Sports,Sports,nyt://article/ea3aa964-f7cd-59b2-8695-2c0f1e61e186,952,nyt://article/ea3aa964-f7cd-59b2-8695-2c0f1e61e186,The Most Crucial Battles Will Be Off the Field,Sports of The Times,,The Most Crucial Battles Will Be Off the Field,,,,By George Vecsey,"[{'firstname': 'George', 'middlename': None, 'lastname': 'Vecsey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,SP,11,News,Pro Football,dementia
Revelations of missing centenarians have hit an aging population already grappling with caring for the elderly.,https://www.nytimes.com/2010/08/15/world/asia/15japan.html,Revelations of missing centenarians have hit an aging population already grappling with caring for the elderly.,"TOKYO  Japan has long boasted of having many of the world’s oldest people  testament, many here say, to a society with a superior diet and a commitment to its elderly that is unrivaled in the West.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/15/world/asia/japan/japan-articleLarge.jpg', 'height': 337, 'width': 600, 'legacy': {'xlarge': 'images/2010/08/15/world/asia/japan/japan-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 337}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/15/world/asia/japan/japan-articleLarge.jpg', 'height': 337, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/15/world/asia/japan/japan-sfSpan.jpg', 'height': 250, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/08/15/world/asia/japan/japan-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/08/15/world/asia/japan/japan-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Elderly', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Japan', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Longevity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Missing Persons', 'rank': 4, 'major': 'N'}]",2010-08-14T22:57:17+0000,article,Foreign,World,nyt://article/20d69c4b-7cce-5a71-9561-60d52aec279b,965,nyt://article/20d69c4b-7cce-5a71-9561-60d52aec279b,"Japan, Checking on Its Oldest, Finds Many Gone",,,"Japan, Checking on Its Oldest People, Finds Many Gone. Some Long Gone.",,,,By Martin Fackler,"[{'firstname': 'Martin', 'middlename': None, 'lastname': 'Fackler', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,News,Asia Pacific,dementia
"As a young architectural historian, Christopher Gray was determined to find out who had first slept in his 1910 apartment.",https://www.nytimes.com/2010/05/09/realestate/09streets.html,"As a young architectural historian, Christopher Gray was determined to find out who had first slept in his 1910 apartment.","THIRTY-ODD years ago, when I was a young architectural historian moving into the Cornwall, at Broadway and 90th Street, I began wondering who had first slept in my apartment. Four years later, I had emptied my bag of tricks in researching the building.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/05/09/realestate/09streets_CA0/09streets_CA0-articleLarge.jpg', 'height': 409, 'width': 600, 'legacy': {'xlarge': 'images/2010/05/09/realestate/09streets_CA0/09streets_CA0-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 409}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/05/09/realestate/09streets_CA0/09streets_CA0-articleLarge.jpg', 'height': 409, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/05/09/realestate/09streets_CA0/09streets_CA0-sfSpan.jpg', 'height': 265, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/05/09/realestate/09streets_CA0/09streets_CA0-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/05/09/realestate/09streets_CA0/09streets_CA0-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Restoration and Renovation', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Housing and Real Estate', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Buildings (Structures)', 'rank': 3, 'major': 'N'}]",2010-05-06T22:07:53+0000,article,RealEstate,Real Estate,nyt://article/6e1eedfb-f69a-50c0-b009-0df81a2c3406,936,nyt://article/6e1eedfb-f69a-50c0-b009-0df81a2c3406,Obsessively Seeking Original Occupant,Streetscapes | 255 West 90th Street,,Obsessively Seeking Original Occupant,,,,By Christopher Gray,"[{'firstname': 'Christopher', 'middlename': None, 'lastname': 'Gray', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,RE,6,News,,dementia
"For caregivers trying to negotiate the vacation season with elderly parents, there are more choices than ever before.",https://newoldage.blogs.nytimes.com/2010/08/13/on-the-road-with-or-without-elderly-parents/,"For caregivers trying to negotiate the vacation season with elderly parents, there are more choices than ever before.","It’s August, time for a vacation from everything stressful — work, commuting, heat, congestion. But what about caregiving? Do adult children of elderly parents deserve a break from them, too?",The New York Times,[],[],2010-08-13T16:46:20+0000,article,Science,Health,nyt://article/6c9aeb1f-933c-5296-807f-c951d1a45f8a,987,nyt://article/6c9aeb1f-933c-5296-807f-c951d1a45f8a,"On the Road With, or Without, Elderly Parents",The New Old Age,,,,,,By Dale Russakoff,"[{'firstname': 'Dale', 'middlename': None, 'lastname': 'Russakoff', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,,dementia
"Graphic books by Joyce Farmer, Rian Hughes, Darwyn Cooke and Vanessa Davis.",https://www.nytimes.com/2010/12/05/books/review/Wolk-t.html,"Graphic books by Joyce Farmer, Rian Hughes, Darwyn Cooke and Vanessa Davis.","Forty years ago, the pioneering cartoonists of the underground comix movement turned the topics polite society didn’t speak about — sex, drugs, neurosis — into the stuff of their confessional art. Now that they’re older, they have a few final taboos to address bluntly. One of those doing so is Joyce Farmer, who in the ’70s contributed to the feminist anthology Wimmen’s Comix and helped create a notorious series about women’s sexuality whose title can’t be reproduced here. She’s kept a fairly low profile since then, but her new book, SPECIAL EXITS (Fantagraphics, $26.99), is forceful, unsparing and equally concerned, in its way, with saying the unsayable.",The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/05/books/review/Wolk-2/Wolk-2-jumbo.jpg', 'height': 1024, 'width': 689, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/05/books/review/Wolk-2/Wolk-2-popup.jpg', 'height': 743, 'width': 500, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/05/books/review/Wolk-2/Wolk-2-articleInline.jpg', 'height': 282, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2010/12/05/books/review/Wolk-2/Wolk-2-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2010/12/05/books/review/Wolk-2/Wolk-2-thumbStandard-v2.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Comic Books and Strips', 'rank': 2, 'major': 'N'}]",2010-12-03T19:08:25+0000,article,BookReview,Books,nyt://article/25290f9c-f1fa-51f4-8df9-27b0390e2623,970,nyt://article/25290f9c-f1fa-51f4-8df9-27b0390e2623,Comics,,,Comics,,,,By Douglas Wolk,"[{'firstname': 'Douglas', 'middlename': None, 'lastname': 'Wolk', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BR,36,Review,Book Review,dementia
