abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section,print_page,subsection_name,query_consulta
"Robert Loggia stars as the dying patriarch of a Connecticut clan in “Harvest,” a meticulously written and exquisitely acted film.",https://www.nytimes.com/2011/05/06/movies/harvest-with-robert-loggia-and-barbara-barrie-review.html,"Robert Loggia stars as the dying patriarch of a Connecticut clan in “Harvest,” a meticulously written and exquisitely acted film.","“The one thing in life that really matters is family.” So declares Siv Monopoli (Robert Loggia), the dying 83-year-old patriarch of a southern Connecticut clan, to his grandson Josh (Jack T. Carpenter), in Marc Meyers’s film “Harvest.” When feeling his oats, Siv, a burly World War II veteran with a guilty secret, likes to announce that he is “cooking with gas,” but now there is almost none left.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/06/arts/06HARVEST/HARVEST-articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2011/05/06/arts/06HARVEST/HARVEST-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/06/arts/06HARVEST/HARVEST-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/06/arts/06HARVEST/HARVEST-jumbo.jpg', 'height': 683, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/06/arts/06HARVEST/HARVEST-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/06/arts/06HARVEST/HARVEST-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/06/arts/06HARVEST/HARVEST-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/05/06/arts/06HARVEST/HARVEST-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/05/06/arts/06HARVEST/HARVEST-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Loggia, Robert', 'rank': 2, 'major': 'N'}]",2011-05-05T22:34:06+0000,article,Weekend,Movies,Review,nyt://article/3250aa1f-b853-5847-9e49-6d57c97e3f6f,865,nyt://article/3250aa1f-b853-5847-9e49-6d57c97e3f6f,The Family That Stays Together Frays Together,Movie Review | 'Harvest',,The Family That Stays Together Frays Together,,,,By Stephen Holden,"[{'firstname': 'Stephen', 'middlename': None, 'lastname': 'Holden', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,16,,dementia
A committee voted that the agency approve the first test that can show Alzheimer’s in the brain of a living person.,https://www.nytimes.com/2011/01/21/health/21alzheimers.html,A committee voted that the agency approve the first test that can show Alzheimer’s in the brain of a living person.,An advisory committee to the Food and Drug Administration recommended unanimously Thursday that the agency approve the first test  a brain scan  that can show the characteristic plaques of Alzheimer’s disease in the brain of a living person. The approval was contingent on radiologists agreeing on what the scans say and doctors being trained in how to read the scans.,The New York Times,[],"[{'name': 'subject', 'value': 'Brain', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Avid Radiopharmaceuticals', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tests and Testing', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Lilly, Eli, & Co', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 7, 'major': 'N'}]",2011-01-21T01:32:28+0000,article,National,Health,News,nyt://article/6476ccba-10eb-5364-a96b-76acc0378ceb,1050,nyt://article/6476ccba-10eb-5364-a96b-76acc0378ceb,F.D.A. Sees Promise in Alzheimer’s Imaging Drug,,,Alzheimer’s Test For Live Patients Clears a Hurdle,,,,By Gina Kolata,"[{'firstname': 'Gina', 'middlename': None, 'lastname': 'Kolata', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,1,,dementia
Ms. Bloom was responsible for converting an old coffee barge into a floating stage and one of the more magical places in New York’s classical music scene.,https://www.nytimes.com/2011/11/26/arts/music/olga-bloom-violinist-and-violist-who-created-bargemusic-dies-at-92.html,Ms. Bloom was responsible for converting an old coffee barge into a floating stage and one of the more magical places in New York’s classical music scene.,"If music can salve the soul, imagine hearing it accompanied by the balm of a river’s undulations, the twinkle of the Manhattan skyline, the soothing flow of river traffic. Audiences at Bargemusic, the city’s floating concert hall moored at Fulton Ferry Landing in Brooklyn, have that experience several nights a week. It is one of the more magical places on the classical music scene and, for that matter, in all of New York.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/26/arts/26bloom/26bloom-articleLarge.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2011/11/26/arts/26bloom/26bloom-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/26/arts/26bloom/26bloom-blog480.jpg', 'height': 320, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/26/arts/26bloom/26bloom-jumbo.jpg', 'height': 682, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/26/arts/26bloom/26bloom-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/26/arts/26bloom/26bloom-articleInline.jpg', 'height': 127, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/26/arts/26bloom/26bloom-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/26/arts/26bloom/26bloom-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/11/26/arts/26bloom/26bloom-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Bloom, Olga', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Bargemusic', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Peskanov, Mark', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Classical Music', 'rank': 5, 'major': 'N'}]",2011-11-25T15:33:41+0000,article,Culture,Arts,Obituary (Obit),nyt://article/19cd5bdc-ad56-5329-af4a-e99b13f53b5b,898,nyt://article/19cd5bdc-ad56-5329-af4a-e99b13f53b5b,"Olga Bloom, Violinist and Violist Who Created Bargemusic, Dies at 92",,,"Olga Bloom, the Founder of Bargemusic, Dies at 92",,,,By Daniel J. Wakin,"[{'firstname': 'Daniel', 'middlename': 'J.', 'lastname': 'Wakin', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,7,Music,dementia
"Researchers are exploring a somewhat controversial link between minor, or subclinical, thyroid problems and some patients’ psychiatric difficulties.",https://www.nytimes.com/2011/11/22/health/for-some-psychiatric-troubles-may-begin-with-the-thyroid.html,"Researchers are exploring a somewhat controversial link between minor, or subclinical, thyroid problems and some patients’ psychiatric difficulties.","In patients with depression, anxiety and other psychiatric problems, doctors often find abnormal blood levels of thyroid hormone. Treating the problem, they have found, can lead to improvements in mood, memory and cognition.",The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/22/science/22THYR_SPAN/22THYR_SPAN-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {'xlarge': 'images/2011/11/22/science/22THYR_SPAN/22THYR_SPAN-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 360}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/22/science/22THYR_SPAN/22THYR-blog480.jpg', 'height': 293, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/22/science/22THYR_SPAN/22THYR-jumbo.jpg', 'height': 626, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/22/science/22THYR_SPAN/22THYR_SPAN-articleLarge.jpg', 'height': 360, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/22/science/22THYR_SPAN/22THYR-sfSpan.jpg', 'height': 241, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/11/22/science/22THYR_SPAN/22THYR_SPAN-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/11/22/science/22THYR_SPAN/22THYR_SPAN-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Anxiety and Stress', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Depression (Mental)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Thyroid Gland', 'rank': 5, 'major': 'N'}]",2011-11-21T20:41:01+0000,article,Science,Health,News,nyt://article/bd3de3d6-da8f-51d4-a110-5ebbd7d3448f,926,nyt://article/bd3de3d6-da8f-51d4-a110-5ebbd7d3448f,"For Some, Psychiatric Trouble May Start in Thyroid",,,"For Some, Psychiatric Trouble May Start in Thyroid",,,,By Harriet Brown,"[{'firstname': 'Harriet', 'middlename': None, 'lastname': 'Brown', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,5,,dementia
"With the end of the N.F.L. lockout, King Football is back dominating the sports landscape.",https://www.nytimes.com/2011/08/12/us/12cncmcgrath.html,"With the end of the N.F.L. lockout, King Football is back dominating the sports landscape.",Dan McGrath writes a column for the Chicago News Cooperative.,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/12/us/12CNCSPORTS/12CNCSPORTS-jumbo.jpg', 'height': 1024, 'width': 700, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/12/us/12CNCSPORTS/12CNCSPORTS-popup.jpg', 'height': 500, 'width': 342, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/12/us/12CNCSPORTS/12CNCSPORTS-articleInline.jpg', 'height': 278, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/08/12/us/12CNCSPORTS/12CNCSPORTS-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/08/12/us/12CNCSPORTS/12CNCSPORTS-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Football', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Lockouts', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Chicago Bears', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Chicago (Ill)', 'rank': 6, 'major': 'N'}]",2011-08-12T04:26:45+0000,article,National,U.S.,News,nyt://article/718b16d1-cd55-5c1c-9308-1bc08ff8d83a,905,nyt://article/718b16d1-cd55-5c1c-9308-1bc08ff8d83a,A Giddiness Reigns in the Bears Camp,Chicago News Cooperative | Sports,,A Giddiness Reigns in the Bears Camp,,,,By Dan McGrath,"[{'firstname': 'Dan', 'middlename': None, 'lastname': 'McGrath', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A,19B,,dementia
"In Dana Spiotta’s new novel, a Los Angeles musician’s family feels the fallout from his devotion to what might have been.",https://www.nytimes.com/2011/07/12/books/stone-arabia-by-dana-spiotta-book-review.html,"In Dana Spiotta’s new novel, a Los Angeles musician’s family feels the fallout from his devotion to what might have been.",Identity — and the very American belief that individuals can invent or reinvent themselves anew here — is the bright thread that runs through the work of the immensely talented novelist Dana Spiotta. ,The New York Times,"[{'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/JPBOOK/JPBOOK-jumbo.jpg', 'height': 1024, 'width': 764, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/JPBOOK/JPBOOK-popup.jpg', 'height': 500, 'width': 373, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/JPBOOK/JPBOOK-articleInline.jpg', 'height': 255, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/07/12/arts/JPBOOK/JPBOOK-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/07/12/arts/JPBOOK/JPBOOK-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rock Music', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Spiotta, Dana', 'rank': 3, 'major': 'N'}]",2011-07-11T21:00:53+0000,article,Culture,Books,Review,nyt://article/a8a603d7-7991-5277-a277-a7ea805538c1,928,nyt://article/a8a603d7-7991-5277-a277-a7ea805538c1,"A Rock-Star Life Imagined, but Never Actually Achieved",Books of The Times,,"The Life Imagined, But Never Achieved",,,,By Michiko Kakutani,"[{'firstname': 'Michiko', 'middlename': None, 'lastname': 'Kakutani', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,C,1,,dementia
"In the fourth novel of an unorthodox mystery series, the ex-P.I. Jackson Brodie searches for a missing woman.",https://www.nytimes.com/2011/04/17/books/review/book-review-started-early-took-my-dog-by-kate-atkinson.html,"In the fourth novel of an unorthodox mystery series, the ex-P.I. Jackson Brodie searches for a missing woman.","It’s West Yorkshire not long before the Yorkshire Ripper starts his killing spree, and two police officers make a grisly discovery. Behind a locked door in a block of flats lies the decomposing body of a woman. But that’s not the worst of it. The worst of it is there’s a child locked in with her, “filthy, nothing but skin and bone,” looking “like a famine victim.”",The New York Times,"[{'rank': 0, 'subtype': 'blog480', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/17/books/review/McCulloch/McCulloch-blog480.jpg', 'height': 388, 'width': 480, 'legacy': {}, 'subType': 'blog480', 'crop_name': 'blog480'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/17/books/review/McCulloch/McCulloch-jumbo.jpg', 'height': 828, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/17/books/review/McCulloch/McCulloch-popup.jpg', 'height': 526, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/17/books/review/McCulloch/McCulloch-articleInline.jpg', 'height': 154, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/17/books/review/McCulloch/McCulloch-sfSpan.jpg', 'height': 319, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/04/17/books/review/McCulloch/McCulloch-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/04/17/books/review/McCulloch/McCulloch-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Books and Literature', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Atkinson, Kate', 'rank': 2, 'major': 'N'}]",2011-04-15T16:19:01+0000,article,BookReview,Books,Review,nyt://article/3be0e4e2-612e-58db-b3a7-c8b221802c0d,943,nyt://article/3be0e4e2-612e-58db-b3a7-c8b221802c0d,Kate Atkinson’s Unorthodox Mystery Series,,,Shadowed Past,,,,By Alison McCulloch,"[{'firstname': 'Alison', 'middlename': None, 'lastname': 'McCulloch', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,BR,9,Book Review,dementia
"Aggressive control of blood sugar levels makes little sense for frail, elderly patients with Type 2 diabetes, one researcher maintains.",https://newoldage.blogs.nytimes.com/2011/04/11/for-elderly-diabetics-questions-about-aggressive-care/,"Aggressive control of blood sugar levels makes little sense for frail, elderly patients with Type 2 diabetes, one researcher maintains.","The more I talk to researchers about caring for older people, the more a couple of themes emerge. Namely:",The New York Times,[],"[{'name': 'subject', 'value': 'Diabetes', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 4, 'major': 'N'}]",2011-04-11T12:56:25+0000,article,,Health,,nyt://article/d3b43640-273f-5558-9761-48cc323e12a8,829,nyt://article/d3b43640-273f-5558-9761-48cc323e12a8,"For Elderly Diabetics, Questions About Aggressive Care",The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"In Texas, older travelers park their R.V.’s for good at an unusual assisted living facility.",https://newoldage.blogs.nytimes.com/2011/08/29/at-the-end-of-the-road/,"In Texas, older travelers park their R.V.’s for good at an unusual assisted living facility.","Faced with the usual options for senior housing and elder care, some older adults are inventing their own grass-roots versions — do-it-yourself senior living that’s friendlier, more autonomous and less expensive. Fellows in the News21 program at the Columbia University Graduate School of Journalism are posting video reports on four of these: a shared housing arrangement in White Plains, a senior cohousing development in Virginia, an urban village in Chicago and an R.V. community in East Texas. ",The New York Times,[],"[{'name': 'subject', 'value': 'Elder Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elderly', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Recreational Vehicles', 'rank': 4, 'major': 'N'}]",2011-08-29T18:44:44+0000,article,,Health,News,nyt://article/8328f1ed-eef0-5225-aad2-82fe7389db4a,906,nyt://article/8328f1ed-eef0-5225-aad2-82fe7389db4a,At the End of the Road,The New Old Age,,,,,,By Jason Tomassini and Dewi Cooke,"[{'firstname': 'Jason', 'middlename': None, 'lastname': 'Tomassini', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Dewi', 'middlename': None, 'lastname': 'Cooke', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,,,,dementia
The latest Pew study shows many people are trying to learn about medical diseases that involve pain.,https://prescriptions.blogs.nytimes.com/2011/02/01/health-care-is-high-among-web-searches/,The latest Pew study shows many people are trying to learn about medical diseases that involve pain.,"Four in five Internet users have searched the Web for health care information, most often checking on specific diseases and treatments, a Pew Internet Project survey reported on Tuesday. ",The New York Times,[],"[{'name': 'subject', 'value': 'Computers and the Internet', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Pew Research Center', 'rank': 4, 'major': 'N'}]",2011-02-01T12:00:52+0000,article,,Health,,nyt://article/a83c1ef6-1dc7-52a8-8ca0-2925113c3d42,895,nyt://article/a83c1ef6-1dc7-52a8-8ca0-2925113c3d42,Health Care Is High Among Web Searches,Prescriptions,,,,,,By Milt Freudenheim,"[{'firstname': 'Milt', 'middlename': None, 'lastname': 'Freudenheim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
"To The Onion, the satirical newspaper and Web site, “SportsCenter’s” quotidian elements offer a rich target for extreme parody.",https://www.nytimes.com/2011/01/10/sports/10onion.html,"To The Onion, the satirical newspaper and Web site, “SportsCenter’s” quotidian elements offer a rich target for extreme parody.", ,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/10/sports/10onion1/10onion1-articleLarge.jpg', 'height': 315, 'width': 600, 'legacy': {'xlarge': 'images/2011/01/10/sports/10onion1/10onion1-articleLarge.jpg', 'xlargewidth': 600, 'xlargeheight': 315}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'jumbo', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/10/sports/10onion1/10onion1-jumbo.jpg', 'height': 681, 'width': 1024, 'legacy': {}, 'subType': 'jumbo', 'crop_name': 'jumbo'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/10/sports/10onion1/10onion1-popup.jpg', 'height': 433, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/10/sports/10onion1/10onion1-articleInline.jpg', 'height': 126, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/10/sports/10onion1/10onion1-sfSpan.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2011/01/10/sports/10onion1/10onion1-thumbStandard.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2011/01/10/sports/10onion1/10onion1-thumbStandard.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Comedy Central', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Onion, The', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'ESPN', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 4, 'major': 'N'}]",2011-01-10T00:39:06+0000,article,Sports,Sports,News,nyt://article/de5bf44b-c672-5859-8ac2-56a6e3bd79e1,955,nyt://article/de5bf44b-c672-5859-8ac2-56a6e3bd79e1,Onion Hopes Parody of ‘SportsCenter’ Leaves Viewers Saying Boo-Yah,,,Onion Hopes ‘SportsCenter’ Parody Leaves Viewers Saying Boo-Yah,,,,By Richard Sandomir,"[{'firstname': 'Richard', 'middlename': None, 'lastname': 'Sandomir', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,D,8,,dementia
One man’s exit from a nursing home.,https://newoldage.blogs.nytimes.com/2011/12/08/the-nursing-home-exodus-pt-2/,One man’s exit from a nursing home.,"In January, when he was only 91, Edwin Murphy awoke in a hospital in Albuquerque, N.M., and learned that he’d had a heart attack.",The New York Times,[],"[{'name': 'subject', 'value': 'Elder Care', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 2, 'major': 'N'}]",2011-12-08T17:32:19+0000,article,,Health,News,nyt://article/e58a3f43-76bd-55da-a5ad-b0684d45acaf,850,nyt://article/e58a3f43-76bd-55da-a5ad-b0684d45acaf,"The Nursing Home Exodus, Part 2",The New Old Age,,,,,,By Paula Span,"[{'firstname': 'Paula', 'middlename': None, 'lastname': 'Span', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,,dementia
