abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name,slideshow_credits,query_consulta
Now the last two standing Democratic titans come lumbering into North Carolina’s late primary. Help! Smarter villagers tend to run.,https://www.nytimes.com/2008/05/01/opinion/01gurganus.html,Now the last two standing Democratic titans come lumbering into North Carolina’s late primary. Help! Smarter villagers tend to run.,"With just days to go before the Indiana and North Carolina primaries, the Op-Ed page asked writers from each state to report on the race. Here are their first dispatches.",A,25,The New York Times,"[{'rank': 0, 'subtype': 'wide', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/01/opinion/01opart.190h.jpg', 'height': 126, 'width': 190, 'legacy': {'widewidth': 190, 'wideheight': 126, 'wide': 'images/2008/05/01/opinion/01opart.190h.jpg'}, 'subType': 'wide', 'crop_name': 'thumbWide'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/01/opinion/01opart.large.jpg', 'height': 962, 'width': 250, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/01/opinion/01opart.190v.jpg', 'height': 240, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/01/opinion/01opart.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/05/01/opinion/01opart.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'glocations', 'value': 'North Carolina', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Primaries and Caucuses', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Clinton, Hillary Rodham', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2008', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Elections (US)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 8, 'major': 'N'}]",2008-05-01T04:00:00+0000,article,OpEd,Opinion,Op-Ed,nyt://article/e1ac05f1-523e-5894-ad43-cdf9e536aa91,563,nyt://article/e1ac05f1-523e-5894-ad43-cdf9e536aa91,"Carolina, Out of Its Mind",Op-Ed Contributor,,"Carolina, Out of Its Mind",,,,By Allan Gurganus,"[{'firstname': 'Allan', 'middlename': None, 'lastname': 'Gurganus', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"Cardinal Edward M. Egan and the state’s most prominent politicians turned out for a memorial service for Barbara Bruno, the wife of the State Senate majority leader, Joseph L. Bruno.",https://cityroom.blogs.nytimes.com/2008/01/14/senator-brunos-wife-is-eulogized/,"Cardinal Edward M. Egan and the state’s most prominent politicians turned out for a memorial service for Barbara Bruno, the wife of the State Senate majority leader, Joseph L. Bruno.","Several hundred people — including Cardinal Edward M. Egan, the archbishop of New York, and a who’s who of state politicians — turned out today for a memorial service for Barbara Bruno, the wife of the State Senate majority leader, Joseph L. Bruno. Mrs. Bruno died on Jan. 8 after a long battle with Alzheimer’s disease.Lining the first row: Attorney General Andrew M. Cuomo, Gov. Eliot Spitzer, Mayor Michael R. Bloomberg and his companion, Diana L. Taylor; the City Council speaker, Christine C. Quinn, and Lt. Gov. David A. Paterson. Others in attendance includes former United States Senator Alfonse M. D’Amato, Assembly Speaker Sheldon Silver and State Comptroller Thomas P. DiNapoli. ",,,The New York Times,[],[],2008-01-14T22:47:50+0000,article,Metro,New York,News,nyt://article/ecf6c578-e346-5df2-894e-d0ea5e729e0d,629,nyt://article/ecf6c578-e346-5df2-894e-d0ea5e729e0d,Senator Bruno’s Wife Is Eulogized,City Room,,,,,,By Danny Hakim,"[{'firstname': 'Danny', 'middlename': None, 'lastname': 'Hakim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"'Twilight"" fans have a short wait for the next installment of the vampire saga. A spokesman for Summit Entertainment says ""New Moon"" is following almost exactly 12 months after the first movie, opening Nov. 20, 2009. Summit has tapped Chris Weitz , who directed ""The Golden Compass,"" for ""New Moon,"" based on the second book in Stephenie Meyer's best-selling series about the dangerous romance between a teen (played by Kristen Stewart ) and a vampire (played by Robert Pattinson ) who is fighting his bloodsucking instincts. Weitz is taking over the franchise from the last ""Twilight"" director, Catherine Hardwicke . ""Twilight"" has shot to $150 million at the box office since debuting Nov. 21.",https://www.nytimes.com/2008/12/18/arts/18iht-peepthu.1.18749711.html,,"'Twilight"" fans have a short wait for the next installment of the vampire saga. A spokesman for Summit Entertainment says ""New Moon"" is following almost exactly 12 months after the first movie, opening Nov. 20, 2009. Summit has tapped Chris Weitz , who directed ""The Golden Compass,"" for ""New Moon,"" based on the second book in Stephenie Meyer's best-selling series about the dangerous romance between a teen (played by Kristen Stewart ) and a vampire (played by Robert Pattinson ) who is fighting his bloodsucking instincts. Weitz is taking over the franchise from the last ""Twilight"" director, Catherine Hardwicke . ""Twilight"" has shot to $150 million at the box office since debuting Nov. 21.",,,International Herald Tribune,[],[],2008-11-17T05:00:00+0000,article,IHT News,Arts,News,nyt://article/0f09a955-658c-5b91-9040-154d0e19e75c,692,nyt://article/0f09a955-658c-5b91-9040-154d0e19e75c,"Chris Weitz, Stephenie Meyer, will.i.am",,,"Chris Weitz, Stephenie Meyer, will.i.am",,,,,[],,,,Alzheimer
Dremiel Byers’s path to elite wrestling and the Olympic trials has not been typical. He stumbled into it almost by accident.,https://www.nytimes.com/2008/06/15/sports/olympics/15wrestling.html,Dremiel Byers’s path to elite wrestling and the Olympic trials has not been typical. He stumbled into it almost by accident.,"LAS VEGAS  After winning a Greco-Roman wrestling world title in 2002, Dremiel Byers celebrated like a man possessed.",SP,9,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/15/sports/15wrestling.1.190.jpg', 'height': 216, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/06/15/sports/15wrestling.1.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/06/15/sports/15wrestling.1.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Olympic Games', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Wrestling', 'rank': 2, 'major': 'N'}]",2008-06-15T04:00:00+0000,article,Sports,Sports,News,nyt://article/2b08ce7c-de87-56cc-96b4-be1416689103,772,nyt://article/2b08ce7c-de87-56cc-96b4-be1416689103,An Olympics to Make and a Promise to Keep,,,An Olympics to Make And a Promise to Keep,,,,By Greg Bishop,"[{'firstname': 'Greg', 'middlename': None, 'lastname': 'Bishop', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Olympics,,Alzheimer
"Drugs widely used to manage aggressive outbursts in intellectually disabled people are no more effective than placebo, researchers are reporting.",https://www.nytimes.com/2008/01/04/health/research/03cnd-drug.html,"Drugs widely used to manage aggressive outbursts in intellectually disabled people are no more effective than placebo, researchers are reporting.","The drugs most widely used to manage aggressive outbursts in intellectually disabled people are no more effective than dummy pills for most patients and may be less so, researchers are reporting.",,,The New York Times,[],"[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 4, 'major': 'N'}]",2008-01-04T05:00:00+0000,article,Science,Health,News,nyt://article/4f1d5f47-2f08-591b-8f22-2369fab347c2,797,nyt://article/4f1d5f47-2f08-591b-8f22-2369fab347c2,"Drugs Offer No Benefit in Curbing Aggression, Study Finds",,,,,,,By Benedict Carey,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Research,,Alzheimer
What exactly was Jim Cramer’s opinion on Bear Stearns’s stock?,https://www.nytimes.com/2008/03/23/business/23suits.html,What exactly was Jim Cramer’s opinion on Bear Stearns’s stock?," Jim Cramer expresses opinions with a certitude, not to mention amplitude, that leaves the audience of his CNBC show, ""Mad Money,"" in no doubt about where he stands on a topic. Yet after being widely ridiculed last week for seeming to dismiss concerns about the future of Bear Stearns days before the bank was rescued and its stock collapsed, Mr. Cramer has complained that he was misunderstood.",BU,2,The New York Times,"[{'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/23/business/23suitsA.190.jpg', 'height': 136, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/03/23/business/23suitsA.75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/03/23/business/23suitsA.75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Cramer, James J', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'CNBC', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Toyota Motor Corp', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Ferrari SpA', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Yeoh, Michelle', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Executives and Management', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Schumacher, Michael', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Food and Drug Administration', 'rank': 9, 'major': 'N'}]",2008-03-23T04:00:00+0000,article,SundayBusiness,Business Day,News,nyt://article/28aa2b57-7919-5370-a6c0-2e06060a7d71,714,nyt://article/28aa2b57-7919-5370-a6c0-2e06060a7d71,"Well, What He Really Meant to Say Was...",Suits,,"Well, What He Really Meant to Say Was...",,,,By Conrad De Aenlle,"[{'firstname': 'Conrad', 'middlename': None, 'lastname': 'De Aenlle', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"Despite the hype, the era of personal medicine -- where your treatment is tailored for your genes -- remains frustratingly far away.",https://www.nytimes.com/2008/08/17/opinion/17judson.html,"Despite the hype, the era of personal medicine -- where your treatment is tailored for your genes -- remains frustratingly far away.",London,WK,10,The New York Times,[],"[{'name': 'subject', 'value': 'Genealogy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Genetic Engineering', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'DNA (Deoxyribonucleic Acid)', 'rank': 5, 'major': 'N'}]",2008-08-16T23:00:19+0000,article,OpEd,Opinion,Op-Ed,nyt://article/97527c09-c22f-5cc1-9b27-3f47660cde58,775,nyt://article/97527c09-c22f-5cc1-9b27-3f47660cde58,"Testing Genes, Solving Little",Guest Columnist,,"Testing Genes, Solving Little",,,,By Olivia Judson,"[{'firstname': 'Olivia', 'middlename': None, 'lastname': 'Judson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"Despite suggestions in various news reports that Katie Couric or Ryan Seacrest might eventually take over for him, Larry King  sought to tamp down speculation that any succession was imminent.",https://www.nytimes.com/2008/05/17/arts/television/17king.html,"Despite suggestions in various news reports that Katie Couric or Ryan Seacrest might eventually take over for him, Larry King  sought to tamp down speculation that any succession was imminent.","Larry King, who said last year that he hoped Ryan Seacrest would succeed him on CNN should he ever give up his prime-time show, invited Mr. Seacrest on as a guest on Thursday night and then sought to tamp down speculation that any succession was imminent.",B,7,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/17/arts/kingspan.jpg', 'height': 260, 'width': 600, 'legacy': {'xlarge': 'images/2008/05/17/arts/kingspan.jpg', 'xlargewidth': 600, 'xlargeheight': 260}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/17/arts/kingspan.jpg', 'height': 260, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/17/arts/kingsec.jpg', 'height': 263, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/05/17/arts/king75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/05/17/arts/king75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'persons', 'value': 'Couric, Katie', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Cable News Network', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'King, Larry', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Seacrest, Ryan', 'rank': 5, 'major': 'N'}]",2008-05-17T04:00:00+0000,article,Culture,Arts,News,nyt://article/891a95b8-ba8c-5416-8c8c-8ab42602acfa,684,nyt://article/891a95b8-ba8c-5416-8c8c-8ab42602acfa,"Talk of Larry King’s Successor Won’t Stop, but Neither Does Larry King",,,"Talk of Larry King’s Successor Won’t Stop, but Neither Does Larry King",,,,By Jacques Steinberg,"[{'firstname': 'Jacques', 'middlename': None, 'lastname': 'Steinberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Television,,Alzheimer
"At a wake and at a memorial service, mourners recalled the legacy of Ramon S. Velez, the onetime antipoverty baron of the Bronx.",https://cityroom.blogs.nytimes.com/2008/12/03/mourners-remember-a-bronx-political-force/,"At a wake and at a memorial service, mourners recalled the legacy of Ramon S. Velez, the onetime antipoverty baron of the Bronx."," For the last two days, among many Bronx politicians and others, there has been a stream of reminiscences of Ramon S. Velez, the onetime pre-eminent antipoverty baron of the South Bronx who died on Sunday at age 75 after a long battle with Alzheimer’s disease. ",,,The New York Times,[],[],2008-12-03T21:10:58+0000,article,Metro,New York,News,nyt://article/6bc16989-7041-533b-8652-1f696b2c7371,871,nyt://article/6bc16989-7041-533b-8652-1f696b2c7371,Mourners Remember a Bronx Political Force,City Room,,,,,,By Jonathan P. Hicks,"[{'firstname': 'Jonathan', 'middlename': 'P.', 'lastname': 'Hicks', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"LONDON — It was supposed to be simple. Once it became cheap to scan large numbers of people for large numbers of genetic differences, everyone assumed that it would swiftly become straightforward to convert genetic differences into physical differences - that we'd be able to look at someone's genome and say, this man is between 5 feet 10 inches and 6 feet 2 inches, has black hair, green eyes and a high risk of developing diabetes.",https://www.nytimes.com/2008/08/18/opinion/18iht-edjudson.1.15388463.html,,"LONDON — It was supposed to be simple. Once it became cheap to scan large numbers of people for large numbers of genetic differences, everyone assumed that it would swiftly become straightforward to convert genetic differences into physical differences - that we'd be able to look at someone's genome and say, this man is between 5 feet 10 inches and 6 feet 2 inches, has black hair, green eyes and a high risk of developing diabetes.",,,International Herald Tribune,[],[],2008-08-18T05:00:00+0000,article,IHT News,Opinion,News,nyt://article/5fc24e37-5cab-5bd3-844c-90d4ee3dbbc9,745,nyt://article/5fc24e37-5cab-5bd3-844c-90d4ee3dbbc9,"Testing genes, solving little",,,"Testing genes, solving little",,,,By Olivia Judson,"[{'firstname': 'Olivia', 'middlename': None, 'lastname': 'Judson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
The drugs most widely used to manage aggressive outbursts in intellectually disabled people are no more effective than placebos for most patients and may be less so.,https://www.nytimes.com/2008/01/04/health/04aggression.html,The drugs most widely used to manage aggressive outbursts in intellectually disabled people are no more effective than placebos for most patients and may be less so.,"The drugs most widely used to manage aggressive outbursts in intellectually disabled people are no more effective than placebos for most patients and may be less so, researchers report.",A,11,The New York Times,[],"[{'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGGRESSION', 'rank': 4, 'major': 'N'}]",2008-01-04T05:00:00+0000,article,National,Health,News,nyt://article/fff0a639-298f-516d-a213-0a4425d7751b,785,nyt://article/fff0a639-298f-516d-a213-0a4425d7751b,"Drugs Offer No Benefit in Curbing Aggression, Study Finds",,,"Drugs Used on Aggression in Those With Low I.Q.’s Provide No Benefit, Study Says",,,,By Benedict Carey,"[{'firstname': 'Benedict', 'middlename': None, 'lastname': 'Carey', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"While sweeping claims are often made for alternative medicine treatments, the scientific evidence for them often lags behind.",https://www.nytimes.com/2008/09/30/health/research/30tria.html,"While sweeping claims are often made for alternative medicine treatments, the scientific evidence for them often lags behind.","More than 80 million adults in the United States are estimated to use some form of alternative medicine, from herbs and megavitamins to yoga and acupuncture. But while sweeping claims are made for these treatments, the scientific evidence for them often lags far behind: studies and clinical trials, when they exist at all, can be shoddy in design and too small to yield reliable insights. ",F,7,The New York Times,"[{'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/29/science/30alt_650.jpg', 'height': 450, 'width': 650, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'articleInline', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/29/science/30alt_190.jpg', 'height': 136, 'width': 190, 'legacy': {}, 'subType': 'articleInline', 'crop_name': 'articleInline'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/29/science/30alt_395.jpg', 'height': 274, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/09/29/science/30alt_75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/09/29/science/30alt_75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'subject', 'value': 'Medicine and Health', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Acupuncture', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Alternative and Complementary Medicine', 'rank': 4, 'major': 'N'}]",2008-09-29T20:32:13+0000,article,Science,Health,News,nyt://article/aef778e0-7d50-56e6-8250-7f1efd61d1ee,804,nyt://article/aef778e0-7d50-56e6-8250-7f1efd61d1ee,Applying Science to Alternative Medicine,,,Applying Science to Alternative Medicine,,,,By William J. Broad,"[{'firstname': 'William', 'middlename': 'J.', 'lastname': 'Broad', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,Research,,Alzheimer
Speakers opposed to the expansion of Columbia University in the western part of Harlem linked the university’s plan with gentrification taking place elsewhere in Harlem.,https://www.nytimes.com/2008/09/05/nyregion/05harlem.html,Speakers opposed to the expansion of Columbia University in the western part of Harlem linked the university’s plan with gentrification taking place elsewhere in Harlem.,The Empire State Development Corporation board this week held its only public hearing before it decides whether to use eminent domain to allow for the $6.3 billion expansion of Columbia University into Manhattanville.,B,2,The New York Times,[],"[{'name': 'organizations', 'value': 'Columbia University', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Eminent Domain', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Empire State Development Corp', 'rank': 3, 'major': 'N'}]",2008-09-05T02:10:03+0000,article,Metro,New York,News,nyt://article/b3eeed10-b5bf-5996-9bba-0061d33ba1ae,762,nyt://article/b3eeed10-b5bf-5996-9bba-0061d33ba1ae,Hearing on Columbia Plan Elicits Emotional Speeches,,,Hearing on Columbia Plan Elicits Emotional Speeches,,,,By Timothy Williams,"[{'firstname': 'Timothy', 'middlename': None, 'lastname': 'Williams', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"LONDON — It was supposed to be simple. Once it became cheap to scan large numbers of people for large numbers of genetic differences, everyone assumed that it would swiftly become straightforward to convert genetic differences into physical differences - that we'd be able to look at someone's genome and say, this man is between 5 feet 10 inches and 6 feet 2 inches, has black hair, green eyes and a high risk of developing diabetes.",https://www.nytimes.com/2008/08/18/opinion/18iht-edjudson.4.15391299.html,,"LONDON — It was supposed to be simple. Once it became cheap to scan large numbers of people for large numbers of genetic differences, everyone assumed that it would swiftly become straightforward to convert genetic differences into physical differences - that we'd be able to look at someone's genome and say, this man is between 5 feet 10 inches and 6 feet 2 inches, has black hair, green eyes and a high risk of developing diabetes.",,,International Herald Tribune,[],[],2008-08-18T05:00:00+0000,article,IHT News,Opinion,News,nyt://article/00e7a89c-4042-5e84-8eb4-87058202693e,774,nyt://article/00e7a89c-4042-5e84-8eb4-87058202693e,"Testing genes, solving little",,,"Testing genes, solving little",,,,By Olivia Judson,"[{'firstname': 'Olivia', 'middlename': None, 'lastname': 'Judson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
LONDON — Bloomberg News,https://www.nytimes.com/2008/06/17/business/worldbusiness/17iht-17marketsfw.13770259.html,,LONDON — Bloomberg News,,,International Herald Tribune,[],[],2008-06-17T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/6289c0f9-2a59-5c96-8bc0-8cd641884f20,695,nyt://article/6289c0f9-2a59-5c96-8bc0-8cd641884f20,European stocks and U.S. futures rally,,,European stocks and U.S. futures rally,,,,,[],,International Business,,Alzheimer
"Former British Prime Minister Margaret Thatcher has dementia, her daughter says. Is it right to discuss her condition publicly?",https://newoldage.blogs.nytimes.com/2008/09/02/margaret-thatchers-open-secret/,"Former British Prime Minister Margaret Thatcher has dementia, her daughter says. Is it right to discuss her condition publicly?","A colleague in The Times’s London bureau, Sarah Lyall, has just published a book called “The Anglo Files: A Field Guide to the British,” a cross-cultural look at what makes the British British, as seen though the eyes of an American expatriate with an English husband whom she describes as “something out of ‘Brideshead Revisited’.” Given Ms. Lyall’s perspective, I asked her thoughts on the recent revelation that former Prime Minister Margaret Thatcher, like President Ronald Reagan before her, is losing her mind and her memories to a form of dementia. Here are her observations, with a link to the story that is striking a chord on both sides of the Atlantic. — Jane Gross",,,The New York Times,[],[],2008-09-02T17:21:18+0000,article,Science,Health,News,nyt://article/ca2b30cf-314d-5ec3-84a3-8022ba1cd5c9,792,nyt://article/ca2b30cf-314d-5ec3-84a3-8022ba1cd5c9,Margaret Thatcher’s Open Secret,The New Old Age,,,,,,By Jane Gross,"[{'firstname': 'Jane', 'middlename': None, 'lastname': 'Gross', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
"With fuel costs rising, agencies that provide meals or transportation for senior citizens are struggling.",https://www.nytimes.com/2008/07/05/us/05elderly.html,"With fuel costs rising, agencies that provide meals or transportation for senior citizens are struggling.","SOUTH HAVEN, Mich.  Early last month, Jeanne Fair, 62, got her first hot meals delivered to her home in this lake town in the sparsely populated southwestern part of the state. Then after two deliveries the meals stopped because gas prices had made the delivery too expensive.",A,1,The New York Times,"[{'rank': 0, 'subtype': 'xlarge', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/05/us/05elderly600.jpg', 'height': 350, 'width': 600, 'legacy': {'xlarge': 'images/2008/07/05/us/05elderly600.jpg', 'xlargewidth': 600, 'xlargeheight': 350}, 'subType': 'xlarge', 'crop_name': 'articleLarge'}, {'rank': 0, 'subtype': 'popup', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/05/us/05elderly600.jpg', 'height': 350, 'width': 600, 'legacy': {}, 'subType': 'popup', 'crop_name': 'popup'}, {'rank': 0, 'subtype': 'sfSpan', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/05/us/05elderly395.jpg', 'height': 220, 'width': 395, 'legacy': {}, 'subType': 'sfSpan', 'crop_name': 'sfSpan'}, {'rank': 0, 'subtype': 'thumbnail', 'caption': None, 'credit': None, 'type': 'image', 'url': 'images/2008/07/05/us/05elderly75.jpg', 'height': 75, 'width': 75, 'legacy': {'thumbnail': 'images/2008/07/05/us/05elderly75.jpg', 'thumbnailwidth': 75, 'thumbnailheight': 75}, 'subType': 'thumbnail', 'crop_name': 'thumbStandard'}]","[{'name': 'organizations', 'value': 'Meals on Wheels', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Home Health Care', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 5, 'major': 'N'}]",2008-07-05T04:00:00+0000,article,National,U.S.,News,nyt://article/cff17907-85a0-5592-b256-e2a5ea92b152,1563,nyt://article/cff17907-85a0-5592-b256-e2a5ea92b152,"As Gas Prices Soar, Elderly Face Cuts in Aid",,,"As Gas Prices Soar, Elderly Face Cuts in Aid",,,,By John Leland,"[{'firstname': 'John', 'middlename': None, 'lastname': 'Leland', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,,,Alzheimer
