,query,pub_date,source,headline1,headline2,snippet,lead_paragraph,keywords
115,Alzheimer,1999,The New York Times,Support Group Helps Man Live With His Limitations,THE NEEDIEST CASES; Support Group Helps Man Live With His Limitations,New York Times Neediest Cases Fund; Walter Wright and his wife Jennie discuss how Self Help Center in Queens has haled him deal with Alzheimer's Disease; photo (M),"In 1994, when Jennie Wright first saw her husband, Walter, fall asleep at the kitchen table while paying the family's bills, she assumed he was simply tired.","[{'name': 'persons', 'value': 'Wright, Jennie', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Wright, Walter', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'NEW YORK TIMES NEEDIEST CASES FUND', 'rank': 3, 'major': 'N'}]"
116,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  SHEEAN, MARY DOOLEY","Paid Notice: Deaths  SHEEAN, MARY DOOLEY",,"SHEEAN-Mary Dooley, 84. Died on December 6 of Alzheimer's Disease. Devoted wife of the late James B. Sheean and mother of Emily Van Ness Schurin, James B. Sheean, Deirdre Sheean, Michael Sheean and Molly Black, beloved grandmother of Alessandra Jarret, Zachary, Cody, Matthew, Nathaniel Hailey and Devin. She was a noted painter & art teacher, who taught and nurtured hundreds of artists. The memorial service will be held at 11:00 A.M. on Saturday, December 11 at the Christ Episcopal Church, Kings Highway, Middletown, NJ 07748, (732) 671-2524. The family has requested, in lieu of flowers, contributions be made to the Community Food Bank of New Jersey, 31 Evans Terminal Road, Hillsdale, New Jersey 07205.","[{'name': 'persons', 'value': 'Sheean, Mary Dooley', 'rank': 1, 'major': 'N'}]"
117,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  EINWOHNER, SEYMOUR ARTHUR","Paid Notice: Deaths  EINWOHNER, SEYMOUR ARTHUR",,"EINWOHNER-Seymour Arthur, 81, died August 17, 1999. He is survived by his wife, Joan Einwohner; his daughter, Sara Giulietta Einwohner, of Cold Spring, N.Y.; his sister, Ruth Zavitkovsky, of the Hebrew Home for the Aged, Riverdale, N.Y.; and his brother and sister-in-law, Henry and Helene Warner, of Annapolis, Md. A memorial service will be held at 1:15 PM Friday, August 20, at Riverside Memorial Chapel, 180 W. 76th Street, Manhattan. Contributions may be made in his name to the Alzheimer's Association, New York City Chapter, 420 Lexington Avenue, Suite 610, New York, N.Y. 10170-0695. The family will be at home from 2:30-6:00 PM Friday, Saturday and Sunday.","[{'name': 'persons', 'value': 'Einwohner, Seymour Arthur', 'rank': 1, 'major': 'N'}]"
118,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  HOWARD, HELEN (NEE BERRYMAN)","Paid Notice: Deaths  HOWARD, HELEN (NEE BERRYMAN)",,"HOWARD-Helen (nee Berryman). On February 16, 1999. Age 91. Formerly of Montclair, N.J., Dorset, VT. and Hilton Head, S.C. Beloved mother of Ann (Stuart) Tisdale, Fox Point, WI. and Barbara (James) Mihalke, Pittsburgh, PA. Dear grandmother of Peter Holan, Moscow, ID., Scott (Tena) Holan, Shorewood, WI., Bruce (Angela) Holan, Shorewood, WI., Nicholas Mihalke, Pittsburgh, PA., Michael (Julie) Mihalke, Columbia, MD., and William Mihalke, New York, N.Y. Loving great grandmother of Haley Holan and Amanda Mihalke. Further survived by five step grandsons and their families. Also survived by dear nieces, their families, other relatives and friends. Service in Dorset, Vermont. at a later date. Memorials appreciated to Alzheimer's Association or National Multiple Sclerosis Society.","[{'name': 'persons', 'value': 'Howard, Helen', 'rank': 1, 'major': 'N'}]"
119,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  BLACK, EDWARD","Paid Notice: Deaths  BLACK, EDWARD",,"BLACK-Edward. Age 90. Beloved husband for 63 years of Muriel Fleischman Black, wonderful father of Jo Ann and Howard Chase, adored and adoring Grandpa Eddie to Adam Chase, loving brother to five siblings and Uncle Eddie to every child he ever met. He was ''The Baron'' of the New York Journal American for many years before going into the public relations business. He served in Great Britain in World War II. Eddie was blessed with an extraordinarily outgoing personality, a great sense of humor and genuine kindness and generosity to all who crossed his path. Services were held Sunday, October 10, in Miami. Contributions in his memory may be made to ''Alzheimer's Care Committee/Notables'' of Douglas Gardens, 5200 Northeast Second Avenue, Miami, FL 33137.","[{'name': 'persons', 'value': 'Black, Edward', 'rank': 1, 'major': 'N'}]"
120,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  NEWMYER, ARTHUR G., JR.","Paid Notice: Deaths  NEWMYER, ARTHUR G., JR.",,"NEWMYER-Arthur G., Jr. On April 30, at Suburban Hospital in Maryland, beloved father of Barbara N. Johnson and A. G. Newmyer III, and brother of James M. Newmyer; devoted grandfather. A funeral service will be held at The Washington Hebrew Congregation cemetery in Washington, DC, at 1 p.m. on Sunday, May 2. The family will receive friends at 4 p.m. on May 2 at the home of Mr. and Mrs. James Newmyer, 3003 Audubon Terrace, N.W. Contributions in Mr. Newmyer's memory may be made to the National Conference for Community and Justice at Suite 1050, 1815 H Street, N.W., Washington, DC 20006; the Alzheimer's Association at 1003 K Street, N.W., Washington, DC 20001; or The Fair Care Foundation, at Suite 350, 3201 New Mexico Avenue, Washington, DC 20016.","[{'name': 'persons', 'value': 'NEWMYER, ARTHUR G., JR.', 'rank': 1, 'major': 'N'}]"
123,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  BERNSTEIN, JULIUS","Paid Notice: Deaths  BERNSTEIN, JULIUS",,"BERNSTEIN-Julius. Of Andover, MA, formerly of New York, NY. On Wednesday, March 3. Beloved husband of the late Ann (Miller) Bernstein. Loving father of Janie Fischbach of Indiana and Daniel J. Bernstein of Andover, MA. Father-in-law of Ephraim Fischbach and Doree T. Barton. Cherished grandfather of Jonathan, Jeremy and Michael Fischbach, Jenna and Meredith Bernstein. Dear brother of Simon Burnett of New Jersey, Regina Brooks of Boston, MA, and Ethel Morse of California. Services at Temple Emanuel, 7 Haggetts Pond Road, Andover, MA, on Friday, March 5, at 11 A.M. Memorial observance Friday until 7 P.M. and Saturday 6 to 9 P.M., at the home of Daniel Bernstein & Doree Barton. In lieu of flowers, remembrances may be made to the Alzheimer's Disease and Related Disorders Association, 1 Kendall Square, Building #","[{'name': 'persons', 'value': 'Bernstein, Julius', 'rank': 1, 'major': 'N'}]"
124,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  WIMSATT, MARGARET ELIZABETH HECHT","Paid Notice: Deaths  WIMSATT, MARGARET ELIZABETH HECHT",,"WIMSATT-Margaret Elizabeth Hecht died November 22, 1999. She was born in Chicago, IL, February 26, 1919, to the late Frank Abner and Margaret Lipps Hecht. She is survived by her son, James Velvet Wimsatt, and her daughter-in-law, Nancy Lee Abbey, of Hamden, CT. She was predeceased by her son, Alexander Wimsatt, a student, and her husband, William Kurtz Wimsatt Jr., Sterling Professor of English at Yale University. She was a graduate of the University of Chicago and Yale. She was a poet, reviewer, essayist and a teacher of English composition at the University of New Mexico and Yale. She was a resident of New Haven, CT. from 1941-1997. In lieu of flowers, memorial gifts may be sent to the South Central CT Chapter of the Alzheimer's Association, 2911 Dixwell Avenue, Hamden, CT. 06518. For information: The Hawley Lincoln Memorial, 493 Whitney Avenue, New Haven, CT.","[{'name': 'persons', 'value': 'Wimsatt, Margaret Elizabeth Hecht', 'rank': 1, 'major': 'N'}]"
125,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  MCADAMS, JOHN V. SR.","Paid Notice: Deaths  MCADAMS, JOHN V. SR.",,"McADAMS-John V. Sr.., 82, of Kirland Village, Bethlehem, PA. formerly of Rancho Sante Fe, CA., and Monclair, NJ on Wednesday, November 10, 1999. A member of the Essex Fells Country Club, New Jersey, the Players Club of New York, The Bankers Club of New York and also former member of the Mary Star of the Sea Church, La Jolla, Ca.A mass of Christian Burial will be celebrated at Saturday, November 20, 1999 at 10:30AM at imaculate Conception Church, Montclair, NJ. No calling hours. Memorial contributions to Alzheimers Disease & Related Disorders 325 Chestnut St., Phil, PA Survivors are wife Anne McAdams of CA., sons John V. Jr. of Pittson, NJ, Michael X. of Sommertown, TN., Bruce E. of Park City Utah, Scott T. of Melbourne Florida, Gregg of Waretown, NJ. Helen Radcliffe of Bath, PA.","[{'name': 'persons', 'value': 'MCADAMS, JOHN V. SR.', 'rank': 1, 'major': 'N'}]"
127,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  KLUTZNICK, PHILIP M.","Paid Notice: Deaths  KLUTZNICK, PHILIP M.",,"KLUTZNICK-Philip M., 92. Beloved husband of the late Ethel. Devoted father of Bettylu (Dr. Paul) Saltzman, Thomas (Tina Staley), James (Judith), Robert (Gloria) Klutznick of Boulder, CO and Samuel Klutznick of Jackson Hole, WY. Adoring grandfather of Amy (Steven Wellner) Saltzman, David (Jody Futorian) Saltzman, Peter (Laurel) Saltzman, Jane (Jeffry) Baird, Karen, John (Heather), Daniel and Katherine Klutznick, Barri (Peter Pencak) Klutznick, Marc and Kimberly, Jennifer, Lauren and Nathan Klutznick. Great-grandfather of Rebecca and Jacob Wellner, Veronica, Emmanuel, Alex and Jordan Saltzman, Benjamin and Adin Baird. Dear brother of the late Helen (late Herman) Supofsky, late Esther (late Sam) Lessner and late Arthur (Linda) Klutznick. Private family services and interment Monday. Please omit flowers. Memorials to Alzheimers and Related Disease Assn., 919 North Michigan Ave., Chicago, IL 60611 will be appreciated. For information regarding calls of condolences, please call Furth Funeral Direction 773-784-4300.","[{'name': 'persons', 'value': 'KLUTZNICK, PHILIP M.', 'rank': 1, 'major': 'N'}]"
128,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  PERLMUTTER, RACHEL E. (EHRLICH)","Paid Notice: Deaths  PERLMUTTER, RACHEL E. (EHRLICH)",,"PERLMUTTER-Rachel E. (Ehrlich) on Monday, December 27, of Canton, Mass. Beloved wife of the late Kermit H. Perlmutter. Loving mother of Louis & Barbara Perlmutter of New York City and Marcia and Harold Rubin of Nantucket. Cherished grandmother of Kermit H. Perlmutter of Nantucket, Eric Perlmutter of NYC, Karen & Graham Hawkes of CA, P.J. & Elizabeth Rubin of Wellesley, MA, Emily Rubin of Nantucket and great grandmother of Oliver & Madeleine Hawkes. Dear sister of Abraham & Anne Ehrlich of Providence, RI and the late William Ehrlich. Dear sister-in-law of Leila Perlmutter of Chestnut Hill, MA. Graveside services were held at Sharon Memorial Park, Sharon, MA on Tuesday, December 28. Memorial observance at the home of Louis & Barbara Perlmutter on Wednesday & Thursday 4:00-7:00PM. Remembrances may be made to the Kermit H. Perlmutter Fund at Brandeis University, 415 South St., Waltham, MA 02254 or Alzheimer's Association, 36 Cameron Avenue, Cambridge, Mass. 02140. For information the Levine Chapel, Brookline.","[{'name': 'persons', 'value': 'PERLMUTTER, RACHEL E.', 'rank': 1, 'major': 'N'}]"
129,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  PFEIFFER, MARTHA GOLDHAMMER NEE ADDIS","Paid Notice: Deaths  PFEIFFER, MARTHA GOLDHAMMER NEE ADDIS",,"PFEIFFER-Martha Goldhammer nee Addis, formerly of the Bronx, New York, died on May 5, 1999. Born on September 25, 1908. Daughter of Henrietta nee Weinberg and Percy Addis, widow of Rubin Pfeiffer, predeceased by her first husband, Isidore Goldhammer, and her son, Dr. Robert Goldhammer. Survived by her daughter-in-law, Florie Brettler Goldhammer, of Pittsburgh; granddaughters, Anne M. Goldhammer Moore, of Chicago, and Elizabeth P. Kuzma, of Pittsburgh; a great-granddaughter, Emily Morgan Kuzma, of Pittsburgh; and a brother, Aaron Addis, of Delray Beach, FL. After receiving her Master's degree from New York City's Hunter College in 1933, Mrs. Pfeiffer taught French, Latin, Italian & German at James Monroe and DeWitt Clinton high schools in New York City until her retirement in 1973. Memorial services will be held at the Goldhammer residence on Sunday, May 9, at 1 P.M. Instead of flowers, contributions may be made to the Alzheimer's Disease Alliance of Western Pennsylvania, 5180 Campbell's Run Road, Pittsburgh, PA 15205, Attention: Martha Fenchak Bell.","[{'name': 'persons', 'value': 'PFEIFFER, MARTHA GOLDHAMMER NEE ADDIS', 'rank': 1, 'major': 'N'}]"
130,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  SCHNEIDER, NORMAN","Paid Notice: Deaths  SCHNEIDER, NORMAN",,"SCHNEIDER-Norman. Age 88 of New York City. Devoted husband to Jo Anne, adoring father of Lois Oppenheim and Melanie Tucker, and loving grandfather of Sarah and Keith Oppenheim. He founded and was President of Allison Manufacturing Company and later was President of the Leisure Products Division of the Beatrice Cos. He gave unstintingly of himself to many charitable institutions and professional associations, and served with distinction on various corporate boards. Services will be held on Monday, July 19th at Temple Emanu-El, 1 East 65th Street, at 12:00 noon. In lieu of flowers, donations may be made in his name to the New York City Chapter of the Alzheimer's Association, 360 Lexington Avenue, 5th Floor, New York, New York 10017.","[{'name': 'persons', 'value': 'Schneider, Norman', 'rank': 1, 'major': 'N'}]"
133,Alzheimer,1999,The New York Times,Novartis Profit Rises; Merger Savings Cited,INTERNATIONAL BRIEFS; Novartis Profit Rises; Merger Savings Cited,Novartis AG says its profit in the second half of 1998 rose 20 percent to 2.51 billion Swiss francs ($1.7 billion) from 2.09 billion year earlier (S),"Novartis A.G., the world's No. 3 drug maker, indicated yesterday that its profit in the second half of 1998 rose 20 percent on improved profit margins and on cost savings resulting from the merger that formed the company. The implied second-half profit at the company, which makes the hypertension drug Diovan and the Alzheimer's drug Exelon, rose to 2.51 billion Swiss francs ($1.7 billion) from 2.09 billion a year earlier.","[{'name': 'organizations', 'value': 'Novartis AG', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Company Reports', 'rank': 2, 'major': 'N'}]"
134,Alzheimer,1999,The New York Times,When a Loss Remains Unresolved,When a Loss Remains Unresolved,,"Jenny and and her husband had enjoyed 15 years of an emotionally and intellectually fulfilling marriage when he suffered a stroke and Jenny's whole life suddenly screeched to a halt. Instead of gradually recovering, over the next five years her husband got progressively worse. The stroke had unmasked or hastened the onset of Alzheimer's disease, and Jenny became his permanent de facto caretaker.",[]
137,Alzheimer,1999,The New York Times,"Iris Murdoch, Novelist and Philosopher, Is Dead","Iris Murdoch, Novelist and Philosopher, Is Dead","Iris Murdoch, prodigiously inventive and idiosyncratic British writer and philosopher whose 26 novels offered lively plots, complex characters and intellectual speculation, dies at nursing home in Oxford, England, at age 79; suffered from Alzheime...","Iris Murdoch, a prodigiously inventive and idiosyncratic British writer whose 26 novels offered lively plots, complex characters and intellectual speculation, died yesterday at a nursing home in Oxford, England. She was 79 and had Alzheimer's disease.","[{'name': 'persons', 'value': 'Murdoch, Iris', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Awards, Decorations and Honors', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 6, 'major': 'N'}]"
144,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  PINKHAM, MARY S.","Paid Notice: Deaths  PINKHAM, MARY S.",,"PINKHAM-Mary S. (''Bunnie''). On March 8, 1999. Born in New York City December 28, 1916, the dear daughter of the late William W. and Mary G. Struthers. Adoring wife of Richard Alden Ray Pinkham, whom she married in 1941, who died in 1997. Loving and dedicated mother of Mary P. (''Penny'') Janeway of Cambridge, MA, Richard Jr. of Rye, NY, David of Barrington, RI and Elizabeth P. (''Betty'') Anderson of Billings, MT. Delighted grandmother of Sam, Daisy, Laurie, Rick, Mary, Rosie, Jamie and Tim. Sister of Nina S. Bremer, Sara S. Frothingham and the late William W. Struthers, Jr. She lived in Rye, NY until 1981 when she and her husband moved to Hobe Sound, FL and Greenwich, CT. She was a student, teacher, parent, grandparent and President of the Board of Trustees of her dear alma mater, Rye Country Day School. When the School expanded to become co-ed through 12th grade, The Mary Struthers Pinkham Building was named in her honor. She served on the Board of Managers of the United Hospital, where her four children were born, and where she died. She also served on the Advisory Board of the Foundation for Children with Learning Disabilities. An athlete all her life, she was an All-American in lacrosse and field hockey, a notable tennis player, and a golfer in her later years. Her dearest friendships lasted a lifetime, and she was widely admired and loved for her loyalty, sense of duty, selflessness, uprightness and old-fashioned grace. She has gone from the double darkness of Alzheimer's and bereavement into the Light. We grieve and we rejoice. Family visitation at William H. Graham Funeral Home, 1036 Boston Post Road in Rye on Wednesday, March 10 from 6:00 to 8:00 pm. Memorial service at 11:00 am, Thursday, March 11 at Christ Church, Milton Road, Rye. Contributions in her name may be made to the Rye Country Day School, Rye, New York 10580.","[{'name': 'persons', 'value': 'PINKHAM, MARY S.', 'rank': 1, 'major': 'N'}]"
148,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  STEPHENS, THOMAS J.","Paid Notice: Deaths  STEPHENS, THOMAS J.",,"STEPHENS-Thomas J., a White Plains lawyer, died on March 2, 1999 in Briarcliff Manor, New York, after a long bout with Parkinson's disease. He was 76. Mr. Stephens was born in Brooklyn, New York on September 18, 1922. He graduated from Polytechnic Preparatory School in Brooklyn and Colgate University where he attended summer sessions in order to join the U.S. Army during World War II as a private in 1942. Mr. Stephens served in the 36th infantry division of the 5th Army and eventually rose to first lieutenant in command of a rifle company with the 7th Army. He served in North Africa, Italy, France and Germany and participated in numerous campaigns, including Rapido River, Monte Cassino, the Breakthrough at Anzio, the liberation of Rome, and the invasions of Southern France and the German Rhineland. He received a battlefield commission for heroic action beyond the line of duty, the Bronze Star with a cluster, five battle stars and the combat infantryman's badge, among other decorations. After the War, Mr. Stephens earned his law degree from Syracuse University and practiced in New York City before founding the firm Stephens & Buderwitz in White Plains, New York where he practiced for nearly 40 years. Mr. Stephens ran for mayor of White Plains in 1952 and was continually active in White Plains and Westcheter County affairs. He served as President of the Bar Association of White Plains, President of the YMCA, President of the Board of Trustees of the Presbyterian Church in White Plains and on the board of EM Industries and numerous other corporations. He was a member of the Whippoorwill Club in Armonk, New York. Mr. Stephens was instrumental in the planning and design of the Kingsley House residences on Barker Avenue in White Plains, restructured its sponsorship and funding and assured its completion after the initial program encountered difficulties prior to completion. Funeral services will be held at the White Plains Presbyterian Church 39 North Broadway, White Plains on Saturday, March 6, at 10:30 am. The family requests that, in lieu of flowers, donations be sent to the Alzheimer's Association. Mr. Stephens is survived by wife Inge of North Salem, New York, sister Margaret Christie, son Christopher, daughters Eleanor and Merielle and granddaughter, Lara.","[{'name': 'persons', 'value': 'STEPHENS, THOMAS J.', 'rank': 1, 'major': 'N'}]"
153,Alzheimer,1999,The New York Times,"Paid Notice: Deaths  GOLDHAR, MAXWELL","Paid Notice: Deaths  GOLDHAR, MAXWELL",,"GOLDHAR-Maxwell, 82, a man who enriched the lives of his family, friends and the people of Ontario, died suddenly at home Tuesday night from a heart attack. Still active in business and pursuing his dreams through his last days, Mr. Goldhar left major accomplishments and a loving circle of family and friends behind him. Mr. Goldhar devoted over 50 years of his life to voluntary service, and he was recently invested with the Order of Ontario. He was well known for his substantial contributions to technology, manufacturing and natural resources companies in Canada and internationally, in particular Ontario Store Fixtures, Fantom Technologies and Fifty Plus Net International. As a business leader he earned the nickname ''Dr. Business'' for his achievements in helping to ''turn around'' declining Ontario companies. Founding president of the President's Council of the Canadian Opera Company and a founding director of the York Racquet Club, Hockley Valley Ski Club and the Island Yacht Club, Mr. Goldhar was a leader who constructively countered the exclusion of Jews from many of the city's social organizations by opening new opportunities for them through these organizations. Mr. Goldhar was treasurer of the building campaign for the northern YMHA and served for many years as director of the Canadian Society for the Weizmann Institute of Science. At the time of his death, Mr. Goldhar was an active director of ''CARP,'' the Canadian Association of Retired Persons, and a founding director of Fifty Plus Net International, the leading Internet supplier to seniors in Canada. Mr. Goldhar recently joined the board of Sunnybrook and Women's Health Sciences Centre, and served as Chair of the Board of Women's College Health Research Inc. Previously, he served as the Chair of the Hospital Council of Metropolitan Toronto, Chair of the Board of both the Northwestern General Hospital and the Northwestern Health Centre Foundation, a director of Women's College Hospital and treasurer of the Alzheimer Association of Ontario. He is survived by his loving family: by his son, Dan, and Dan's wife, Janet; by daughters Nancy, Heather and Renanah and Heather's partner, James Neal; by his grandchildren Jeremy and Rachel; his brothers Albert and Morty and their wives Booty and Rosemary, respectively; and by his sister, Wendy Rue. Mr. Goldhar was predeceased by his wife of 50 years, Jeanette, and survived by his loving spouse, Marilou McPhedran. Services will be conducted at 2:30 PM today by Mr. Goldhar's close friend and tennis partner, Rabbi Gunther Plaut, at Holy Blossom Temple in Toronto.","[{'name': 'persons', 'value': 'Goldhar, Maxwell', 'rank': 1, 'major': 'N'}]"
154,Alzheimer,1999,The New York Times,The Growing Business of Helping Elders Cope,The Growing Business of Helping Elders Cope,"Deborah Newquist is geriatric care manager in Newport Beach, Calif, occupation that did not exist when she received her master's degree in social work 24 years ago; field was born in response to nation's rapidly aging population and health care sy...","When an 86-year-old woman with Alzheimer's disease broke her hip, Deborah Newquist was the person who stayed with her at the hospital here. Years earlier, Dr. Newquist had arranged 24-hour home care for the woman and her bedridden husband, and she also took care of everything from having their house painted to getting their cat to the veterinarian.","[{'name': 'glocations', 'value': 'Newport Beach (Calif)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Newquist, Deborah', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 5, 'major': 'N'}]"
155,Alzheimer,1999,The New York Times,Blackout Spoils Research Work In Medical Labs,AFTERMATH OF A HEATWAVE: THE DAMAGE; Blackout Spoils Research Work In Medical Labs,Columbia University medical researchers say that power failure that darkened northern Manhattan may have destroyed or set back by months hundreds of experiments into illnesses from Alzheimer's disease to cancer to AIDS; two of Columbia's four labo...,Columbia University medical researchers said yesterday that the power failure that darkened northern Manhattan may have destroyed or set back by months hundreds of experiments into illnesses from Alzheimer's disease to cancer to AIDS.,"[{'name': 'glocations', 'value': 'New York City', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'CONSOLIDATED EDISON CO OF NEW YORK INC', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Columbia University', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'BLACKOUTS (ELECTRICAL)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Weather', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Research', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Electric Light and Power', 'rank': 8, 'major': 'N'}]"
156,Alzheimer,1999,The New York Times,"Talk, Too, As Topics Trip By","DANCE REVIEW; Talk, Too, As Topics Trip By",Jack Anderson reviews Tere O'Connor Dance program at Kitchen (S),"Tere O'Connor's ''Hi Everybody!'' certainly wasn't boring. It couldn't have been. Mr. O'Connor changed his choreographic mind so often in it that no single subject ever grew dull. As presented on Thursday night at the Kitchen by Tere O'Connor Dance, the 45-minute piece touched on such matters as cancer, Alzheimer's disease, war, peace, retirement communities, gay marriage and homophobia, to name only a few of the topics that whizzed by to outbursts of recorded music by James Baker.","[{'name': 'organizations', 'value': ""O'Connor, Tere, Dance"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 2, 'major': 'N'}]"
164,Alzheimer,1999,The New York Times,Shadows: They Led Glory Days Of Alliance,CRISIS IN THE BALKANS: NEWS ANALYSIS; Shadows: They Led Glory Days Of Alliance,Some of commanding figures in North Atlantic Treaty Organization's cold war triumph languish in shadows as NATO marks its 50th anniversary; former Pres Ronald Reagan suffers from Alzheimer's disease; Helmut Kohl is in Washington for celebration bu...,History bestows its favors with an uneven hand. No politician thinks otherwise. Yet it was poignant to see some of the commanding figures in the North Atlantic Treaty Organization's great triumph in the cold war languishing in the shadows this weekend as the alliance commemorated its 50th anniversary.,"[{'name': 'glocations', 'value': 'Germany', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Georgia (Georgian Republic)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Czech Republic', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Poland', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'North Atlantic Treaty Organization', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'SHEVARDNADZE, EDUARD', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Reagan, Ronald Wilson', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Havel, Vaclav', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Walesa, Lech', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Kohl, Helmut', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Summit Conferences', 'rank': 12, 'major': 'N'}]"
170,Alzheimer,1999,The New York Times,"Better, Safer, Warmer","Better, Safer, Warmer","Op-Ed article by Cynthia Kaplan relates wrenching experience of putting her grandmother, afflicted with Alzheimer's disease, into nursing home; photo (M)",It happened very suddenly and was perhaps the most violent act in which I have ever participated. A space became available and we had to grab it or risk waiting maybe six or eight months for another.,"[{'name': 'persons', 'value': 'Kaplan, Cynthia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 2, 'major': 'N'}]"
174,Alzheimer,1999,The New York Times,The Next Job Perk: Elder Care for Parents,The Next Job Perk: Elder Care for Parents,Article on rising focus on care of aged among Long Island companies as their work forces age and more employees have to care for their elderly parents; photo (M),"MARILEE CRISPINO said she had always dreamed of retiring at age 55. Now it's definite, but hardly as pleasurable a prospect as she had anticipated. She is ''hoping and praying,'' she said, that she can juggle office and home responsibilities until June 9, 2000, when she will quit being an administrative assistant at the New York State United Teachers in Hauppauge and devote her days to caring for her 81-year-old mother, who has Alzheimer's disease.","[{'name': 'glocations', 'value': 'Long Island (NY)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'LABOR', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Fringe Benefits', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'AGED', 'rank': 4, 'major': 'N'}]"
183,Alzheimer,1999,The New York Times,Louis Feraud Is Dead at 79; Prominent Fashion Designer,Louis Feraud Is Dead at 79; Prominent Fashion Designer,French fashion designer Louis Feraud dies at age 79; photo (S),"Louis Feraud, a prominent French fashion designer who first made his name in the mid-1950's when Brigitte Bardot began wearing his brightly colored summer dresses, died on Tuesday at his home in Paris. He was 79. French news reports said he had been suffering from Alzheimer's disease.","[{'name': 'glocations', 'value': 'France', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Feraud, Louis', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Biographical Information', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'APPAREL', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 5, 'major': 'N'}]"
